0.004761904761905;	0.004761904761905;	0.004761904761905;	0.002380952380952
0.005391659624062;	0.004603260823545;	0.002512197234963;	0.001973174583417
0.097428886773657;	0.080444153971803;	0.043933941064850;	0.034999215693860
0.082782976900238;	0.066758543612235;	0.040446403455493;	0.047265757721140
0.066312116890193;	0.049766614086610;	0.029755359154505;	0.036746275068179
0.061118653334611;	0.051454622899441;	0.035134491077644;	0.027506590887931
0.057844843522752;	0.050746196758657;	0.036973545857297;	0.029287154885397
0.044879693796885;	0.033429145013860;	0.019968938589067;	0.020144662926455
0.041175474366048;	0.030089634591898;	0.018749737605467;	0.019935254923185
0.040498045986436;	0.030729410836544;	0.019728524530246;	0.021245757058449
0.039844625947919;	0.031236359540167;	0.020906824835323;	0.022850088345672
0.039454106762275;	0.031790878740615;	0.022145893944850;	0.024358968647111
0.038901404588976;	0.032458179512670;	0.023452631380904;	0.025895580632960
0.038221681181824;	0.032810101128703;	0.024233121241224;	0.027180419980601
0.039126923012840;	0.034792448002446;	0.026089712757003;	0.029385551623701
0.037397949349258;	0.033667013555009;	0.026434272884111;	0.030810366366995
0.037033474570440;	0.034686431566164;	0.027902038091191;	0.032434490883619
0.037867780789772;	0.036613937213196;	0.030215234331537;	0.034520102303106
0.036285030190921;	0.035656747903120;	0.031013678976744;	0.035590845776389
0.034070048311210;	0.034436269203861;	0.031195809263487;	0.035731919910665
0.032813419812941;	0.034780207698477;	0.032456008098616;	0.036509224702743
0.032198025031679;	0.035234640952898;	0.034057004612606;	0.037425470719822
0.031053847705622;	0.034303663877922;	0.034404790261947;	0.037676960928899
0.029570175843658;	0.033204704364369;	0.034452842019773;	0.037558155349159
0.027797456734688;	0.031858311526029;	0.034587338359951;	0.036121661387100
0.025538025719746;	0.029883097689900;	0.034008642656187;	0.033946531990822
0.023678550157736;	0.028461509993918;	0.033191515835729;	0.032600661855766
0.022132131803166;	0.027132529128885;	0.032301983600473;	0.031313467550279
0.020037994424323;	0.024677137878806;	0.030101703298348;	0.029062833248634
0.018034234260949;	0.022634406646894;	0.027982767664996;	0.026814871236170
0.016108604141065;	0.020650476178036;	0.026084226597732;	0.024866595442736
0.014092280196287;	0.018207243156401;	0.023637974499090;	0.022067952024965
0.012243871781888;	0.015987333888144;	0.021234607484342;	0.019339861889074
0.010482046226452;	0.013882658185074;	0.018851031993980;	0.017123793838533
0.008825390233045;	0.011844675868856;	0.016392653073432;	0.014769052536830
0.007342110244139;	0.009976411093119;	0.014057660128965;	0.012512221705861
0.006024927634994;	0.008273448834056;	0.011869182713121;	0.010389712435480
0.004901911778765;	0.006775132543826;	0.009859896014657;	0.008514533511225
0.003920091479909;	0.005441311142501;	0.008048498582323;	0.006832834825421
0.003116456928687;	0.004361179251712;	0.006488886301993;	0.005435444415718
0.002411692760800;	0.003409922560466;	0.005084784170701;	0.004080600110249
0.001856194024636;	0.002644126819445;	0.003964939380628;	0.003160633181388
0.001443109091697;	0.002053763196018;	0.003098451497891;	0.002549160967674
0.001095701923179;	0.001560160558115;	0.002377073731756;	0.001951585573281
0.000815953661751;	0.001166113930915;	0.001796285227587;	0.001467408476456
0.000601335353070;	0.000867384204596;	0.001340382960690;	0.001095296720727
0.000435385908681;	0.000633662473591;	0.000993256546284;	0.000804956026160
0.000308414537027;	0.000449450925239;	0.000712724733196;	0.000595186040051
0.000209960413692;	0.000309036199680;	0.000495424851566;	0.000394074296244
0.000141522292618;	0.000210050683636;	0.000339158404761;	0.000265200588915
0.000095595760132;	0.000142588710357;	0.000232129904322;	0.000186843197162
0.000063479890082;	0.000095314807359;	0.000156985785552;	0.000128681873277
0.000040211896990;	0.000061273681989;	0.000102916781639;	0.000079850513936
0.000025014220369;	0.000038523886623;	0.000065890932936;	0.000050688256923
0.000014993947958;	0.000023372395399;	0.000040702201867;	0.000031160064382
0.000008649360329;	0.000013700054065;	0.000024461606824;	0.000018459950337
0.000004729202378;	0.000007561856055;	0.000013915732168;	0.000010812172215
0.000002277505431;	0.000003721012752;	0.000007366706327;	0.000004791089554
0.000000103653126;	0.000000172300867;	0.000000367108135;	0.000000194920896
0.000000010996257;	0.000000019160058;	0.000000050442933;	0.000000012526586
