0.032565176063480;	0.022043475984361;	0.013136198518899;	0.005854319662442;
0.132889704098370;	0.112486295637409;	0.000000000000000;	0.000000000000000;
0.108174697537224;	0.097857080315125;	0.000000000000000;	0.000000000000000;
0.090878669085737;	0.080737312875601;	0.000000000000000;	0.000000000000000;
0.082233799970979;	0.067131779381592;	0.000000000000000;	0.000000000000000;
0.076197690965636;	0.056352632765922;	0.000000000000000;	0.000000000000000;
0.069871758270297;	0.048775462068160;	0.000000000000000;	0.001858659673398;
0.064252891301806;	0.044948564168779;	0.000000000000000;	0.003717319346795;
0.060260463478004;	0.041735471976754;	0.000000000000000;	0.001665648157522;
0.060065438079657;	0.039270719805819;	0.000000000000000;	0.001291221667583;
0.058494698703488;	0.036466574437791;	0.000000000000000;	0.001474288182943;
0.054675924457472;	0.032708539125780;	0.000000000000000;	0.002952918357210;
0.053974681380064;	0.030274045566515;	0.000000000000000;	0.004099662630553;
0.052036721109103;	0.028721290411256;	0.000000000000000;	0.002913215228578;
0.050404615936074;	0.028344273878651;	0.000000000000000;	0.002479382764003;
0.050113058108407;	0.030859351784022;	0.000000024213446;	0.003351834147119;
0.048397985529866;	0.035003999278104;	0.000000048426892;	0.005146961681335;
0.046542270097345;	0.034993197406710;	0.000000047887179;	0.004104391931979;
0.045367950772752;	0.031037861119263;	0.002018433315905;	0.003608705041371;
0.045839571364145;	0.028002452209993;	0.001802162534371;	0.005093105551089;
0.045640808915470;	0.025501182145210;	0.001800793708050;	0.005957087028185;
0.042874592986972;	0.025507295219074;	0.001738185139437;	0.004711503101508;
0.043044481759043;	0.024944371278551;	0.001610107335755;	0.005570440878347;
0.043588993560450;	0.025310917872877;	0.001623364974638;	0.006973668739481;
0.042405962745347;	0.024213173583859;	0.001493426224561;	0.006148655046184;
0.041007171562674;	0.024146932649561;	0.001387724488531;	0.006956635766554;
0.041405537190464;	0.024021078444239;	0.002400153355450;	0.007839880190841;
0.042041719163871;	0.023734236638459;	0.004590556205043;	0.007351953354974;
0.038818533424325;	0.023642395007069;	0.003860040902025;	0.008309777225550;
0.039233434675860;	0.022850942987071;	0.003488519320067;	0.008306594287235;
