0.347619149418575;	0.000000000000011;	0.000000000000017;	0.050718420202818;	0.037336868254150;	0.085327405582692;	0.113044527098068;	0.076507612075842;	0.016876299258746;	0.016605940297668;	0.016038492213549;	0.016062503891642;	0.015838806480226;	0.015801957902540;	0.015978917734133;	0.016749506709102;	0.017349787607098;	0.017929080021465;	0.019016072188990;	0.020608796948438;	0.022443611070210;	0.024326644869927;	0.024871359388747;	0.026868229201152;	0.029486934416247;	0.032050999182753;	0.034091345319676;	0.036718449529087;	0.036766621842372;	0.039583448657527;	0.042961896926444;	0.045495129685344;	0.048362531346328;	0.051841067654915;	0.055278276810524;	0.058788084559957;	0.062224871089605;	0.065064485598408;	0.067847465061859;	0.069258691117533;	0.072123164005076;	0.074407838865897;	0.076092913657706;	0.078367918772952;	0.080289071351710;	0.083836571684133;	0.088438943217270;	0.091842175795990;	0.096584990613190;	0.099078853814984;	0.103228977939913;	0.108412487705901;	0.116318222157501;	0.123914888275579;	0.132420342473874;	0.144906513204930;	0.158768936030144;	0.188441929340178;	0.219791304652434;	0.045701408698237
0.347619149418575;	0.000000000000011;	0.000000000000017;	0.050718420202818;	0.037336868254150;	0.085327405582692;	0.113044527098068;	0.076507612075842;	0.016876299258746;	0.016605940297668;	0.016038492213549;	0.016062503891642;	0.015838806480226;	0.015801957902540;	0.015978917734133;	0.016749506709102;	0.017349787607098;	0.017929080021465;	0.019016072188990;	0.020608796948438;	0.022443611070210;	0.024326644869927;	0.024871359388747;	0.026868229201152;	0.029486934416247;	0.032050999182753;	0.034091345319676;	0.036718449529087;	0.036766621842372;	0.039583448657527;	0.042961896926444;	0.045495129685344;	0.048362531346328;	0.051841067654915;	0.055278276810524;	0.058788084559957;	0.062224871089605;	0.065064485598408;	0.067847465061859;	0.069258691117533;	0.072123164005076;	0.074407838865897;	0.076092913657706;	0.078367918772952;	0.080289071351710;	0.083836571684133;	0.088438943217270;	0.091842175795990;	0.096584990613190;	0.099078853814984;	0.103228977939913;	0.108412487705901;	0.116318222157501;	0.123914888275579;	0.132420342473874;	0.144906513204930;	0.158768936030144;	0.188441929340178;	0.219791304652434;	0.045701408698237
0.347619149418575;	0.000000000000011;	0.000000000000017;	0.050718420202818;	0.037336868254150;	0.085327405582692;	0.113044527098068;	0.076507612075842;	0.016876299258746;	0.016605940297668;	0.016038492213549;	0.016062503891642;	0.015838806480226;	0.015801957902540;	0.015978917734133;	0.016749506709102;	0.017349787607098;	0.017929080021465;	0.019016072188990;	0.020608796948438;	0.022443611070210;	0.024326644869927;	0.024871359388747;	0.026868229201152;	0.029486934416247;	0.032050999182753;	0.034091345319676;	0.036718449529087;	0.036766621842372;	0.039583448657527;	0.042961896926444;	0.045495129685344;	0.048362531346328;	0.051841067654915;	0.055278276810524;	0.058788084559957;	0.062224871089605;	0.065064485598408;	0.067847465061859;	0.069258691117533;	0.072123164005076;	0.074407838865897;	0.076092913657706;	0.078367918772952;	0.080289071351710;	0.083836571684133;	0.088438943217270;	0.091842175795990;	0.096584990613190;	0.099078853814984;	0.103228977939913;	0.108412487705901;	0.116318222157501;	0.123914888275579;	0.132420342473874;	0.144906513204930;	0.158768936030144;	0.188441929340178;	0.219791304652434;	0.045701408698237
0.347619149418575;	0.000000000000011;	0.000000000000017;	0.050718420202818;	0.037336868254150;	0.085327405582692;	0.113044527098068;	0.076507612075842;	0.016876299258746;	0.016605940297668;	0.016038492213549;	0.016062503891642;	0.015838806480226;	0.015801957902540;	0.015978917734133;	0.016749506709102;	0.017349787607098;	0.017929080021465;	0.019016072188990;	0.020608796948438;	0.022443611070210;	0.024326644869927;	0.024871359388747;	0.026868229201152;	0.029486934416247;	0.032050999182753;	0.034091345319676;	0.036718449529087;	0.036766621842372;	0.039583448657527;	0.042961896926444;	0.045495129685344;	0.048362531346328;	0.051841067654915;	0.055278276810524;	0.058788084559957;	0.062224871089605;	0.065064485598408;	0.067847465061859;	0.069258691117533;	0.072123164005076;	0.074407838865897;	0.076092913657706;	0.078367918772952;	0.080289071351710;	0.083836571684133;	0.088438943217270;	0.091842175795990;	0.096584990613190;	0.099078853814984;	0.103228977939913;	0.108412487705901;	0.116318222157501;	0.123914888275579;	0.132420342473874;	0.144906513204930;	0.158768936030144;	0.188441929340178;	0.219791304652434;	0.048607069628878
0.347619149418575;	0.000000000000011;	0.000000000000017;	0.050718420202818;	0.037336868254150;	0.085327405582692;	0.113044527098068;	0.076507612075842;	0.016876299258746;	0.016605940297668;	0.016038492213549;	0.016062503891642;	0.015838806480226;	0.015801957902540;	0.015978917734133;	0.016749506709102;	0.017349787607098;	0.017929080021465;	0.019016072188990;	0.020608796948438;	0.022443611070210;	0.024326644869927;	0.024871359388747;	0.026868229201152;	0.029486934416247;	0.032050999182753;	0.034091345319676;	0.036718449529087;	0.036766621842372;	0.039583448657527;	0.042961896926444;	0.045495129685344;	0.048362531346328;	0.051841067654915;	0.055317180075164;	0.058953269589017;	0.062524530920749;	0.065483802012544;	0.068352515935000;	0.069825994576545;	0.072754892580979;	0.075096713660435;	0.076839186528255;	0.079170111131858;	0.081137795740723;	0.084744716426153;	0.089410110436038;	0.092877106531472;	0.097681744270047;	0.100223961911749;	0.104446063747245;	0.109701926629696;	0.117678855786235;	0.125349573628353;	0.133930535312817;	0.146494520582778;	0.160434545391019;	0.190188265020258;	0.221623671491791;	0.051916924335744
0.350160618163560;	0.001819306754470;	0.001576394608127;	0.050976907730628;	0.037591036268957;	0.085591756295607;	0.113346368249230;	0.076776017545199;	0.017332209392253;	0.016907556040902;	0.016360771062384;	0.016415202252705;	0.016210868745452;	0.016196870817124;	0.016396218752880;	0.017215186653522;	0.017846718815954;	0.018452473756053;	0.019589020941890;	0.021240234178643;	0.023127225953237;	0.025067266283903;	0.025637398550699;	0.027699251038897;	0.030388655235940;	0.033017086811855;	0.035105310103564;	0.037803064810273;	0.037858145605401;	0.040747851171464;	0.044208058842922;	0.046807930899230;	0.049744448612321;	0.053303084952311;	0.056819044261694;	0.060414686110176;	0.063941358641308;	0.066870151257384;	0.069743508115766;	0.071210448215744;	0.074165978280422;	0.076540383319389;	0.078337056363664;	0.080732825669370;	0.082756950706469;	0.086452057011358;	0.091220816371454;	0.094799318654149;	0.099718548627974;	0.102351155889709;	0.106713085820876;	0.112118143433371;	0.120248857840863;	0.128080032520045;	0.136819745655102;	0.149538288181255;	0.163619855442270;	0.193549637336330;	0.225144591933926;	0.054911183531493
0.352730319541457;	0.003669056283519;	0.003011273714058;	0.057105589201706;	0.046200131049273;	0.086383058689137;	0.114171902666930;	0.077453442522896;	0.018093108813684;	0.017862306563359;	0.016972279116572;	0.017041821171399;	0.016840106654417;	0.016826820736385;	0.017027650987992;	0.017889844545017;	0.018537368345455;	0.019155513041813;	0.020338188250431;	0.022045941039273;	0.023979054867979;	0.025975280603877;	0.026567878680272;	0.028701094388776;	0.031470765186975;	0.034173953040467;	0.036317501355479;	0.039102348841684;	0.039173481823826;	0.042157496769714;	0.045725224907374;	0.048421489532984;	0.051461426394930;	0.055140382375988;	0.058793981357326;	0.062558297267883;	0.066246742229221;	0.069319498511078;	0.072325002129443;	0.073865150349321;	0.076935852794605;	0.079415201404708;	0.081340976936733;	0.083867717604669;	0.085988295799447;	0.089820415670364;	0.094745171144665;	0.098478285518928;	0.103544700835024;	0.106257703153388;	0.110774881314801;	0.116342571551993;	0.124649678427325;	0.132657914171383;	0.141570891439146;	0.154459241096739;	0.168689790550350;	0.198880250420795;	0.230728398399109;	0.057585844671094
0.358769787362625;	0.007882305133356;	0.006535082155249;	0.058974801451436;	0.052977124866776;	0.098043890455722;	0.117054656859421;	0.078605556490388;	0.019414686530662;	0.019222985992211;	0.018725021365803;	0.018972983063471;	0.018318679851429;	0.018102053159948;	0.018325217580530;	0.019319417739708;	0.020014807410026;	0.020669864430641;	0.021955224932584;	0.023784915468237;	0.025811722319022;	0.027919669025505;	0.028547509635420;	0.030814173963036;	0.033731645566545;	0.036565121179664;	0.038790032546518;	0.041716735020189;	0.041785278814469;	0.044914941009413;	0.048647407439297;	0.051485840909131;	0.054674453489375;	0.058523668007896;	0.062340365938294;	0.066263479870651;	0.070111785363128;	0.073337237935114;	0.076500066556335;	0.078104961870470;	0.081313279824930;	0.083911273845700;	0.085991825097219;	0.088681206666095;	0.090911150771007;	0.094914708633773;	0.100042484130334;	0.103972435891506;	0.109242056636655;	0.112040509369750;	0.116756042970779;	0.122533730229237;	0.131087148488932;	0.139328022801349;	0.148464834927097;	0.161568330173447;	0.175967776450874;	0.206564316639630;	0.238822149682401;	0.060375104877955
0.365951399143702;	0.014623259848429;	0.011235824951905;	0.066962758523348;	0.064964671690187;	0.104596497597886;	0.133338463972227;	0.093801585530395;	0.039158434700631;	0.021356550214386;	0.020728723252072;	0.021375113501473;	0.021033781260788;	0.020682720671927;	0.020971121803811;	0.021461433486279;	0.022206405912852;	0.022901154609029;	0.024395504009892;	0.026398096742544;	0.028550070158713;	0.030814291541790;	0.031494299485058;	0.033956863966901;	0.037093577555844;	0.040119700269761;	0.042456375845519;	0.045586439675353;	0.045649414110811;	0.048982532602559;	0.052942507197926;	0.055981480639223;	0.059374960101040;	0.063450593910060;	0.067483020069205;	0.071615587638672;	0.075671243851175;	0.079091651933856;	0.082458535257059;	0.084133495864062;	0.087524378265655;	0.090269480430692;	0.092543735078363;	0.095447439400940;	0.097815974099697;	0.102038614566349;	0.107430171149645;	0.111605468647302;	0.117152944162547;	0.120015200963067;	0.124965426387828;	0.130992705322835;	0.139869604018700;	0.148391109744703;	0.157790737356317;	0.171139855298350;	0.185697268542970;	0.216887693645481;	0.249769825408147;	0.063283148040070
0.376241293424328;	0.027502328186001;	0.021014817942367;	0.075076515430751;	0.078101763323861;	0.116600499078686;	0.147512028018331;	0.119530613228418;	0.070843807289715;	0.056383345192491;	0.060397002398872;	0.025311835221590;	0.024600733681624;	0.024589051833651;	0.024917917755429;	0.025782613700184;	0.026673514215317;	0.027502526375926;	0.028004348021358;	0.030243953682332;	0.032556870688104;	0.035006100147012;	0.035735955411465;	0.038450574704898;	0.041873564961312;	0.045145973794582;	0.047604893655345;	0.050990548385138;	0.051029910575518;	0.054615417310282;	0.058856930912487;	0.062151856236225;	0.065807152007193;	0.070164307161938;	0.074466598422779;	0.078863698658069;	0.083183700464879;	0.086854120428372;	0.090485132276822;	0.092241102023263;	0.095874650660045;	0.098797349650867;	0.101303271401425;	0.104478066221115;	0.107015598289821;	0.111504048629414;	0.117221914301421;	0.121684905915050;	0.127599971831409;	0.130394140618829;	0.135599081815253;	0.141901473421909;	0.151186119537299;	0.160026897709151;	0.169716166418624;	0.183326506474770;	0.197997846089076;	0.230014393766697;	0.263795174458368;	0.066461358764142
