0.051465346938265;	0.000180233473389;	0.000182071647159;	0.000187106966192;	0.000194449816282;	0.000172291831858;	0.000149049903205;	0.000161346394759;	0.000147808555849;	0.000147044489447;	0.000137353045085;	0.000135861162148;	0.000180898443530;	0.000209516773490;	0.000181082039372;	0.005291758703640;	0.006405049060280;	0.007914842893497;	0.008246081776022;	0.007468800756592;	0.008389820575831;	0.012545392817357;	0.000076198598296;	0.000080629660057;	0.000071028102524;	0.000065518973000;	0.000064413342731;	0.000056916430005;	0.000047096321041;	0.000050886528667;	0.000043693394591;	0.000040731020410;	0.000041558224293;	0.000033203653590;	0.000031343192438;	0.000030940984582;	0.000026605942413;	0.000023852285065;	0.000022005191356;	0.000020884703676;	0.000018918719312;	0.000017394881020;	0.000015439120030;	0.000014123497744;	0.000012081123953;	0.000010026373621;	0.000010246651787;	0.000009745831343;	0.000007793357410;	0.000006742598336;	0.000007283882482;	0.000006244010239;	0.000005036486107;	0.000005160191758;	0.000004812094196;	0.000004327386334;	0.000004049181444;	0.000003619314153;	0.000003128412269;	0.000003738389368;	0.000003439147663;	0.000002515852847;	0.000002497222420;	0.000002804210015;	0.000002969764464;	0.000002612473807;	0.000002712903317;	0.000002933755185;	0.000002653851939;	0.000002489313321;	0.000003098058896;	0.000003162303294;	0.000002642302819;	0.000002862521089;	0.000003119262282;	0.000003322036373;	0.000003048498367;	0.000002823801626;	0.000002993070577;	0.000003252269153;	0.000003818586237;	0.000003521669365;	0.000003043780889;	0.000003151436781;	0.000003256345761;	0.000003898356355;	0.000003654366148;	0.000003123826719;	0.000003439752458;	0.000003507613905;	0.000003592040249;	0.000003899094329;	0.000003305616878;	0.000002591264702;	0.000002549889745;	0.000002447850821;	0.000002252274262;	0.000002149918320;	0.000001883754285;	0.000001765003118;	0.000001141460298;	0.000000529082566;	0.000000261366704;	0.000000108566891;	0.000000033718972;	0.000000005117099;	0.000000000474713;	0.000000000018108;	0.000000000000208;	0.284158354943180;	0.218442156198454;	0.133436406013273;	0.058917498808717;	0.018125772458325;	0.004396679871625;	0.001253240688161;	0.000469043582208;	0.000341749542711;	0.000370782114595;	0.000502964504123;	0.000651837860256;	0.001031451555563;	0.001529084466161;	0.002394948968909;	0.003995175724912;	0.006386470282393;	0.009930703488704;	0.015932195847190;	0.023215805787343;	0.033372581203360;	0.028980849187481;	0.026366260875693;	0.028332996954790;	0.062843313521036;	0.015419013913506;	0.019018927271073;	0.025473502769084;	0.024056102261564;	0.023340901758468;	0.024173495748889;	0.023575888728965;	0.023514474146689;	0.023207953727231;	0.023126801123208;	0.023119683235537;	0.024068141961753;	0.024316804515742;	0.025172339620190;	0.025440719977066;	0.026077371718455;
0.323366298681309;	0.090078964208661;	0.082668746376538;	0.080538706816366;	0.080059054326219;	0.074342481755787;	0.068458285993623;	0.071343660901222;	0.067733677323837;	0.066098455095395;	0.061670168416813;	0.062265268641119;	0.060195732339469;	0.060155084653738;	0.058891344377685;	0.061013325554643;	0.060665735647722;	0.063050728151967;	0.059718495343713;	0.057373184971046;	0.059506714309332;	0.062225953557553;	0.047393291176625;	0.050868076737131;	0.049980907879338;	0.046258104770869;	0.050767511596264;	0.049302844110309;	0.046398913391299;	0.049674978598266;	0.045462199725870;	0.045224424878216;	0.050744971457708;	0.048590300642346;	0.045094084536369;	0.050191409961038;	0.049485205304849;	0.045321749805116;	0.048821285402628;	0.049585058618687;	0.046782070277689;	0.051057324779765;	0.051531814821663;	0.051332577968120;	0.050280389763664;	0.050402422987984;	0.054476536018106;	0.057743145025063;	0.052605496784751;	0.053912558344765;	0.060426280381904;	0.060508910648835;	0.055728803130225;	0.061009673569237;	0.063446931461137;	0.064949438138363;	0.069026417334991;	0.067026873183598;	0.065491303800276;	0.075709247540173;	0.079180711067321;	0.073140115198456;	0.073958860759328;	0.080767693235046;	0.083111660877690;	0.081212853242478;	0.087616370440511;	0.094013523578767;	0.092163595846855;	0.089780181062924;	0.102952417749090;	0.105098181999014;	0.097624824143673;	0.101769609317168;	0.111443143285517;	0.120394263346769;	0.116918286351942;	0.110212259447487;	0.115587104429162;	0.123010275921896;	0.135275763949055;	0.135330910533982;	0.132592620444467;	0.140361488379337;	0.147425862803666;	0.164899881426682;	0.165211911686193;	0.158595190683832;	0.169901409251778;	0.176826154495943;	0.188459911953952;	0.205309063495681;	0.202846090121598;	0.195376674718654;	0.205521934756587;	0.216389971577605;	0.229617652587125;	0.249028952379423;	0.263354000367513;	0.294477500321609;	0.296223525756804;	0.277923073362852;	0.288437653834987;	0.306018466175352;	0.322831551672004;	0.337800178993635;	0.366660942731177;	0.376850132019480;	0.357987332865039;	0.317935122991119;	0.249985229371381;	0.158760732789893;	0.074770444908694;	0.025307143754453;	0.006910659297837;	0.002200504608471;	0.000886966549331;	0.000661699146500;	0.000709740780044;	0.000936800875890;	0.001178273132499;	0.001800526818749;	0.002578134532936;	0.003897763838711;	0.006270792866207;	0.009692352278091;	0.014576073182808;	0.022579210401970;	0.031908429275950;	0.044575710426564;	0.037781586474599;	0.033609442871398;	0.035550748862537;	0.080166852557640;	0.021965745975653;	0.025776263355124;	0.031981115425186;	0.031106539487373;	0.029737300808552;	0.030837824207883;	0.029814070739280;	0.029696517322088;	0.029153987840369;	0.029279554115807;	0.028957548813466;	0.030327722948151;	0.030390104628046;	0.031878114510630;	0.031838631169388;	0.032402819642465;
0.360889484969134;	0.111264719734376;	0.101349247503723;	0.098096270928403;	0.096880451372384;	0.089984647506255;	0.082937311736481;	0.085842573134085;	0.081671804610331;	0.079464892240618;	0.074137500651496;	0.074799324491360;	0.072154924864126;	0.072057855631635;	0.070402073657057;	0.072109010348428;	0.071375097858889;	0.073826523524741;	0.069816203153245;	0.067235107271327;	0.069335235659725;	0.071827354819881;	0.056603830726833;	0.060489136425194;	0.059517573264364;	0.055124567704368;	0.060244954985920;	0.058546597633573;	0.055166546026898;	0.058886774219898;	0.053965220241523;	0.053722616586694;	0.059897385406744;	0.057503131969796;	0.053468146623251;	0.059162510301233;	0.058394808436922;	0.053623827573431;	0.057512159978668;	0.058392592458297;	0.055157258474309;	0.059914344588184;	0.060479782211761;	0.060277390591535;	0.058942403948769;	0.059109914665592;	0.063685230496988;	0.067360314160937;	0.061466694048003;	0.062941579511186;	0.070210149591210;	0.070335284456671;	0.064860501475980;	0.070742002795168;	0.073485170601404;	0.075150420327494;	0.079603690944633;	0.077323237874896;	0.075667194026193;	0.086937071026590;	0.090780373680758;	0.084093522907469;	0.084917657969094;	0.092367948927171;	0.094950966082459;	0.092901227114376;	0.099848860700667;	0.106814262126340;	0.104828605592419;	0.102110990757689;	0.116465908087988;	0.118829914855229;	0.110707775352554;	0.115139692575454;	0.125618521317018;	0.135264540941737;	0.131487376507778;	0.124066188433679;	0.129844593686125;	0.137810255822061;	0.150973470164769;	0.150990554664438;	0.148025356029236;	0.156335123034455;	0.163766331923488;	0.182328132463336;	0.182600630230606;	0.175512230682825;	0.187470523408614;	0.194631200491342;	0.206790452689663;	0.224460275544845;	0.221809310031429;	0.213781037910596;	0.224307448685529;	0.235544681329121;	0.249215905089979;	0.269303406533481;	0.283977045288004;	0.316177479442025;	0.317982820806684;	0.298583044520934;	0.308765680929394;	0.325841631844108;	0.341897904682469;	0.356389587490137;	0.385516229419511;	0.396017905533458;	0.377279987004264;	0.336127108274649;	0.267363393340802;	0.173098971252366;	0.084162415854716;	0.029941954694644;	0.008702331832811;	0.002929685224488;	0.001229451845893;	0.000926662773210;	0.000978626584300;	0.001256933883878;	0.001625586773812;	0.002421683597819;	0.003361674970494;	0.004968856686697;	0.007846789092072;	0.011908552101361;	0.017609357273169;	0.026659225707016;	0.036970820557267;	0.050954088817655;	0.042563824845876;	0.037364184335677;	0.039313684442047;	0.089050745052746;	0.025256037779036;	0.029484655936475;	0.035276795255489;	0.034522583220052;	0.033068032077843;	0.034008421289903;	0.032771918154177;	0.032667853516879;	0.032072306216897;	0.032269000763631;	0.031867680803173;	0.033266911561049;	0.033322370022777;	0.034941697947526;	0.034905889540914;	0.035348369130562;
0.392278972742981;	0.130735980981735;	0.118403318865577;	0.114613261912755;	0.111989587920352;	0.104733616272500;	0.095963331975367;	0.099399679580053;	0.094801792041639;	0.091470691880692;	0.085760353273389;	0.086449660071969;	0.082961206425857;	0.082849505475379;	0.080926484159829;	0.082239671934866;	0.081076683292143;	0.083578327300821;	0.078967740715629;	0.076172320631262;	0.078179008784503;	0.080458255829985;	0.064900076458617;	0.069104895159084;	0.068043894506736;	0.063036568199958;	0.068648159169392;	0.066770276114090;	0.062973814108400;	0.067016405554145;	0.061487985069689;	0.061241116197335;	0.067931333266899;	0.065347264193647;	0.060842455904481;	0.067015386218755;	0.066215127586767;	0.060933027348741;	0.065127424352757;	0.066108478756304;	0.062505898369904;	0.067660113610065;	0.068313077223035;	0.068123698613223;	0.066527810806624;	0.066746040070558;	0.071742727363836;	0.075765265428911;	0.069228763283550;	0.070840909431552;	0.078766587481775;	0.078942268211218;	0.072869840306781;	0.079260453015031;	0.082276340663793;	0.084103792034184;	0.088783814367897;	0.086271167644162;	0.084530158697505;	0.096640380083279;	0.100781479496587;	0.093555178089202;	0.094367097576957;	0.102394800585714;	0.105135075852681;	0.102948588634317;	0.110300954248476;	0.117756821327343;	0.115655444249088;	0.112647837947725;	0.127924180372847;	0.130444419611509;	0.121795001955341;	0.126426189846005;	0.137524900700897;	0.147701688528544;	0.143685924681192;	0.135740001577098;	0.141830584252486;	0.150149701417057;	0.163993089741303;	0.163969054191830;	0.160817832170056;	0.169526901376292;	0.177223042791174;	0.196606685091349;	0.196880579592872;	0.189501549459827;	0.202024519097445;	0.209381077554791;	0.221970162326966;	0.240209893001271;	0.237375823751123;	0.228994862515910;	0.239873108373967;	0.251485106013550;	0.265583482782104;	0.286207579516587;	0.300997721681965;	0.333609326353155;	0.334995799522587;	0.314637656266601;	0.324728665786881;	0.342051694196777;	0.358418015197675;	0.373183392354281;	0.402975245173058;	0.413838908681790;	0.394912980203620;	0.352471410070603;	0.282761009224637;	0.186129693617111;	0.093070606455028;	0.034388848050965;	0.010453821058240;	0.003670551295595;	0.001584779654632;	0.001203622534412;	0.001271699885734;	0.001629955536531;	0.001984533855053;	0.002924537672963;	0.004063202321092;	0.005939330948456;	0.009208813474069;	0.013803835852571;	0.020122597329749;	0.030153040220084;	0.041451921586376;	0.056376156289412;	0.046703264886477;	0.040765080752846;	0.042535815073796;	0.096931845661336;	0.027981321445816;	0.032263854241153;	0.037864668731531;	0.036992815413502;	0.035635335654597;	0.036454498059766;	0.035287339693631;	0.035002628541530;	0.034522938247665;	0.034510996269503;	0.034163121110228;	0.035354412055660;	0.035510632789745;	0.036938402574666;	0.036990151735838;	0.037581204541383;
0.419046953474815;	0.150988901547434;	0.136281642211056;	0.128874461521093;	0.128156596133027;	0.117313429400775;	0.109894478997565;	0.111367487142102;	0.106208786198787;	0.103894637990192;	0.096212730638114;	0.097025960857377;	0.093708114117149;	0.093417620163112;	0.090852397124639;	0.091928177452136;	0.090520650978353;	0.093029194368861;	0.087804041032957;	0.084829650968104;	0.086769745952245;	0.088877075344320;	0.072959510973056;	0.077467971089068;	0.076394968428612;	0.070830040054977;	0.076929340793321;	0.074803219034830;	0.070598355801629;	0.075035152333419;	0.068880501183323;	0.068632167868145;	0.075799277769405;	0.073033618941680;	0.068089632043095;	0.074683420781250;	0.073820139318121;	0.068041819072005;	0.072503152376798;	0.073568716593906;	0.069605047650491;	0.075081849492676;	0.075799621448375;	0.075597025391556;	0.073738546666363;	0.073989558060184;	0.079343662415371;	0.083659641507773;	0.076520863310753;	0.078261621188277;	0.086695165107601;	0.086903921991368;	0.080288767179133;	0.087097793751049;	0.090330844851000;	0.092252568182639;	0.097241269302267;	0.094504853539206;	0.092689103116177;	0.105543546487019;	0.109956630964075;	0.102277026104257;	0.103069326508913;	0.111484134537790;	0.114413611512532;	0.112141910554345;	0.119855242227116;	0.127658064967003;	0.125473722637058;	0.122199703147133;	0.138272544714035;	0.140945852233313;	0.131860959253371;	0.136655254339967;	0.148281216363593;	0.158907183536279;	0.154694139234304;	0.146209815594606;	0.152560896497814;	0.161252179433729;	0.175673006633987;	0.175626600785977;	0.172338604153857;	0.181398380494289;	0.189295483290279;	0.209337198699215;	0.209567436442864;	0.201878057114521;	0.214764009379243;	0.222201590432469;	0.235050372387507;	0.253749299251426;	0.250806866304667;	0.242045366664990;	0.253067381353699;	0.264785049412983;	0.279002897090543;	0.299841400590240;	0.314645464639522;	0.347650163698624;	0.349049319397097;	0.328208943723290;	0.338382695613223;	0.355901685879902;	0.372433133864481;	0.387220394261504;	0.417283968895179;	0.428270340230187;	0.409409736433434;	0.366377320250477;	0.296349396717496;	0.197796174695602;	0.100977747154443;	0.038647338061441;	0.012317527465535;	0.004540112713708;	0.001969592797235;	0.001513483111435;	0.001593881512302;	0.002018085550241;	0.002482491995686;	0.003610588382949;	0.004846478033235;	0.006958195084484;	0.010705379053091;	0.015771921013151;	0.022688391819613;	0.033613965671781;	0.045633123264628;	0.061568297124568;	0.050690744991660;	0.043931134498718;	0.045806414153112;	0.104513032886798;	0.030573025542831;	0.034862134993957;	0.040232337872088;	0.039236959220361;	0.037875703831599;	0.038544205574221;	0.037442506675352;	0.036947942810753;	0.036561457508665;	0.036386704156875;	0.036163343214737;	0.037109265765110;	0.037383135086061;	0.038726641117082;	0.038844288811470;	0.039544201685431;
0.445013429272643;	0.168229280973248;	0.151186353057242;	0.147784176284234;	0.140836663050669;	0.133921931854359;	0.121142768691282;	0.125806829522935;	0.120397227019690;	0.114779330553615;	0.108292605020808;	0.109000980101243;	0.103935238330370;	0.103770971568200;	0.101213925258063;	0.101854314013124;	0.099872398953400;	0.102431588939533;	0.096664734423438;	0.093489125145995;	0.095244117225705;	0.097143609447567;	0.080915559238591;	0.085664162227942;	0.084508043296590;	0.078363048550781;	0.084866262695114;	0.082626453836178;	0.078051432000045;	0.082714408138126;	0.076023279239936;	0.075782280057188;	0.083361562032641;	0.080454074641579;	0.075080965550701;	0.082065690485707;	0.081198292112609;	0.074968365494687;	0.079669098948173;	0.080824289770584;	0.076526709178166;	0.082329529333855;	0.083130306081272;	0.082947421759473;	0.080819763380372;	0.081120907351580;	0.086826210861229;	0.091433954984739;	0.083715028393676;	0.085563029754175;	0.094553131851398;	0.094809153414701;	0.087652621086823;	0.094878700501566;	0.098342579036930;	0.100403477037552;	0.105508353649784;	0.102563530073274;	0.100687717103153;	0.114191798481532;	0.118837556344273;	0.110716992983046;	0.111476951457742;	0.120370759269683;	0.123408751960103;	0.121032597195100;	0.129038291367359;	0.137238526255654;	0.134971946453362;	0.131447018065428;	0.148225640532305;	0.151019707599822;	0.141526801097631;	0.146449845253798;	0.158544646495262;	0.169565704373849;	0.165170483452979;	0.156278767809523;	0.162857822222346;	0.171767221880934;	0.186673255409270;	0.186578715545757;	0.183136547663291;	0.192459364121138;	0.200496332241505;	0.221079661718011;	0.221284474511984;	0.213379332473522;	0.226640152323222;	0.234175164279841;	0.247316787688168;	0.266324917477387;	0.263188779967680;	0.254064786134620;	0.265242721446000;	0.277139172152422;	0.291587385360896;	0.312755342949678;	0.327649989453307;	0.361025587164468;	0.362403752109487;	0.341193337659523;	0.351451686156613;	0.369153632716840;	0.385841060689066;	0.400616423436917;	0.431128208705825;	0.442571580095131;	0.423864661194621;	0.380062320162531;	0.309385700193711;	0.208800641515500;	0.109031383719609;	0.042998771832985;	0.014155883206645;	0.005331919411264;	0.002439371106644;	0.001875606370828;	0.001943313887213;	0.002408121465877;	0.002996904829781;	0.004278668893367;	0.005716035540111;	0.008103995911401;	0.012265538621934;	0.017914159763958;	0.025513240059600;	0.037193529000391;	0.049916867368626;	0.066763488338054;	0.054431563606442;	0.046797205615164;	0.048573955790722;	0.111191855493756;	0.032648641918176;	0.036931362962511;	0.042067152723033;	0.041110921535385;	0.039722744464388;	0.040303734581976;	0.039205800976838;	0.038524919490853;	0.038219981465283;	0.037901007221459;	0.037763013431740;	0.038665343173106;	0.038979210427326;	0.040272967431113;	0.040459707133333;	0.041230435820927;
0.468398594517070;	0.192862428144983;	0.172744906302599;	0.159691408253840;	0.160133119371793;	0.144893907667606;	0.137380918387550;	0.137163003752744;	0.131111641951430;	0.128426263816251;	0.118523099741743;	0.119510704759034;	0.115292772593390;	0.114800126770625;	0.111311078350431;	0.111798146098329;	0.109621823694341;	0.112132626636261;	0.105707056289677;	0.102355419460686;	0.103991170314868;	0.105719315750478;	0.089110074074083;	0.094103813199753;	0.092935886048545;	0.086220067157915;	0.093149692002287;	0.090687882507638;	0.085707772845812;	0.090737801504861;	0.083421173537771;	0.083181776026509;	0.091161726836434;	0.088102209249040;	0.082313660041297;	0.089649630353225;	0.088728252694338;	0.082035312289124;	0.086959807660179;	0.088199354258371;	0.083561422685129;	0.089636533806450;	0.090508134902962;	0.090321658469424;	0.087927185768941;	0.088271506373631;	0.094299552002591;	0.099177960292467;	0.090892647518753;	0.092867754180695;	0.102299247083351;	0.102596205416678;	0.094927642907204;	0.102525605602785;	0.106187806295514;	0.108324272336871;	0.113719585333571;	0.110560867711778;	0.108628031784377;	0.122771278632568;	0.127658986501624;	0.119138306865198;	0.119854999065586;	0.129025475867176;	0.132227513274385;	0.129781971391894;	0.138073486722228;	0.146532296933028;	0.144192948580657;	0.140396434807312;	0.157822315049487;	0.160736191163144;	0.150901987147399;	0.155931758445525;	0.168445935047535;	0.179819413054873;	0.175261455982120;	0.165856978856849;	0.172626308963316;	0.181848004823515;	0.197192973827043;	0.197073414831065;	0.193527415605332;	0.203132607594724;	0.211322356482583;	0.232418599326790;	0.232605061818529;	0.224474096106309;	0.237993247722929;	0.245465720099063;	0.258648412109008;	0.277937122425081;	0.274718640578205;	0.265524058411135;	0.276863159491275;	0.288921872388658;	0.303565728287900;	0.325006313469139;	0.340001167730434;	0.373753288234340;	0.375189558354676;	0.353662679349395;	0.364004259926976;	0.381887978344853;	0.398736451920545;	0.413759110848351;	0.444622089601994;	0.456133831479370;	0.437198375966647;	0.392620350657579;	0.321535584928436;	0.219670517340953;	0.116884473132921;	0.047329437484589;	0.016099908459480;	0.006268661852439;	0.002901900048288;	0.002250383012165;	0.002344148195827;	0.002915289109812;	0.003430602747501;	0.004866228105340;	0.006548585395331;	0.009224497919192;	0.013765423755659;	0.019932467972704;	0.028121718623461;	0.040697860371792;	0.054298887634111;	0.071887634908389;	0.058210709477981;	0.049839793102078;	0.051269710117111;	0.117756130613487;	0.034620541033821;	0.038738694735088;	0.043763046634819;	0.042823003623216;	0.041408706085309;	0.041946082319029;	0.040792662633575;	0.040022590729584;	0.039740624811506;	0.039391197195928;	0.039185094927699;	0.040161448688051;	0.040504102684998;	0.041754274863763;	0.041935702351839;	0.042722570854832;
0.491631667159904;	0.208065479496560;	0.186069483707769;	0.182590673737506;	0.171435651749237;	0.164318277173226;	0.148079443046873;	0.153256491035970;	0.147015553769087;	0.139394846748560;	0.131690976310640;	0.132437331333995;	0.125880241078115;	0.125648520232297;	0.122280869886650;	0.122313354934436;	0.119464955593716;	0.122027702971021;	0.115056622251591;	0.111510713165343;	0.112894385508097;	0.114415539179293;	0.097481244515796;	0.102685054395845;	0.101457433346559;	0.094146183085578;	0.101459612212731;	0.098842387768006;	0.093486871191073;	0.098776078390307;	0.090915941452308;	0.090687752843103;	0.099030953583443;	0.095844844067385;	0.089615608063416;	0.097296965353143;	0.096380161277324;	0.089235531154059;	0.094355378470176;	0.095673068514734;	0.090691807902197;	0.097051583795894;	0.098000783837258;	0.097834431373665;	0.095137158398351;	0.095530587349252;	0.101874135262410;	0.107017707960532;	0.098163911143164;	0.100226227051631;	0.110178419313720;	0.110527812303935;	0.102332998764060;	0.110289606398911;	0.114171026244569;	0.116451065667004;	0.121853413794103;	0.118488728048929;	0.116506728337331;	0.131263013567801;	0.136348638726947;	0.127421625485647;	0.128080054942424;	0.137746507475536;	0.141028340818847;	0.138491191918458;	0.147006747372082;	0.155793237905183;	0.153389883141246;	0.149381715382320;	0.167415255888991;	0.170438678539804;	0.160178491618174;	0.165291787325247;	0.178198667557896;	0.189898160255602;	0.185185580373418;	0.175432069406826;	0.182402288262019;	0.191789903533504;	0.207538804422465;	0.207381713523900;	0.203708758292441;	0.213515779722118;	0.221753510854700;	0.243227860813958;	0.243336587869904;	0.234977992149902;	0.248729137850325;	0.256303295707405;	0.269780952510267;	0.289383117916661;	0.286113294427209;	0.276514024693614;	0.288006837177529;	0.300237627439059;	0.315098576518450;	0.336841369230273;	0.351949077959907;	0.386030616126883;	0.387477793767272;	0.365559087581665;	0.375957323545511;	0.393980752902740;	0.410955203859538;	0.425933865479538;	0.456972633354527;	0.468579713221626;	0.449810687683046;	0.404980418961448;	0.333857785671986;	0.230605512877449;	0.124713220540153;	0.051952527099015;	0.018375728702241;	0.007468727832351;	0.003426272084093;	0.002669424526805;	0.002763825071830;	0.003403813185393;	0.004146152254011;	0.005813448962120;	0.007411172802272;	0.010333204501940;	0.015376308392238;	0.022075490078583;	0.030767165286368;	0.044231849793762;	0.058565968020453;	0.076965539389093;	0.062108492622856;	0.053007075164292;	0.054287531960207;	0.124843040444274;	0.036758649010260;	0.040631241738865;	0.045663648302199;	0.044583507822230;	0.043033872516363;	0.043592156516270;	0.042390840046689;	0.041555117176033;	0.041285188248364;	0.040882594462021;	0.040632951829219;	0.041601998284413;	0.041887966366588;	0.043221976427453;	0.043330923042743;	0.044152348574876;
0.512407867697517;	0.238113364388344;	0.211907748026405;	0.193536564917969;	0.193997387609531;	0.175134307773290;	0.166725154321932;	0.165131601740804;	0.158232417939540;	0.154547862071559;	0.142599331805811;	0.143688255924249;	0.138253849068234;	0.137527812927928;	0.133043729381134;	0.133023635702218;	0.129964583355290;	0.132434823739523;	0.124743021143830;	0.121014356218042;	0.122211453941427;	0.123554329567145;	0.106209886314295;	0.111610456565357;	0.110369576591281;	0.102445334736642;	0.110147999801864;	0.107331381643265;	0.101559682408745;	0.107143302105296;	0.098680436761784;	0.098458867166275;	0.107180668705745;	0.103867289753789;	0.097227647290164;	0.105217931325709;	0.104247359655400;	0.096644991123694;	0.101974053351311;	0.103379814791494;	0.098056960847404;	0.104654131895674;	0.105681356800182;	0.105507917005544;	0.102535890489076;	0.102981482243135;	0.109627457170848;	0.115030977205498;	0.105589982805522;	0.107793570275315;	0.118130601433287;	0.118516828842427;	0.109781540844456;	0.118151743349510;	0.122219070251108;	0.124551140096919;	0.130288327771450;	0.126716210157549;	0.124706098712954;	0.139865477434611;	0.145187109536891;	0.135910381407662;	0.136529998858685;	0.146369222266475;	0.149775977950031;	0.147180257997720;	0.155940347083859;	0.165049127727995;	0.162579083488890;	0.158259578881876;	0.176843184099457;	0.179952432673820;	0.169484982157044;	0.174669365896282;	0.187936389435413;	0.199935037174035;	0.195076946469463;	0.184913446235299;	0.192033603280247;	0.201579545257554;	0.217671106906736;	0.217468554470926;	0.213682373467789;	0.223692880644425;	0.232039805436989;	0.253933264774977;	0.254059925983445;	0.245584290756113;	0.259636520438029;	0.267214155487043;	0.280885951491030;	0.300736264925337;	0.297379382869976;	0.287654916046541;	0.299333207345677;	0.311743887932599;	0.326791237449815;	0.348763534336463;	0.363880676790216;	0.398193797671558;	0.399613480436752;	0.377431323216360;	0.387892155307610;	0.406042463043937;	0.423114613462664;	0.438025506762983;	0.469389795273991;	0.481407071889698;	0.462868540007089;	0.417609479897630;	0.346108302313842;	0.241220126053334;	0.132932557565179;	0.056805014037768;	0.020642367532217;	0.008506456991174;	0.004196534130561;	0.003328990321961;	0.003441274343178;	0.004164348003676;	0.004744205830158;	0.006613544012095;	0.008719661765759;	0.011880833163632;	0.017397605053979;	0.024489438010268;	0.033832889749648;	0.048067986093797;	0.062917088052137;	0.082214146853880;	0.065968369868501;	0.055936971307320;	0.057247379457819;	0.131733729344251;	0.038993876559429;	0.042764683398870;	0.047750067345737;	0.046632717588887;	0.044778750529401;	0.045469507871996;	0.044143825575544;	0.043221639447660;	0.042968118746027;	0.042531619481018;	0.042177144836680;	0.043136174166021;	0.043332344391883;	0.044855169492486;	0.044764846579274;	0.045691836746764;
0.533633984447027;	0.252749277484044;	0.225104421436706;	0.220269459972703;	0.205393046921070;	0.197279793805508;	0.177997040700300;	0.183051035844111;	0.176015706471290;	0.166332406727804;	0.157165586901331;	0.157950907226900;	0.149728706302433;	0.149332626105252;	0.145037704686433;	0.144465589989163;	0.140696554064270;	0.143219641226811;	0.134957394012462;	0.131034873352279;	0.131895736373249;	0.133020177883283;	0.115327395074610;	0.120911513712300;	0.119622802267678;	0.111059585989479;	0.119132087875547;	0.116121026317714;	0.109960404254494;	0.115811926462299;	0.106721597851148;	0.106511344378879;	0.115579430750784;	0.112150317172507;	0.105086904641976;	0.113388436844053;	0.112449146478649;	0.104387505636115;	0.109843767879110;	0.111331205098743;	0.105654143954530;	0.112511132723571;	0.113617669350932;	0.113485575692835;	0.110149723375058;	0.110648041550580;	0.117590429408689;	0.123245671369769;	0.113275787354575;	0.115546763688687;	0.126356413796227;	0.126811339187111;	0.117601921515934;	0.126158655634473;	0.130425970641346;	0.132871918738240;	0.138636522991390;	0.134837497026994;	0.132766478590027;	0.148757644252522;	0.154266464195600;	0.144590833661124;	0.145100926087056;	0.155293468457574;	0.158843125042495;	0.156185576074591;	0.165143370103889;	0.174346954156370;	0.171825918145706;	0.167284473601131;	0.186417064527325;	0.189637475996129;	0.178776330379219;	0.184017612330254;	0.197627896266148;	0.209911496055379;	0.204924937112494;	0.194259669266560;	0.201542416217530;	0.211386580587454;	0.227835511916491;	0.227627238120085;	0.223777937337505;	0.234026091292657;	0.242465504054087;	0.264756436358040;	0.264871977902277;	0.256227261920620;	0.270490038341656;	0.278019749015344;	0.291730952549454;	0.311854426389828;	0.308475185162552;	0.298731913243910;	0.310534672169617;	0.323065095722287;	0.338257034353493;	0.360432325636812;	0.375600827964495;	0.410182341986613;	0.411646556859668;	0.389214797313025;	0.399721723835501;	0.417979209336309;	0.435140679821445;	0.450270279852203;	0.481910627535699;	0.494010989958087;	0.475298328517987;	0.429426144248051;	0.357606303423571;	0.251743666631710;	0.141182595774084;	0.061718520355714;	0.023071738649405;	0.009816116149597;	0.004748132296312;	0.003703009366794;	0.003762152851743;	0.004524635779104;	0.005636753782050;	0.007668542141282;	0.009748107803653;	0.013293109628953;	0.019276162423179;	0.027129186985212;	0.037170053599920;	0.052133640322301;	0.067666869621044;	0.087755114751826;	0.069865825015652;	0.058833519238112;	0.059867068098319;	0.138171509728074;	0.041150082844569;	0.044949267462554;	0.049794948894138;	0.048909976861159;	0.046732739394866;	0.047653154858671;	0.046294800284933;	0.045045847849737;	0.044843225382042;	0.044293516143993;	0.043981382414158;	0.044840213178083;	0.045058768669428;	0.046837210209006;	0.046369230609873;	0.047481310532585;
