0.000000000000000;	0.000306874730372;	0.000541769994213;	0.000340224720855;
0.041859211453187;	0.052672471830215;	0.000000000000000;	0.000000000000000;
0.034549878783187;	0.043225630486650;	0.000000000000000;	0.000000000000000;
0.029320090025818;	0.032848074666218;	0.000000000000000;	0.000000000000000;
0.026780413312136;	0.025088165671962;	0.000000000000000;	0.000000000000000;
0.025119804054815;	0.019508229543400;	0.000000000000000;	0.000000000000000;
0.023342891551012;	0.015789898953608;	0.000000000000000;	0.000401668569822;
0.021686787907439;	0.013867685192787;	0.000000000000000;	0.000803337139645;
0.020463677221239;	0.012499314558571;	0.000000000000000;	0.000488220980010;
0.020515220728032;	0.011607336959145;	0.000000000000000;	0.000485532196006;
0.020089984143728;	0.010734303453825;	0.000000000000000;	0.000524788609513;
0.018926862327381;	0.009583625837849;	0.000000000000000;	0.000917613622022;
0.018702567839594;	0.009080676743244;	0.000000000000000;	0.001110097906250;
0.018128442995851;	0.008860298288770;	0.000000000000000;	0.000998945389509;
0.017851943577244;	0.008903180237316;	0.000000000000000;	0.000879311051919;
0.017988022091157;	0.009463948290844;	0.000000005370918;	0.001047462910000;
0.017521091406090;	0.010094261903309;	0.000000010741835;	0.001454219946662;
0.016930735569617;	0.010085709221479;	0.000000010622176;	0.001338857309639;
0.016605611815562;	0.009441568961083;	0.000999335513622;	0.001210580829868;
0.016902308487199;	0.008928370222802;	0.000879096432054;	0.001521855120197;
0.016939252812943;	0.008234425117105;	0.000819037177709;	0.001758105651317;
0.015977944475606;	0.008250348632143;	0.000757558446714;	0.001534832285753;
0.016156971698870;	0.008231661998950;	0.000662828648822;	0.001694068638297;
0.016500497538335;	0.008463865711101;	0.000646829901641;	0.002049719358185;
0.016144357672327;	0.008030390857974;	0.000580187709013;	0.001962759975799;
0.015713274769035;	0.007951322361832;	0.000513271533791;	0.002127857745922;
0.015983248906966;	0.007988631298094;	0.000921353905342;	0.002363151245919;
0.016376503029106;	0.007982283392402;	0.001945010270647;	0.002290651617750;
0.015206291892586;	0.007928485989946;	0.001498491400989;	0.002488811121956;
0.015479563364771;	0.007646257450465;	0.001259825287662;	0.002544258343086;
0.015848518319855;	0.007945297289248;	0.001181116635750;	0.002604280117460;
0.015170938966697;	0.007958841104786;	0.001438140602517;	0.002802241393172;
0.015579365444680;	0.008038798786295;	0.001740262941370;	0.002909003300739;
0.015643782936870;	0.008022085543657;	0.001792843602285;	0.003045907134630;
0.015002241127347;	0.008185973426688;	0.001718134681476;	0.003116611911784;
0.015484038328042;	0.008394397317894;	0.001516476770452;	0.003259329496727;
0.015182149981125;	0.008564763913126;	0.001778808926537;	0.003304051722143;
0.014871738819305;	0.008352806639186;	0.002205446667707;	0.003451249164979;
0.015480695105703;	0.008472270885176;	0.002166227203173;	0.003530755566015;
0.014943579164656;	0.008527816257906;	0.002151987114163;	0.003666628306583;
0.015274135858571;	0.008843100010104;	0.002400643259704;	0.003773163352436;
0.015620300948246;	0.008761231215311;	0.002531501639393;	0.003816580766496;
0.014809951611937;	0.008734119658299;	0.002472517220441;	0.004009719113059;
0.015252858893735;	0.008950641763478;	0.002565590758833;	0.004045590595306;
0.015767639056597;	0.008945919727260;	0.002773527248371;	0.004180175474489;
0.014910426547965;	0.009313315554754;	0.002781039208985;	0.004396871013724;
0.015132749343515;	0.009314788515385;	0.002804217921644;	0.004454882818764;
0.016011913115188;	0.009258299411025;	0.002984169261577;	0.004541935334569;
0.014762814957939;	0.009662314698690;	0.003052779997076;	0.004763333539820;
0.014685908886667;	0.009608795743861;	0.003168194251450;	0.004858886192037;
0.015887028166140;	0.009749277107935;	0.003247996516315;	0.005032011881109;
0.014981308970281;	0.010158581863633;	0.003333618540460;	0.005172238353456;
0.014991186510322;	0.009984031993912;	0.003493624260719;	0.005305323144081;
