0.488604274098108;	0.000160900175729;	0.000161130898837;	0.000169379553315;	0.000174270673744;	0.000183871288255;	0.000648645418724;	0.000065467258959;	0.000075724241546;	0.000077593567909;	0.000076553562186;	0.000072388945100;	0.000056388308006;	0.000054986960962;	0.000057314376240;	0.006331306633009;	0.000833022524128;	0.000496530877515;	0.114455668778369;	0.116241960808252;	0.111252633600512;	0.105307442541748;	0.105255968742727;	0.097558055438644;	0.099153426775782;	0.088994692781547;	0.113927486309909;	0.000001598334969;	0.000002132796040;	0.000002384886361;	0.000003017401611;	0.000002568433549;	0.000001716301074;	0.000001433682222;	0.000001532280129;	0.000001627050684;	0.000001491680713;	0.000001537327096;	0.000001137863703;	0.000001642290847;	0.000001220478746;	0.000001392180126;	0.000001363914190;	0.000001358040107;	0.000001331436100;	0.000001665942598;	0.000001424149613;	0.000001543953153;	0.000002017980359;	0.000001709156184;	0.000001679344212;	0.000002355794733;	0.000001933915394;	0.000002166121079;	0.000002654299387;	0.000002672235914;	0.000002535112927;	0.000003278297085;	0.000003119616092;	0.000003292035769;	0.000004042333363;	0.000003441471258;	0.000004670430097;	0.000004540957175;	0.000004593851230;	0.000004718284680;	0.000005889977178;	0.000005891257439;	0.000005979296469;	0.000007629825576;	0.000007139809655;	0.000007469853243;	0.000009423975094;	0.000009009727444;	0.000009573730456;	0.000010153686893;	0.000012412969468;	0.000011937701724;	0.000013269680866;	0.000015624061939;	0.000015973324801;	0.000016826701723;	0.000016758050305;	0.000020102650679;	0.000019662614391;	0.000022375994957;	0.000023857985697;	0.000027083860461;	0.000027026256775;	0.000027952838523;	0.000031557668307;	0.000034700822027;	0.000036263957959;	0.000036611478411;	0.000039271850377;	0.000042106958312;	0.000048483017284;	0.000046608248116;	0.000050393642954;	0.000053680518963;	0.000056847127821;	0.000065720472219;	0.000062710166514;	0.000072700289512;	0.000074736806492;	0.000079008315884;	0.000082623452901;	0.000085026832659;	0.000086417660536;	0.000089955963239;	0.138336866732802;	0.140986212818347;	0.143751056473012;	0.147530872422864;	0.144696412312932;	0.146643688132734;	0.148000077399930;	0.148939172953753;	0.151283693103213;	0.152626859458111;	0.155865966047183;	0.158081336099377;	0.153932281314599;	0.157020243694851;	0.160339080299282;	0.162835470467368;	0.165460004014050;	0.166556450989299;	0.166407279139372;	0.169414413966870;	0.171746374468248;	0.176953117479193;	0.169881795967420;	0.174965571486963;	0.174831644101332;	0.183816826528856;	0.191908441937392;	0.190855420498441;	0.196048401828294;	0.200284729579939;	0.205558665605454;	0.211867709962201;	0.218411197778085;	0.223353096630961;	0.227101207301560;	0.232063354799680;	0.238389465518659;	0.234004186075992;	0.240370075209838;	0.245839832365241;	0.252395664986610;	0.258964046216404;	0.266563546961081;	0.273756028172763;	0.278506660918352;	0.285813518290250;	0.295133161004232;	0.302118222378020;	0.308558101884662;	0.318648937720594;	0.326152601588969;	0.334249514363713;	0.346081437040545;	0.357522207202611;	0.368803598880826;	0.382527602418825;	0.396533752250445;	0.419457359294070;	0.433990342682824;	0.445674725606521;	0.456314329993097;	0.466094577756291;	0.481341918719682;	0.500850784252905;	0.525336564165083;	0.557462013973191;	0.597368412084290;	0.626402317446633;	0.673427454808680;	0.696985006555894;	0.737693838213710;	0.781412255285112;	0.823810798035416;	0.860722660704420;	0.889579716927236;	0.911181380562896;	0.923818298056488;	0.929932870067126;	0.927914773243810;	0.917714634679914;	0.889752981528003;	0.841234195420501;	0.753188493718335;	0.662547513498935;	0.646818114660107;	0.650349112579537;	0.677942323781204;	0.712995959836414;	0.705028491766370;	0.677441658707840;
0.608294219308061;	0.068846674339592;	0.063625815560136;	0.056405160390578;	0.050416684617437;	0.043814020658130;	0.101427676645124;	0.055508628984085;	0.051486664661800;	0.047801496669594;	0.048072329619727;	0.048752811933945;	0.063165905797305;	0.053449546807954;	0.048874187967355;	0.127481292119687;	0.065082122342161;	0.062416960158502;	0.166745850200451;	0.167926011954632;	0.166269184868267;	0.162315668194475;	0.155718453917083;	0.155919065336578;	0.150370711501014;	0.147115189011183;	0.164458577982293;	0.079306645608308;	0.078214640125010;	0.070798760396764;	0.071802473470327;	0.074845939311657;	0.075622067326843;	0.079811763460474;	0.080327446329602;	0.076477092964392;	0.081003504112345;	0.083154133929250;	0.081371479458966;	0.086285406071130;	0.081681121904364;	0.083243570583806;	0.089669652720060;	0.083538608600778;	0.084859320558399;	0.091329616072489;	0.082991323763776;	0.085006006537769;	0.094389891565806;	0.087548040971626;	0.088735697915193;	0.094966320928316;	0.087200258387237;	0.088450849884007;	0.093098788775413;	0.090047195155316;	0.089394739401904;	0.095529501455859;	0.089098620283156;	0.090175546638779;	0.096214470745524;	0.088187728692473;	0.090756894025774;	0.095189084806294;	0.089111675836994;	0.087458523799039;	0.092347134487322;	0.088194008078533;	0.088473466725380;	0.094223300644995;	0.086173518394353;	0.087502993131442;	0.094774869134468;	0.087256833968762;	0.086314851621061;	0.084737828743644;	0.091218832181019;	0.084837037614950;	0.087362343697569;	0.092808198658826;	0.086782583853424;	0.087433258713375;	0.088014649396584;	0.093295418398632;	0.083843070874363;	0.087032869485280;	0.087950184018327;	0.092421763596002;	0.087587553272454;	0.087428740839437;	0.089602540274813;	0.095728886697059;	0.094421178292799;	0.092365723349497;	0.094093030441477;	0.096417229992682;	0.105382664257734;	0.098534802471487;	0.102227899577488;	0.105995838062772;	0.109772486104498;	0.122399125829093;	0.113027258805341;	0.127478215206421;	0.127261484844413;	0.127810587945236;	0.131673351145058;	0.131456706796322;	0.131646055765953;	0.134691482758943;	0.154373190450024;	0.157220297744573;	0.160186810392908;	0.164254569831055;	0.161312865128270;	0.163428855622938;	0.164946979595710;	0.165930526251000;	0.168509312809363;	0.170036104499776;	0.173573744986215;	0.175952898558416;	0.171694867327571;	0.175092069362340;	0.178748092066686;	0.181543608897051;	0.184447697527515;	0.185759538653549;	0.185607804026995;	0.188932646464028;	0.191555907089037;	0.197221620577914;	0.189843860576935;	0.195400788508304;	0.195507391094196;	0.205116595389805;	0.213850934519952;	0.212854495513833;	0.218537231847159;	0.223232636006211;	0.228854542352478;	0.235733116362510;	0.242859594807184;	0.248310951990101;	0.252307234628600;	0.257771652602125;	0.264531420467961;	0.260324432966617;	0.267327565720552;	0.273199017256777;	0.280396273123670;	0.287467325039703;	0.295750813881670;	0.303604786943619;	0.308790957222895;	0.316598599552103;	0.326667291082221;	0.334366440160057;	0.341149626701187;	0.352050508047478;	0.360358875429440;	0.368960515212505;	0.381503891182253;	0.393837842749347;	0.405741784576629;	0.420047415788427;	0.434849712008476;	0.447337952752570;	0.461835278595730;	0.474673454176514;	0.486490771125683;	0.496129035525212;	0.512578940142216;	0.531981948256397;	0.557710644343635;	0.589942598158193;	0.630705189174851;	0.659939004743198;	0.692826360671245;	0.715394534753566;	0.755284900586816;	0.796965463181285;	0.837639259802142;	0.872314352650732;	0.899627394310217;	0.919471406873358;	0.931177295855759;	0.936678686642778;	0.934559578431909;	0.924112634738287;	0.897546860068274;	0.851011280904072;	0.767218702464252;	0.680742083069466;	0.664391063880892;	0.668443723150448;	0.690869278137817;	0.726298996448032;	0.719585233321819;	0.701200139524380;
0.628285727577916;	0.083806123001318;	0.077063123652945;	0.068354059981978;	0.061036732898486;	0.053120022160313;	0.115040553189638;	0.066891216868814;	0.061914162170289;	0.057591785687213;	0.057871947227599;	0.058205654320581;	0.075477976731173;	0.064023872341432;	0.058298097980746;	0.141294193427517;	0.076228696694366;	0.073630606130000;	0.176308163474768;	0.177107894346158;	0.175863116669894;	0.171888123728541;	0.164729018066863;	0.165642556148915;	0.159176840260195;	0.156887529686447;	0.172809286150409;	0.092496745747253;	0.091237842973159;	0.082515230397529;	0.083378957947260;	0.086288449359900;	0.087374676548494;	0.092211971616554;	0.092763750648520;	0.088403842649310;	0.093354230299092;	0.095586414716633;	0.093569378149855;	0.098802300393767;	0.093789830628539;	0.095427991303128;	0.102442232431870;	0.095659813147998;	0.097252343198129;	0.104219979532983;	0.094977662930394;	0.097178096851282;	0.107005513677029;	0.099668178292740;	0.100770445211285;	0.107442880382282;	0.099100002182517;	0.100499154261751;	0.105480111091524;	0.101973261491993;	0.101246230504044;	0.107858037951773;	0.100868283746706;	0.101825951793842;	0.108404607235491;	0.099623317851406;	0.102547675142154;	0.107317889203662;	0.100640755434345;	0.098842331010002;	0.104078232908849;	0.099414384864749;	0.099765401481146;	0.105975209464908;	0.096815352768439;	0.098223086409845;	0.105840515989208;	0.097688079004208;	0.096659506427739;	0.094844455622892;	0.101814761146233;	0.094861760621354;	0.097550145963488;	0.103408089203913;	0.096852484832175;	0.097426400690299;	0.097971677584430;	0.103603307478968;	0.093325194178033;	0.096679730186465;	0.097598202993841;	0.102255134107404;	0.096982839424555;	0.096737617986910;	0.098980912983750;	0.105443565040972;	0.103956669743547;	0.101694819702021;	0.103434310798698;	0.105731156460159;	0.115172217909565;	0.107825331545174;	0.111662665300113;	0.115571015519438;	0.119463229807017;	0.132637644331414;	0.122701467232191;	0.137844947964575;	0.137586601844076;	0.138210473598495;	0.142300719279221;	0.142040302815097;	0.142236326418393;	0.145480285228874;	0.163559997795544;	0.166513791126124;	0.169562869049576;	0.173796217101173;	0.170809025902842;	0.173064228014400;	0.174653490007812;	0.175629672001788;	0.178342867929739;	0.179958080455157;	0.183615678920256;	0.186114460302532;	0.181726465981201;	0.185202220919259;	0.188972947838295;	0.191923965899516;	0.195085301804776;	0.196636311280942;	0.196329705816967;	0.199927032105949;	0.202774560190789;	0.208655430560994;	0.200894558379343;	0.206466477603660;	0.206490891848505;	0.216249913312700;	0.225463102336682;	0.224833302058447;	0.230650617134498;	0.235407914332226;	0.241055262595267;	0.248166340804366;	0.255440773994597;	0.260772688766583;	0.264538833452837;	0.270226269731568;	0.276776379876734;	0.272163951925940;	0.278930352036216;	0.285408794206234;	0.292302290409720;	0.299011689397593;	0.307526517390447;	0.315914913248450;	0.320359283286174;	0.328665759482921;	0.339538225590702;	0.347647707945558;	0.353889093221320;	0.365807312886397;	0.374024418680933;	0.382251537088779;	0.395950669898505;	0.408134084046594;	0.418950019633570;	0.433658606716704;	0.447522797162013;	0.459148796964550;	0.474102422089949;	0.486078459342015;	0.497229909475881;	0.507129992925318;	0.522908535088652;	0.542577310055632;	0.567588505977962;	0.599939789022841;	0.639787127320698;	0.668677889973174;	0.699684232103071;	0.722174672369564;	0.761004345286228;	0.802357287454496;	0.842008683139532;	0.876221864840818;	0.902512194719815;	0.922156023965081;	0.933421306102665;	0.938494701790820;	0.936243322572415;	0.926275347326540;	0.899679877012009;	0.854151768174779;	0.771136318144537;	0.684937098197171;	0.669603670560569;	0.672953171499078;	0.696154539142804;	0.731106598240102;	0.724699852942467;	0.714172473841125;
0.645814461647966;	0.097554020686787;	0.089389069216528;	0.079287332602671;	0.070805990208283;	0.061688537786096;	0.126805089835757;	0.078253521537564;	0.072023565053125;	0.066225076285443;	0.066020972269888;	0.067568833805172;	0.085554768221512;	0.072991976891802;	0.066856675713522;	0.153197202273798;	0.086927641277291;	0.083187982828489;	0.184671063199909;	0.185093558411044;	0.185188054164744;	0.181688967688192;	0.172323546608097;	0.174711769630276;	0.167343015396471;	0.164762732267898;	0.181150354475074;	0.103267532474344;	0.101874360467877;	0.092765771495586;	0.093975296602997;	0.097806009864121;	0.098990475545134;	0.103295429647121;	0.103997280842366;	0.098683595198488;	0.104106404459745;	0.106752566038059;	0.104889437499390;	0.110049108303729;	0.104705848052100;	0.106240722669692;	0.113808759179116;	0.106492564771756;	0.107532431694496;	0.114848200641344;	0.105238310425924;	0.107417459261025;	0.118264985136265;	0.110385762842350;	0.111692979901878;	0.118549359973660;	0.109526423608985;	0.110548191187635;	0.115707233898562;	0.112211105586397;	0.111396033313866;	0.118286407405732;	0.110694225772020;	0.111871542797856;	0.118536839951303;	0.109346884868544;	0.111977589022470;	0.117019276904467;	0.109716335539523;	0.107776691345684;	0.113224560792648;	0.108409221148393;	0.108586500237826;	0.115062485564285;	0.105832828634242;	0.107220551294356;	0.115349387266877;	0.106710292286461;	0.105610152276429;	0.103666660767249;	0.110864137835778;	0.103458861185040;	0.106297985822370;	0.112343244192356;	0.105485528780881;	0.106117232415336;	0.106684201878323;	0.112489461882406;	0.101646786255149;	0.105231194667624;	0.106247895090436;	0.111079580876352;	0.105465394490467;	0.105219705185431;	0.107594180490918;	0.114468484869794;	0.112944552662913;	0.110543232009040;	0.112421177807204;	0.114859138760755;	0.124785248012159;	0.117064190502302;	0.121164462767370;	0.125317711155850;	0.129472505687813;	0.143381942487410;	0.132950829376274;	0.148925667848664;	0.148659896733447;	0.149206565659904;	0.153444738698230;	0.153101895839965;	0.153285076870768;	0.156622232587846;	0.172516465684277;	0.175504538351661;	0.178611730690125;	0.182907438585191;	0.179796214024938;	0.182007609478107;	0.183620538947302;	0.184565179723565;	0.187300809406763;	0.188934535554097;	0.192687911913600;	0.195130006882995;	0.190692847415473;	0.194319231643529;	0.198237640043147;	0.201258561211016;	0.204357844882086;	0.205781056164784;	0.205523398001348;	0.209039394187608;	0.211789999739495;	0.217708903589098;	0.209918236374182;	0.215791922232742;	0.216086383932897;	0.226132328781510;	0.235453836860696;	0.234195152711415;	0.240113774153774;	0.244992303888106;	0.250474874656771;	0.257481227511433;	0.264608727966733;	0.269905149798478;	0.274085760589516;	0.279495704630491;	0.285945199135466;	0.281412426590837;	0.288597847287814;	0.294526936581015;	0.301627155869681;	0.308882061284652;	0.317696585297845;	0.325973429691054;	0.330361353383942;	0.338847505585144;	0.349351127409721;	0.356963243923279;	0.363993853932002;	0.375192329843112;	0.382818572927536;	0.391516922067535;	0.404939117453591;	0.416520890416460;	0.427388814379771;	0.441922326428668;	0.455748147351846;	0.467663558389126;	0.482105751230427;	0.494348352676790;	0.506106158585696;	0.515143469598294;	0.531456437337403;	0.550269940114556;	0.575677557285160;	0.608234035121729;	0.647260888722990;	0.676155669872724;	0.705715123312597;	0.728276486319821;	0.766120989807442;	0.807182807939656;	0.845823205836490;	0.879426331714823;	0.905152594232791;	0.924403901604982;	0.935101114178785;	0.940068565957964;	0.937927600945843;	0.927834370316861;	0.901670715562835;	0.856678059130105;	0.775016608823953;	0.689623867200956;	0.674476463659003;	0.677920910293114;	0.700679147419688;	0.735760130012632;	0.729761140089214;	0.724716894702673;
0.658635216190069;	0.110907265786432;	0.101345553014900;	0.090026168512362;	0.080270540027921;	0.070022724307490;	0.137792757288642;	0.087250285954376;	0.080604163537413;	0.075246572595326;	0.075492331869585;	0.075085371021841;	0.097320967113448;	0.082864216933669;	0.075080828822847;	0.163848424138021;	0.095791608370558;	0.093206512154418;	0.193085392054572;	0.193117241984512;	0.192830785348345;	0.188877850765081;	0.180357140583718;	0.182621665642219;	0.174626398556556;	0.173503297860225;	0.187612103713481;	0.114906787963169;	0.113354480494794;	0.102701991464309;	0.103460955178983;	0.106472026937674;	0.108070749173470;	0.113495269399301;	0.114162746144359;	0.108701539216377;	0.114367142164432;	0.116866917597550;	0.114656863381549;	0.120153831770916;	0.114526742936775;	0.116173814878897;	0.124140485211634;	0.116323563673679;	0.117940906731012;	0.125612779441641;	0.115152943850938;	0.117537767313005;	0.128333639295752;	0.120183521552063;	0.121273259998784;	0.128493228345627;	0.119162920879767;	0.120492251965406;	0.125909755906955;	0.121893493767139;	0.121034559040740;	0.128302806841438;	0.120355493099741;	0.121287962924779;	0.128483170341864;	0.118661116401652;	0.121786472437712;	0.127076227989642;	0.119357049997794;	0.117324149090585;	0.123041625547089;	0.117724281723460;	0.118046401864022;	0.124899513288526;	0.114489953861711;	0.115958938410382;	0.124250421923513;	0.115134239328992;	0.113977500791023;	0.111820024604456;	0.119453042235018;	0.111614327140932;	0.114574210413114;	0.120991215856540;	0.113707390367852;	0.114241286386315;	0.114769325850857;	0.120879250078858;	0.109391508604716;	0.113086039037771;	0.114092492906284;	0.119048384345296;	0.113100435639146;	0.112785613449504;	0.115219697404503;	0.122338511921730;	0.120671212307131;	0.118109381416479;	0.119988071144756;	0.122369592284902;	0.132658594467528;	0.124574016374179;	0.128788226661951;	0.133078238067453;	0.137325787539711;	0.151614805048806;	0.140782362773709;	0.157277043631865;	0.156998972769751;	0.157629275470780;	0.162056419641152;	0.161739509386789;	0.161937649183840;	0.165400193824986;	0.179963966064008;	0.182998875556280;	0.186147640931024;	0.190543299127864;	0.187391290979972;	0.189720595194504;	0.191401508862922;	0.192259107940040;	0.195099392924742;	0.196812503514893;	0.200665315924222;	0.203169945634848;	0.198650951168874;	0.202295580195610;	0.206213088310037;	0.209238320376233;	0.212389182571261;	0.213948268921281;	0.213537163930209;	0.217212118787527;	0.220211186094140;	0.226430919049974;	0.218451229876636;	0.224344413488807;	0.224390277355216;	0.234518174547880;	0.243692131196622;	0.242729658430238;	0.248668409832183;	0.253400383486491;	0.258788959373145;	0.265898815617403;	0.273290262251664;	0.278922726318970;	0.282455701096571;	0.288103292164468;	0.294962504753544;	0.290533298476639;	0.297704411189676;	0.303540382665514;	0.310954095058665;	0.317986578863528;	0.326444302617752;	0.334460872408922;	0.339620081397830;	0.347390446496411;	0.357727785188939;	0.365647282283410;	0.372326380811824;	0.383386359305173;	0.391838466265612;	0.400564056507317;	0.413116889095924;	0.425225977009423;	0.436465879326100;	0.450147958756283;	0.464629791079037;	0.476673501949388;	0.490395606442258;	0.502815550533815;	0.514564815700071;	0.523202640563224;	0.539589103550213;	0.557872488847833;	0.583467331089831;	0.615226675266315;	0.654481400403596;	0.682394990596956;	0.711532862168451;	0.733257308007497;	0.771048299503476;	0.811105758120982;	0.849338597146833;	0.882033220613436;	0.907499903762397;	0.925998939284821;	0.936531356031840;	0.941449161887404;	0.939141338547717;	0.928905917011056;	0.903168414830095;	0.858381895465727;	0.777756703304942;	0.693578694810687;	0.677775654916107;	0.681748067076319;	0.703930477253846;	0.739393602447593;	0.734103375552080;	0.732263270179480;
0.677239493759419;	0.124674726274644;	0.113643657486589;	0.100902188385325;	0.090046995165841;	0.078611035451701;	0.148525345641242;	0.099255981471817;	0.091021181515943;	0.083607270884773;	0.083089228561362;	0.084701036720814;	0.106630887423024;	0.091360491762838;	0.083451359767149;	0.174478779831290;	0.106323063600001;	0.102185910796140;	0.201051650736077;	0.200674807091928;	0.202041535433887;	0.198707673525978;	0.187463261229649;	0.191353468619336;	0.182535949396997;	0.180680880265170;	0.195839421694402;	0.124749985392675;	0.123070300754502;	0.112354719488111;	0.113572477422843;	0.117768165076639;	0.119367275840327;	0.123832563558637;	0.124675807199540;	0.118221834330819;	0.124330195268343;	0.127351487919212;	0.125405299969633;	0.130617228831680;	0.124701667367478;	0.126235531361838;	0.134696255049805;	0.126327582128561;	0.127276660640354;	0.135214341003255;	0.124676754549600;	0.126972796915722;	0.138858526623627;	0.130229332544505;	0.131561963447870;	0.138756281324921;	0.128745018885869;	0.129658054973372;	0.135180701455929;	0.131235036645287;	0.130415655633598;	0.137894077856828;	0.129240180986109;	0.130500738994693;	0.137560924576298;	0.127391069112197;	0.130144486088947;	0.135627057091078;	0.127458122470144;	0.125259890606783;	0.131092138696304;	0.125901689512460;	0.125990315924623;	0.132995103285900;	0.122814205881768;	0.124286386666614;	0.132724274225008;	0.123241557009238;	0.122057477051123;	0.119861292459435;	0.127427324179733;	0.119233471073329;	0.122337004175826;	0.128758351099816;	0.121224258636630;	0.121788338886214;	0.122323525937395;	0.128502987064751;	0.116506041351493;	0.120359307871233;	0.121425152978208;	0.126517211945064;	0.120300342659929;	0.119964295109238;	0.122420734574873;	0.129826925659954;	0.128110017759325;	0.125487707658431;	0.127440718892856;	0.129914839633243;	0.140554063566942;	0.132157663759307;	0.136528810638552;	0.140892246127646;	0.145280200189031;	0.160102666107547;	0.148897691958615;	0.165971537597170;	0.165696608577137;	0.166293501232273;	0.170812463074698;	0.170289142733544;	0.170451492069134;	0.173983111802025;	0.187329210120225;	0.190422545448371;	0.193590481337382;	0.198065054979372;	0.194831868560243;	0.197155734404739;	0.198806460641040;	0.199694837908159;	0.202551785560272;	0.204249550728046;	0.208115623599363;	0.210649144875832;	0.205997179810770;	0.209694857842454;	0.213729136708325;	0.216905508958181;	0.220267350729434;	0.221929759139680;	0.221380810671683;	0.225172990710204;	0.228164177974396;	0.234330674325038;	0.225995925668970;	0.231809399945203;	0.231816218160069;	0.241867461582590;	0.251315263817834;	0.250322918682802;	0.256208814294260;	0.261023338597379;	0.266603538499387;	0.273948707183162;	0.281488115626866;	0.287017752906028;	0.290484488825012;	0.296375662988013;	0.303074722316439;	0.298349597642751;	0.305289245265248;	0.311773569021728;	0.318944271672524;	0.325575493280043;	0.334091984490665;	0.342480977604075;	0.347288932518818;	0.355118778018748;	0.366040479129485;	0.374365368160922;	0.380153965081160;	0.392143256672620;	0.400859656384583;	0.409430220652292;	0.421716791605903;	0.434051524702294;	0.444916720362702;	0.458710460729746;	0.473050607498756;	0.484448138630120;	0.498587334453650;	0.510497286902928;	0.521541495522850;	0.530719461271981;	0.546461869146002;	0.565209131184224;	0.590167320855006;	0.621246790461784;	0.660643033884215;	0.687677400540859;	0.716533471434684;	0.737546875659653;	0.775307525702686;	0.814414979090624;	0.852314346545890;	0.884355764513632;	0.909314242358142;	0.927356198728009;	0.937807141633361;	0.942424106983337;	0.940096813943254;	0.929826159000986;	0.904359181982610;	0.859939582768895;	0.779977589449162;	0.696670001874155;	0.680542962911921;	0.684695886155497;	0.706818850042273;	0.742376605411121;	0.737682951417143;	0.738387465368621;
0.687689457736328;	0.138535265776642;	0.126027877076292;	0.112088917987927;	0.099883366205473;	0.087310135524394;	0.159087596269932;	0.108389589108119;	0.099820470244829;	0.093084787313088;	0.093199064474720;	0.092232473713996;	0.119239968392749;	0.101925154060058;	0.091950627958055;	0.184675672313943;	0.115125946811310;	0.112666488629118;	0.209930578825814;	0.208871170403181;	0.209716379175612;	0.205465605288693;	0.195973875650636;	0.199629791685345;	0.189569155212018;	0.189952629965790;	0.202286259408295;	0.137137236716489;	0.135367978979098;	0.122132859325393;	0.122684471248191;	0.125727291618704;	0.128232404523669;	0.134522530176838;	0.135260673550236;	0.128256668812753;	0.134535192210215;	0.136947459640053;	0.134704385784449;	0.140538576685451;	0.134512878647586;	0.135798438944499;	0.144564424254942;	0.136257457342213;	0.137353182790890;	0.145508367777508;	0.133649371063348;	0.136150544769355;	0.147748026947918;	0.138886973432400;	0.140075927912143;	0.147937183469483;	0.137882283751318;	0.138700686326388;	0.144421218019024;	0.140237599051414;	0.138936473426950;	0.146637134299448;	0.138162892857855;	0.139038577907764;	0.146742740312032;	0.136269784389006;	0.139134697622611;	0.144888651154807;	0.135919625405597;	0.133731000696613;	0.139832391398108;	0.133782092200979;	0.133961320463073;	0.141324248236288;	0.130240469311030;	0.131637054975422;	0.140981678413959;	0.131030764360673;	0.129723865347816;	0.127240135388856;	0.135462087864904;	0.126844087772401;	0.130010037294064;	0.136815424438849;	0.128953742868780;	0.129462145449328;	0.129927566822426;	0.136250348666705;	0.123803248930401;	0.127772803816843;	0.128852739492425;	0.133942110811097;	0.127379022736148;	0.126990493358620;	0.129556227003509;	0.137209503277017;	0.135414202588095;	0.132570203335434;	0.134580036124643;	0.137062545351238;	0.147960465915191;	0.139299826420271;	0.143831112062557;	0.148400733944461;	0.152953250335531;	0.168174332037014;	0.156647592196444;	0.174224253737579;	0.173920513372365;	0.174435264366724;	0.179046869890526;	0.178541312765318;	0.178702726178081;	0.182311124393863;	0.194640563490159;	0.197739712225696;	0.200957190460932;	0.205460267253335;	0.202133348784100;	0.204407679054264;	0.206101508942812;	0.206944205330734;	0.209820785237514;	0.211544850749617;	0.215499455081721;	0.217956341788130;	0.213298951248000;	0.217128821320215;	0.221284109216632;	0.224504675682195;	0.227771737263184;	0.229281158917111;	0.228795251143598;	0.232476452545274;	0.235328653218954;	0.241426470920754;	0.232997879982425;	0.238910022033906;	0.239103778397682;	0.249296785982695;	0.258988173557762;	0.257480262752537;	0.263503381797925;	0.268543978874526;	0.274099349095541;	0.281401898435823;	0.288778910531721;	0.294144265352518;	0.298212457793102;	0.303901171365842;	0.310241720358904;	0.305405800760297;	0.312553622817097;	0.319018731749734;	0.326076718834182;	0.332965792758213;	0.341950091974189;	0.350666407190803;	0.354671508758153;	0.363245089635134;	0.374385498733736;	0.382582403011798;	0.388557136548222;	0.400629659436526;	0.408791402629461;	0.416910100447873;	0.429761168914885;	0.441501204545133;	0.451892173638576;	0.466250060733151;	0.479865726889335;	0.490873236259324;	0.505381738327818;	0.516836845731579;	0.527577482516508;	0.536945179072228;	0.552257927235491;	0.571197404037557;	0.595620519786118;	0.626825438511258;	0.665696325700696;	0.692473185499972;	0.720454277554462;	0.741325943790413;	0.778571524984901;	0.817314225278563;	0.854732318741665;	0.886400939705028;	0.910800341643228;	0.928654617301643;	0.938956872797961;	0.943306640868173;	0.940938518911828;	0.930754786180073;	0.905421552348139;	0.861628406810604;	0.782073442119429;	0.699190547126012;	0.683338787776557;	0.687258960558127;	0.709787105558048;	0.745101760814760;	0.740789207438324;	0.743785513179798;
