0.060162946169372;	0.000000003023072;	0.000000000054499;	0.000000000000760;	0.000000000000000;	0.000000000000000;	0.000043411112464;	0.000007410486888;	0.000028528748381;	0.000741514822008;	0.000329115800045;	0.000257583287233;	0.000276720603106;	0.000032005811173;	0.000016802744803;	0.000004028344525;	0.000014918083544;	0.000028404675431;	0.000043921573355;	0.000006509798701;	0.000000566059138;	0.000005201320084;	0.000000960652381;	0.000000165834786;	0.000000125583013;	0.000000145603736;	0.000000000112266;	0.000000000179123;	0.000000000009120;	0.000000000025566;	0.000000000018555;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000140
0.072237374105882;	0.000000367796058;	0.000000014603576;	0.000000000634838;	0.000000000017550;	0.000000000000271;	0.000068751260688;	0.000009077900169;	0.000054090339085;	0.000767647992826;	0.000358937168634;	0.000264859526300;	0.000278194083272;	0.000047351668115;	0.000052283423053;	0.000023477706440;	0.000041349491310;	0.000078878583858;	0.000130024748180;	0.000066577232789;	0.000018842642047;	0.000014041955935;	0.000003525604301;	0.000001195616409;	0.000000813669784;	0.000000925843735;	0.000000108667744;	0.000000190156923;	0.000000000033520;	0.000000000091335;	0.000000000064473;	0.000000000008138;	0.000000000010913;	0.000000000010938;	0.000000000021841;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000002;	0.000000000000010;	0.000000000000039;	0.000000000000149;	0.000000000000527;	0.000000001244132
0.084987900340652;	0.000007698273875;	0.000000443788976;	0.000000027285088;	0.000000001183363;	0.000000000039058;	0.000093220311782;	0.000010981566816;	0.000060146049320;	0.000784138405300;	0.000392769774947;	0.000277669886359;	0.000282559504782;	0.000069521876755;	0.000092149778681;	0.000054686526443;	0.000076639005642;	0.000112346696296;	0.000186024683033;	0.000125276563880;	0.000050132426813;	0.000049684226185;	0.000020319130761;	0.000012458621909;	0.000007963642692;	0.000008487207409;	0.000002184790091;	0.000003577409054;	0.000000140734135;	0.000000413119056;	0.000000307192427;	0.000000000090369;	0.000000000114783;	0.000000000108909;	0.000000000205734;	0.000000000009741;	0.000000000005266;	0.000000000009961;	0.000000000013783;	0.000000000006132;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000001;	0.000000000000005;	0.000000000000025;	0.000000000000106;	0.000000000000398;	0.000000000001271;	0.000000000003638;	0.000000000010205;	0.000000000029322;	0.000000000082569;	0.000000052772884
0.093134710934190;	0.000083676163554;	0.000007982589325;	0.000000713516588;	0.000000043735075;	0.000000002244571;	0.000130391002837;	0.000014860979905;	0.000067506471114;	0.000794355033804;	0.000422050522903;	0.000303504263196;	0.000294949567287;	0.000105495561685;	0.000157947098750;	0.000129372559889;	0.000164597862730;	0.000178019195000;	0.000278513312394;	0.000218141050114;	0.000131940062342;	0.000116672368442;	0.000061755086100;	0.000054243905805;	0.000035579577596;	0.000034121538268;	0.000016444614528;	0.000025200147824;	0.000002150549814;	0.000006387057693;	0.000004202072797;	0.000000427045501;	0.000000546495818;	0.000000559289310;	0.000001047013183;	0.000000000280412;	0.000000000399586;	0.000000001490491;	0.000000003317503;	0.000000002246491;	0.000000000018861;	0.000000000022663;	0.000000000020098;	0.000000000023112;	0.000000000029924;	0.000000000040287;	0.000000000060580;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000002;	0.000000000000008;	0.000000000000033;	0.000000000000242;	0.000000000001312;	0.000000000005085;	0.000000000017618;	0.000000000051202;	0.000000000132324;	0.000000000320662;	0.000000000713202;	0.000000001491003;	0.000000003096895;	0.000000006809332;	0.000000015178758;	0.000001125819673
0.102091869019424;	0.000411905593823;	0.000072858655318;	0.000010848837423;	0.000000942584177;	0.000000069602078;	0.000179821556070;	0.000020070296552;	0.000088304465130;	0.000804380599421;	0.000438494790402;	0.000342602541635;	0.000315948849333;	0.000138903791157;	0.000220949245650;	0.000231611890699;	0.000296417752575;	0.000285605410709;	0.000407598732930;	0.000332724734729;	0.000264863785590;	0.000229633406302;	0.000139597214590;	0.000133501778455;	0.000095988403502;	0.000087121101329;	0.000059295469714;	0.000087924988783;	0.000013918191817;	0.000038158830444;	0.000025302664437;	0.000005462418091;	0.000006700710536;	0.000006164782563;	0.000011600951625;	0.000001308520220;	0.000000833683205;	0.000001616102051;	0.000002190848979;	0.000001004885113;	0.000000029064144;	0.000000041486446;	0.000000042494406;	0.000000055147128;	0.000000080520230;	0.000000118713388;	0.000000204367033;	0.000000000011243;	0.000000000077038;	0.000000000079701;	0.000000000075060;	0.000000000084930;	0.000000000107368;	0.000000000112493;	0.000000000144179;	0.000000000184701;	0.000000000282881;	0.000000000310177;	0.000000000273225;	0.000000000308226;	0.000000000358115;	0.000000000418717;	0.000000000497596;	0.000000000551349;	0.000000000657163;	0.000000000765340;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000069;	0.000000000002257;	0.000000000011883;	0.000000000066225;	0.000000000277070;	0.000000000830599;	0.000000002304310;	0.000000005513314;	0.000000012254702;	0.000000024914618;	0.000000047483980;	0.000000086892520;	0.000000150890320;	0.000000252022007;	0.000000422175955;	0.000000760239310;	0.000001411311303;	0.000014651967327
0.111911982080357;	0.001082668667524;	0.000312743296724;	0.000089549917881;	0.000012054238345;	0.000001297300233;	0.000235280787360;	0.000024732589208;	0.000121881946220;	0.000826338303524;	0.000461951518475;	0.000383769186754;	0.000348261358011;	0.000184402302093;	0.000294547514568;	0.000342077018160;	0.000457062546156;	0.000437222760168;	0.000576931614653;	0.000489138121428;	0.000444385447990;	0.000408792160022;	0.000273436393514;	0.000248036415459;	0.000193633615736;	0.000184675120104;	0.000136596913280;	0.000200521242518;	0.000051680830166;	0.000117669834084;	0.000083007426285;	0.000030161020231;	0.000034817047006;	0.000031595862528;	0.000057392261866;	0.000013570292252;	0.000007792251501;	0.000014876906741;	0.000018694120115;	0.000007599596939;	0.000003153084949;	0.000003793124630;	0.000003306595347;	0.000003809718386;	0.000004752119836;	0.000006142888768;	0.000009510639159;	0.000000076004448;	0.000000542330825;	0.000000558540883;	0.000000561915607;	0.000000684075488;	0.000000921788562;	0.000001031005453;	0.000001404813577;	0.000001913495383;	0.000002990927402;	0.000003592112050;	0.000003355199292;	0.000004075294756;	0.000004858034474;	0.000005923533574;	0.000007358514546;	0.000008491638430;	0.000010524924902;	0.000012709541795;	0.000000000898990;	0.000000001258201;	0.000000001452383;	0.000000001448248;	0.000000001460532;	0.000000001683741;	0.000000001947165;	0.000000002253698;	0.000000002664071;	0.000000003109314;	0.000000003680947;	0.000000004126966;	0.000000005632754;	0.000000006317469;	0.000000007304949;	0.000000007737828;	0.000000006605511;	0.000000112463677;	0.000000252862742;	0.000000433628480;	0.000000829175305;	0.000001279407536;	0.000002063842433;	0.000003163450768;	0.000004719440782;	0.000006779667961;	0.000009484532329;	0.000013050339226;	0.000017481229618;	0.000022976263869;	0.000030647892366;	0.000044507032187;	0.000067446889115;	0.000093132266157
0.122206677466921;	0.002232096259306;	0.000755175590999;	0.000365318984856;	0.000085111510132;	0.000014197720057;	0.000324774799989;	0.000031929043666;	0.000149915227266;	0.000859091681501;	0.000511436808829;	0.000414753441416;	0.000398843019441;	0.000256025060801;	0.000401871214311;	0.000474004777462;	0.000654236423377;	0.000642439714036;	0.000801603413241;	0.000707957829653;	0.000661292897407;	0.000655245920721;	0.000480168179814;	0.000414667710112;	0.000341707630233;	0.000353340605944;	0.000251182512900;	0.000364191214397;	0.000141979482956;	0.000256302423936;	0.000194269388050;	0.000094375304852;	0.000102352451415;	0.000101521564236;	0.000146536010187;	0.000063540516620;	0.000036756210801;	0.000065106771359;	0.000080927643052;	0.000034963787011;	0.000025004671044;	0.000028266406041;	0.000022632162510;	0.000025091602933;	0.000029345021312;	0.000036263060206;	0.000054234119297;	0.000001029684663;	0.000010151593552;	0.000013032942326;	0.000011683679287;	0.000012705739571;	0.000015783598225;	0.000016456637989;	0.000020672308949;	0.000025727301360;	0.000037613252850;	0.000041190846695;	0.000034030511721;	0.000037384542313;	0.000040591446242;	0.000046584994944;	0.000053349532899;	0.000056894054458;	0.000064602641835;	0.000071995103064;	0.000018638538224;	0.000026340414642;	0.000030765728162;	0.000031091480876;	0.000031743860797;	0.000036781066861;	0.000042514830542;	0.000049023809986;	0.000057440890874;	0.000064578372415;	0.000072938569013;	0.000084217222120;	0.000112313552604;	0.000124498387969;	0.000140755930950;	0.000130025169326;	0.000030588835863;	0.000199490908878;	0.000214894965058;	0.000195185115069;	0.000223715385290;	0.000219227826653;	0.000238239804950;	0.000258843778380;	0.000281499691884;	0.000304402733389;	0.000328435557847;	0.000355368876460;	0.000381731521685;	0.000409022837512;	0.000450744236369;	0.000545743432556;	0.000692879761218;	0.000316217213310
0.133381090843781;	0.006160804522187;	0.001640639433851;	0.000837554046454;	0.000315898588610;	0.000084791131677;	0.000388336019605;	0.000066781126957;	0.000178576555390;	0.000885727816762;	0.000573546013094;	0.000450183252906;	0.000461311986491;	0.000349744843504;	0.000538990392024;	0.000644569237523;	0.000908021421916;	0.000934505153610;	0.001121889428694;	0.001007279853986;	0.000939340151176;	0.000970197356448;	0.000772285027497;	0.000664903584775;	0.000571172566348;	0.000604584611351;	0.000422459284125;	0.000600869905949;	0.000303470812462;	0.000463501558554;	0.000361780929049;	0.000221643069634;	0.000231729414599;	0.000254679570598;	0.000279017118752;	0.000178473772993;	0.000109293185048;	0.000169815585876;	0.000211524122902;	0.000106880117291;	0.000095255507266;	0.000109181889977;	0.000088593155190;	0.000086581028128;	0.000106749976440;	0.000127485845419;	0.000172203954537;	0.000010498873414;	0.000067263145895;	0.000065678176833;	0.000055767395110;	0.000058442502104;	0.000072203741630;	0.000068476257255;	0.000081854097677;	0.000098698347921;	0.000138900521871;	0.000147066053265;	0.000119634489543;	0.000128982349339;	0.000136519275104;	0.000146219202846;	0.000164805788891;	0.000167468736599;	0.000185506187565;	0.000200711251730;	0.000075252809108;	0.000103032327299;	0.000114297984291;	0.000108096227161;	0.000102032546611;	0.000111653466274;	0.000122827301633;	0.000135757362772;	0.000152225366250;	0.000185306422622;	0.000198667258900;	0.000218863524984;	0.000283734550192;	0.000297878946327;	0.000322663508158;	0.000281818027628;	0.000059570024797;	0.000410528923288;	0.000425964205665;	0.000372742481615;	0.000417982114614;	0.000398010426207;	0.000424580700117;	0.000455907298744;	0.000488549518609;	0.000522740474117;	0.000558305199647;	0.000598890627506;	0.000639229705498;	0.000681299747958;	0.000748745388283;	0.000900321748357;	0.001121712736024;	0.000695649984049
0.146223107807249;	0.036234054660893;	0.006179235628375;	0.001708303111926;	0.000724721317755;	0.000309113161647;	0.000537960813498;	0.000264660805319;	0.000299279969090;	0.000924718692576;	0.000646728292341;	0.000508933626368;	0.000516325144085;	0.000471980424304;	0.000689386755750;	0.000842917659439;	0.001206305221441;	0.001307433542895;	0.001542272802280;	0.001398762186976;	0.001310612822053;	0.001364441937240;	0.001171421396763;	0.001028073205024;	0.000920511902410;	0.000957738837735;	0.000675965812825;	0.000938449517453;	0.000555305680598;	0.000783137632548;	0.000614721703527;	0.000425592547359;	0.000434227104829;	0.000499162903859;	0.000461456445006;	0.000387385996138;	0.000267512926923;	0.000348990693477;	0.000438525150584;	0.000271158838000;	0.000229941061936;	0.000252117634109;	0.000230517992414;	0.000206141372361;	0.000262830607053;	0.000301060585238;	0.000365793773172;	0.000064180898114;	0.000227653677201;	0.000190772206213;	0.000170041924906;	0.000183752552364;	0.000200419738469;	0.000192350505950;	0.000224757369278;	0.000260321091495;	0.000331511099023;	0.000345611929549;	0.000302260513958;	0.000328935789567;	0.000347680685918;	0.000357354353690;	0.000370355417094;	0.000380427030253;	0.000427547164972;	0.000454422462486;	0.000318628337688;	0.000400512621256;	0.000427027325656;	0.000403713148553;	0.000399220400912;	0.000435371416246;	0.000469756839335;	0.000500903477371;	0.000549243268564;	0.000428262972723;	0.000448938500935;	0.000486992118649;	0.000607143747084;	0.000625202244178;	0.000668784887593;	0.000632686566725;	0.000235714040641;	0.000816019954101;	0.000857892736085;	0.000801573412020;	0.000869428027841;	0.000874404510509;	0.000934737339991;	0.000980052500458;	0.001008045914589;	0.001059252934869;	0.001134051076098;	0.001202264322728;	0.001278437625343;	0.001356302680796;	0.001481640542280;	0.001763576756592;	0.002124117254916;	0.001277552506506
0.164715720472328;	0.154938829601066;	0.042551500684117;	0.006891629420437;	0.001623167953444;	0.001220519376971;	0.000886059427542;	0.000881165397226;	0.000894332036495;	0.001105082373275;	0.000874117527445;	0.000611811801052;	0.000579064947995;	0.000607695086135;	0.000884934626367;	0.001064635332217;	0.001529012607964;	0.001742414846600;	0.002062497061640;	0.001880892063897;	0.001812208463644;	0.001878222198733;	0.001676938194618;	0.001525639375046;	0.001419516884909;	0.001441700533838;	0.001057123505374;	0.001424483855050;	0.000898482683378;	0.001229422512077;	0.000962967165091;	0.000753533480343;	0.000757121481905;	0.000882394807848;	0.000758424050749;	0.000688428154980;	0.000530926741182;	0.000603091111404;	0.000752909595260;	0.000532304949556;	0.000451909453712;	0.000471817683950;	0.000493867523147;	0.000426721668651;	0.000528524000795;	0.000586807329119;	0.000662719011526;	0.000207903591603;	0.000488540369251;	0.000401945946614;	0.000388360772150;	0.000431995328577;	0.000400316693958;	0.000422758892486;	0.000479638840853;	0.000538270771850;	0.000634773729712;	0.000656733611383;	0.000608899262119;	0.000663532110054;	0.000700027899852;	0.000708895222920;	0.000705265715792;	0.000731338653132;	0.000783575044357;	0.000863731571781;	0.000636730647874;	0.000755302470381;	0.000783351864124;	0.000734566713505;	0.000734419746403;	0.000789234585375;	0.000826715332960;	0.000844844937856;	0.000899218704155;	0.000840489416880;	0.000879604158192;	0.000935206447858;	0.001126359056586;	0.001175994827726;	0.001257747945647;	0.001075397857068;	0.000662449231160;	0.001452905025057;	0.001552757712133;	0.001504586634733;	0.001637253536757;	0.001651433065838;	0.001655690103621;	0.001771246923520;	0.001790807967812;	0.001849705245283;	0.001968791675475;	0.002074501913644;	0.002192837552531;	0.002314323141300;	0.002512083039531;	0.002968608427170;	0.003522239789338;	0.002193993002466
0.189300237438800;	0.240608547472972;	0.175625467971158;	0.051185133425206;	0.007671429459674;	0.009798817854278;	0.002280483910061;	0.001951702593111;	0.002479742518351;	0.001917137682952;	0.001841938693878;	0.000888705623785;	0.000695019269040;	0.000796971264485;	0.001130418645333;	0.001331149005696;	0.001893922136100;	0.002228885999459;	0.002649905617224;	0.002476297493172;	0.002421044102608;	0.002512988622990;	0.002304679781504;	0.002140936026476;	0.002065945836337;	0.002087707940533;	0.001573401482847;	0.002049768413596;	0.001396592650623;	0.001863984563464;	0.001487620407723;	0.001207936126167;	0.001190361356696;	0.001399827637249;	0.001161160395844;	0.001147766473875;	0.000963565480002;	0.001022609799046;	0.001229260379649;	0.000969775657372;	0.000772629859586;	0.000778667304971;	0.000881651873381;	0.000772965741657;	0.000907184124946;	0.000987192484372;	0.001083708535979;	0.000489746848243;	0.000851911335879;	0.000743346538242;	0.000753266359567;	0.000829718217926;	0.000702272687048;	0.000811926701144;	0.000870477969137;	0.000976003397411;	0.001117654120645;	0.001146189521883;	0.001077232960720;	0.001158430148430;	0.001217890693024;	0.001249745401887;	0.001229580069889;	0.001286391075351;	0.001293107240501;	0.001503481169040;	0.001218227299995;	0.001392395807770;	0.001432937392806;	0.001366441757558;	0.001397756059591;	0.001502992520384;	0.001572564275392;	0.001604313044888;	0.001713645870124;	0.001469485700220;	0.001518724643680;	0.001585995053293;	0.001861402482421;	0.001928251942775;	0.002044682953026;	0.001796756797104;	0.001197302006757;	0.002310612324772;	0.002465322313806;	0.002405765579215;	0.002585118888646;	0.002615228506337;	0.002651824431002;	0.002806140784874;	0.002841395341976;	0.002931072781850;	0.003089884610971;	0.003238330932186;	0.003391377974897;	0.003552891624626;	0.003839791733215;	0.004505973861881;	0.005244359791893;	0.003435833212942
