0.018030217627109;	0.011232295158374;	0.006312884648058;	0.005855624344869;
0.019399187481013;	0.012267462113390;	0.007001415308254;	0.006472997837826;
0.020424499195231;	0.013022599335329;	0.007514583740608;	0.006940133527764;
0.021302454362049;	0.013677438768471;	0.007962058142433;	0.007345499938478;
0.022112412835744;	0.014277615262595;	0.008376232625789;	0.007722157844061;
0.022894951116944;	0.014851477446106;	0.008771625470087;	0.008082310837538;
0.023652665837388;	0.015402607596712;	0.009154664394721;	0.008436106089430;
0.024581113664111;	0.016133648067919;	0.009723750406607;	0.010927005882089;
0.025303483892832;	0.016663641085463;	0.010094600764605;	0.011270724592395;
0.026015910083329;	0.017188978724926;	0.010462541936752;	0.011611519639734;
0.026767993511174;	0.017736060370621;	0.010840428666727;	0.011967634213569;
0.027497621253622;	0.018276266459408;	0.011218295356908;	0.012355910285663;
0.028245835811051;	0.018827821196212;	0.011605451129974;	0.012790140274207;
0.028983142555416;	0.019370577839214;	0.011982490355817;	0.013142879716240;
0.029722936566312;	0.019918894720435;	0.012365468593307;	0.013501437088265;
0.030508030046130;	0.020498733315223;	0.012767414582285;	0.013904229176323;
0.031676360383387;	0.021997950102855;	0.015442346308629;	0.014799916570675;
0.032479342382291;	0.022599442891418;	0.015856993620625;	0.015195974012306;
0.033286288353713;	0.023211474785063;	0.016289374031062;	0.015597240309079;
0.034122194338277;	0.023842109980696;	0.016733718931818;	0.016045803696205;
0.035010961771222;	0.024503282955179;	0.017197563781282;	0.016527987609552;
0.035889685820260;	0.025156302007551;	0.017656284067518;	0.016965398944793;
0.036763804769061;	0.025835046349546;	0.018137038304806;	0.017433317772557;
0.037717826847975;	0.026539470968586;	0.018632631669061;	0.017957615590190;
0.038678011932031;	0.027274979004730;	0.019145054311752;	0.018447155254163;
0.039653080298593;	0.027997585302529;	0.019657643353170;	0.018967246238199;
0.040652110400838;	0.028782070182029;	0.020211826380048;	0.019534069271692;
0.041719998494303;	0.029571482905121;	0.020781714428903;	0.020085559178092;
0.042824887347893;	0.030434158459569;	0.021398752508482;	0.020699892159442;
0.043860895232003;	0.031233462397843;	0.021981751786230;	0.021287430100545;
0.045054030100234;	0.032149642864552;	0.022632126962267;	0.021930841327153;
0.046212125274384;	0.033038722173375;	0.023274789214278;	0.022591527699560;
0.047414093123902;	0.033992516227087;	0.023969561282201;	0.023270844435113;
0.048693994957835;	0.034972051237248;	0.024677864942969;	0.023997815826882;
0.049995788356671;	0.036004081743943;	0.025432612595546;	0.024742092011700;
0.051293455193346;	0.037032628133206;	0.026187152360268;	0.025515240119678;
0.052747235103544;	0.038175881896747;	0.027011714046154;	0.026343072767359;
0.054132019768882;	0.039294222393361;	0.027843713135657;	0.027184826354027;
0.055636167593237;	0.040492023181580;	0.028729282920282;	0.028084441930599;
0.057193192250591;	0.041734151793085;	0.029646336515320;	0.029017456705448;
0.058735711778008;	0.042994143327364;	0.030590165879954;	0.029991260180760;
0.060461516078763;	0.044381428263806;	0.031619154546830;	0.031033436414924;
0.062176246789117;	0.045763864737005;	0.032657793096277;	0.032112806157689;
0.063900692218977;	0.047195725984546;	0.033740036646780;	0.033233038761604;
0.065820175727607;	0.048743319503101;	0.034904422821934;	0.034442703261299;
0.067746855101508;	0.050320662862749;	0.036098846953254;	0.035694449336661;
0.069697164434864;	0.051969755360965;	0.037359753521829;	0.037028198215517;
0.071816392290822;	0.053700724243778;	0.038678642098739;	0.038425760031531;
0.074024338030103;	0.055516693827682;	0.040061291124122;	0.039911062590436;
0.076161939743196;	0.057372290710697;	0.041511615418359;	0.041467162352352;
0.078526267153554;	0.059330410149929;	0.043026230789466;	0.043106701288294;
0.081003322618016;	0.061408774644449;	0.044626579310462;	0.044846109288960;
0.083443436196196;	0.063534419757537;	0.046309283608493;	0.046644462969111;
0.086083646289484;	0.065756165433304;	0.048051566853669;	0.048536993647680;
0.088858127975799;	0.068124182681832;	0.049914824462137;	0.050535410761641;
0.091598884610753;	0.070533262667715;	0.051842860210953;	0.052607935537568;
0.094561368183175;	0.073078862548668;	0.053880207290252;	0.054828321182730;
0.097682642091242;	0.075776624366785;	0.056041113932565;	0.057147460946268;
0.100788309163185;	0.078534400729626;	0.058286014009212;	0.059571164891125;
0.104108206153519;	0.081425632238646;	0.060647405246210;	0.062112415392998;
0.107587395424786;	0.084490627056381;	0.063153474358564;	0.064782092746712;
0.111095843557080;	0.087666324960735;	0.065793589088145;	0.067570762064832;
0.114905282751734;	0.091019414896110;	0.068564230844216;	0.070520108759024;
0.118770139523193;	0.094459381175943;	0.071477032699019;	0.073610626053654;
0.122739989174871;	0.098072261710680;	0.074548074152938;	0.076819932539443;
0.127021204452256;	0.101924314263129;	0.077810579489027;	0.080255989179278;
0.131490356273955;	0.105927098685950;	0.081223239260854;	0.083827909595463;
0.135915229124291;	0.109989181747762;	0.084759015337373;	0.087541625706332;
0.140809713751122;	0.114419588718932;	0.088603205517371;	0.091539084615114;
0.145754401799761;	0.118941900048566;	0.092556493511374;	0.095651372115139;
0.150748374076028;	0.123605909684173;	0.096714891023918;	0.099948316007608;
0.156232516977453;	0.128595613498282;	0.101147445845428;	0.104561995829729;
0.161891062434203;	0.133814298255452;	0.105808222822688;	0.109309969092505;
0.167454397716362;	0.139133607999218;	0.110631511068969;	0.114257066914746;
0.173561945835901;	0.144824783176658;	0.115741525896488;	0.119558075088224;
0.179979866469113;	0.150762006781940;	0.121108172394968;	0.125082734380675;
0.186555377259458;	0.156852309904610;	0.126658769070518;	0.130796592449351;
0.193199204759064;	0.163208130207613;	0.132496937404266;	0.136805615213398;
0.200370305763796;	0.169945940836912;	0.138656196556076;	0.143113001292246;
0.207718348024610;	0.176923560167999;	0.145090350882828;	0.149703935432925;
0.215044430678525;	0.184048371216769;	0.151736032936339;	0.156553908944305;
0.222990600299968;	0.191590986507879;	0.158787901682415;	0.163763037755481;
0.231323101680033;	0.199553236977985;	0.166323181625961;	0.171337709783895;
0.239925704259067;	0.207814167883388;	0.174124488582565;	0.179266137785598;
0.248516017928770;	0.216259162700957;	0.182134086443875;	0.187511677639946;
0.257844830604991;	0.225186125584933;	0.190518966806972;	0.196091683273844;
0.267300937761421;	0.234352318883477;	0.199247555890738;	0.205014357182729;
0.277132570083618;	0.243863468171479;	0.208354426343505;	0.214337663826025;
0.287029067230523;	0.253661254176248;	0.217815569931474;	0.224014797230960;
0.297547865985440;	0.263976578657884;	0.227761249867383;	0.234127642207489;
0.308405880074895;	0.274616786226185;	0.237985317231828;	0.244639826426851;
0.319557327772710;	0.285645880578495;	0.248725496888046;	0.255469179852448;
0.330745160368181;	0.296876246132523;	0.259738200309816;	0.266645468512436;
0.342374881271272;	0.308503947597336;	0.271203851694003;	0.278275474886511;
0.354556223360805;	0.320565610746453;	0.283070761567878;	0.290345833666605;
0.367047007332516;	0.332988492643166;	0.295345611825382;	0.302836944993718;
0.379774536777557;	0.345766969790793;	0.308017254470958;	0.315703633151078;
0.392349249050664;	0.358659029526825;	0.320981957675553;	0.328827000971288;
0.405629413437447;	0.372056914331821;	0.334392579303569;	0.342378470120285;
0.419101464351023;	0.385755974496640;	0.348258149921136;	0.356279453247061;
0.432724136812809;	0.399717014064349;	0.362499264020126;	0.370385369164794;
0.446421945090588;	0.413835841264652;	0.376917781425719;	0.384846260614730;
0.459868356952749;	0.428011102403252;	0.391512056452877;	0.399533791221665;
0.473879903473199;	0.442534940585023;	0.406465110757898;	0.414520374984225;
0.487493827254690;	0.456972806188997;	0.421514736511205;	0.429614656989913;
0.501380744223562;	0.471603258941357;	0.436835904190535;	0.444922766641081;
0.515181366212316;	0.486135727647529;	0.452200410798253;	0.460283197396859;
0.528918194653335;	0.500698495822152;	0.467627713217108;	0.475678019371565;
0.542630275626810;	0.515258407174126;	0.483081463007382;	0.491079146298623;
0.556344701525138;	0.529851348264349;	0.498635246436997;	0.506386291231143;
0.569914997780148;	0.544391191590388;	0.514269531204801;	0.521701650833773;
0.583250842460759;	0.558696164735901;	0.529599298213512;	0.536841516122679;
0.596282657586638;	0.572733338092523;	0.544696265428096;	0.551796821888715;
0.608995258832698;	0.586499353930561;	0.559625362109244;	0.566470948290575;
0.621361958897268;	0.599941055479069;	0.574236935122131;	0.580855130179224;
0.633480506662191;	0.613102547518861;	0.588613009139061;	0.594903995363861;
0.645156574861904;	0.625813845725776;	0.602523022880826;	0.608538795264784;
0.656484899173410;	0.638141906409894;	0.616089229692246;	0.621770752092737;
0.667338463149677;	0.650008491052113;	0.629209900355430;	0.634508435531659;
0.677739818705468;	0.661407587053597;	0.641785978731711;	0.646741055719988;
0.687693683497332;	0.672298415802100;	0.653813613633103;	0.658449360078253;
0.697195581483872;	0.682731363962315;	0.665394404037615;	0.669703363995532;
0.706222519429035;	0.692654286030038;	0.676447745996368;	0.680445561340246;
0.714843133714076;	0.702084953457915;	0.686871687937754;	0.690585649834880;
0.723009153660054;	0.711027457678415;	0.696783450268545;	0.700205990326891;
0.730747635945599;	0.719516097899500;	0.706221794066237;	0.709390174062892;
0.738044174626302;	0.727511049411268;	0.715110898194794;	0.717843188860491;
0.744969555866391;	0.735081374107078;	0.723506369576041;	0.725973134162465;
0.751612229238154;	0.742294852690242;	0.731469249365543;	0.733684687267187;
0.757958672248670;	0.749169303040504;	0.738993604580602;	0.741030218715203;
0.764031677044353;	0.755740428124556;	0.746176427394539;	0.748173472372663;
0.769914352231515;	0.762067997528976;	0.753071840580635;	0.755357356425540;
0.775574151747213;	0.768143178037944;	0.759654953155233;	0.762151665999582;
0.781091698202469;	0.774001553225112;	0.765962135298150;	0.768599958220894;
0.786448930251928;	0.779676958154333;	0.772042536398280;	0.774753171979649;
0.791562651488057;	0.785094999291204;	0.777824336018587;	0.779279461517165;
0.796659760800988;	0.790474354436140;	0.783534856612477;	0.785076519552789;
0.801739283481664;	0.795812770429711;	0.789193561438310;	0.791699009038723;
0.806663962103924;	0.800979297137475;	0.794652645707882;	0.797035134210595;
0.811528879051892;	0.806055974317953;	0.800003245497802;	0.802356405147076;
0.816309952532555;	0.811045605303195;	0.805226791591496;	0.807061178931992;
0.821101939026272;	0.816031338694932;	0.810419968139855;	0.812566738970828;
0.825822508400097;	0.820949371001674;	0.815559646661688;	0.817740850110329;
0.830470042825068;	0.825780874341151;	0.820615855972400;	0.822761291530936;
0.835091242789828;	0.830566420515011;	0.825601534988474;	0.827586390879007;
0.839680219468875;	0.835326016557087;	0.830553572263585;	0.832497105990957;
0.844246432797145;	0.840056205851866;	0.835463886321622;	0.837299301842926;
0.848788859483445;	0.844759755819224;	0.840319621665878;	0.842255995087044;
0.853322036750254;	0.849416945764034;	0.845141510901812;	0.847009273319593;
0.857825204944839;	0.854024636981492;	0.849898970260066;	0.851619701655102;
0.862327020010654;	0.858643754061348;	0.854651976637406;	0.856445901844138;
0.866812886949445;	0.863237427538881;	0.859362736260244;	0.861038894567682;
0.871245789532481;	0.867772952412499;	0.864025243582003;	0.865778113961054;
0.875663038748712;	0.872296433679246;	0.868665805499031;	0.870392099726899;
0.880065745532545;	0.876801855191987;	0.873313294968181;	0.874980892769657;
0.884449275011654;	0.881260283074437;	0.877837373649864;	0.879520513812350;
0.888812295457243;	0.885725558510326;	0.882406865808336;	0.884060005800142;
0.893157797878042;	0.890195176342290;	0.887033546071311;	0.888588459935698;
0.897479409401925;	0.894564468728776;	0.891448993841903;	0.893046816660355;
0.901797299942397;	0.898961063537242;	0.895913348138110;	0.897519699359335;
0.906105870327367;	0.903399395842185;	0.900550030842599;	0.901982180794999;
0.910372792059147;	0.907721262905738;	0.904899253034023;	0.906400319139610;
0.914640720074373;	0.912061822683273;	0.909271321023730;	0.910783834867517;
0.918946865872543;	0.916524914686568;	0.913981059223787;	0.915273744300989;
0.923142571929454;	0.920761395139244;	0.918186166901317;	0.919607685506065;
0.927379910646289;	0.925071849650252;	0.922557701153485;	0.923983733001856;
0.931602399387523;	0.929404130179604;	0.927005659311720;	0.928334999724212;
0.935807224165979;	0.933715275845172;	0.931422410459308;	0.932676217113476;
0.940001707266202;	0.937988911715543;	0.935752226844738;	0.937004575207271;
0.944251483707041;	0.942420988026463;	0.940477030301623;	0.941395834946400;
0.948450395706840;	0.946793991825466;	0.945108737257064;	0.945712555881766;
0.952632954379926;	0.951084623548225;	0.949555605079692;	0.950034123472673;
0.956744780993627;	0.955237096306932;	0.953684707683758;	0.954271075223370;
0.960873950068024;	0.959400169068995;	0.957803516323461;	0.958523663655371;
0.965069118016310;	0.963753715523453;	0.962389787951948;	0.962849285861951;
0.969200199193505;	0.967958271848874;	0.966639269068128;	0.967090108949916;
0.973328382195932;	0.972166079459678;	0.970916557058079;	0.971331515810868;
0.977433582631807;	0.976362389499439;	0.975170696367452;	0.975565695115246;
0.981475914775466;	0.980501354728379;	0.979398878213863;	0.979772738065477;
0.985350759489864;	0.984504581718649;	0.983499483487251;	0.983875094487400;
0.989005424177402;	0.988301421762879;	0.987471892127788;	0.987776127653604;
0.992273227551802;	0.991721280402238;	0.991070450223222;	0.991314813315080;
0.995033496951387;	0.994618379202826;	0.994120163779514;	0.994319450404772;
0.997222486794653;	0.996964996687212;	0.996666515286026;	0.996784899992607;
0.998707806157998;	0.998563220552777;	0.998398187108278;	0.998472485179395;
0.999539415647652;	0.999478750271866;	0.999408883547850;	0.999441495580135;
0.999880594005295;	0.999860951851921;	0.999838001008783;	0.999851287733757;
0.999978480039480;	0.999973796930107;	0.999968080305819;	0.999971852976750;
0.999997783828314;	0.999997184340160;	0.999996494333220;	0.999997161684774;
0.999999874976345;	0.999999831196126;	0.999999773367526;	0.999999834201459;
0.999999994887280;	0.999999992406357;	0.999999988804802;	0.999999991895030;
0.999999999801674;	0.999999999651164;	0.999999999400538;	0.999999999752397;
0.999999999994562;	0.999999999990673;	0.999999999984296;	0.999999999993612;
0.999999999998508;	0.999999999998334;	0.999999999998124;	0.999999999998702;
0.999999999998933;	0.999999999998882;	0.999999999998869;	0.999999999999134;
0.999999999999225;	0.999999999999193;	0.999999999999194;	0.999999999999373;
0.999999999999470;	0.999999999999447;	0.999999999999449;	0.999999999999569;
0.999999999999683;	0.999999999999668;	0.999999999999668;	0.999999999999745;
0.999999999999868;	0.999999999999861;	0.999999999999861;	0.999999999999894;
1.000000000000000;	1.000000000000000;	1.000000000000000;	1.000000000000000;
