0.000013097502761;	0.000018492474435;	0.000031118151224;	0.000023238366376;
0.123972770311151;	0.118399554304131;	0.000000000000000;	0.000000000000000;
0.100620809068616;	0.102389748578134;	0.000000000000000;	0.000000000000000;
0.084354449658993;	0.083717825300214;	0.000000000000000;	0.000000000000000;
0.076128804347598;	0.068883046306180;	0.000000000000000;	0.000000000000000;
0.070323335435425;	0.057225608094842;	0.000000000000000;	0.000000000000000;
0.064206884989049;	0.049112184887562;	0.000000000000000;	0.001858042499956;
0.058829155624830;	0.045082872946831;	0.000000000000000;	0.003716084999912;
0.055101132932081;	0.041737064054636;	0.000000000000000;	0.001705282882379;
0.054872572287389;	0.039018297803127;	0.000000000000000;	0.001342630711190;
0.053388294794951;	0.035909447399167;	0.000000000000000;	0.001544097366944;
0.049785681595693;	0.031921874781306;	0.000000000000000;	0.003160050596207;
0.049176004207802;	0.029392906504644;	0.000000000000000;	0.004382287673639;
0.047388590082277;	0.027796001005973;	0.000000000000000;	0.003057117439015;
0.045676916875777;	0.027380878932602;	0.000000000000000;	0.002588406522426;
0.045225819684250;	0.030331649563406;	0.000000024389419;	0.003523851599415;
0.043589525425068;	0.035316980553248;	0.000000048778839;	0.005454526533968;
0.041919427856625;	0.035236497249162;	0.000000048235236;	0.004297571786724;
0.040826870759662;	0.030622673375958;	0.002176527840926;	0.003753430986983;
0.041167766013336;	0.027083542727051;	0.001940575392013;	0.005375510146857;
0.040938755082764;	0.024360847820383;	0.001925094264251;	0.006296058466281;
0.038479358965934;	0.024260107249955;	0.001849455886960;	0.004898186017289;
0.038589227124990;	0.023722192386538;	0.001702759284513;	0.005813366150465;
0.038988921674685;	0.024052498284088;	0.001709831108308;	0.007375335508251;
0.037920980958558;	0.022977639690955;	0.001568491850808;	0.006425640743164;
0.036651820436476;	0.022883954086098;	0.001447757230851;	0.007272090271604;
0.036955798077870;	0.022754300111312;	0.002513943700829;	0.008228227981381;
0.037466396670291;	0.022439608797318;	0.004862650440121;	0.007656989788428;
0.034605025318954;	0.022214629804958;	0.004054693001761;	0.008679896530800;
0.034941814900818;	0.021403801275426;	0.003631275257791;	0.008645058335204;
0.035334700306585;	0.022051138982135;	0.003500459998545;	0.008836352936294;
