0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217879216071;	0.031224172123105;	0.036721296419572;	0.041361828366550;	0.046178122498019;	0.052046007292289;	0.058993555617247;	0.066726615816240;	0.074728861506525;	0.083389183404421;	0.091798467384503;	0.100549803658412;	0.114067562080245;	0.121881242131390;	0.131763896053334;	0.142301072852976;	0.152228828299417;	0.161120144603253;	0.171555531261535;	0.179520234843690;	0.190657826299338;	0.202522748231997;	0.213530871199699;	0.225997917058485;	0.238269425641353;	0.250387620889194;	0.263169575773199;	0.273126208960104;	0.289655893482946;	0.308491253296273;	0.335778606324225;	0.361269191124768;	0.574120242770529;	0.000000000000000
0.148095237449797;	0.162101874139814;	0.000005260609831;	0.000005615467190;	0.000002370880147;	0.000001751256185;	0.000000634604941;	0.709939250080228;	0.785541991477734;	0.632094380269373;	0.643319912907037;	0.000002307781343;	0.000001155279686;	0.000001029308189;	0.000001190400272;	0.000001961030419;	0.000004868619425;	0.000006389926247;	0.000007697815460;	0.000012999451849;	0.000014337453464;	0.000025564865920;	0.000048447830406;	0.000044988999563;	0.000057982603019;	0.000133391944880;	0.000224976225237;	0.000224451587116;	0.000306449411843;	0.000499975411630;	0.000697790444112;	0.001154262910632;	0.001281035685025;	0.001381790323610;	0.001950569625504;	0.002873814151493;	0.003879929764665;	0.005383452085108;	0.006879124830660;	0.008545558435608;	0.010443575793436;	0.012193791072770;	0.013182951316693;	0.015534762901171;	0.018644817592649;	0.022545307646635;	0.027217880874165;	0.031224176565866;	0.036721303151254;	0.041361836361626;	0.046178131497504;	0.052046017184462;	0.058993566332631;	0.066726627319613;	0.074728873834430;	0.083389196725020;	0.091798481938281;	0.100551323779697;	0.114071233419425;	0.121890540063595;	0.131781948587298;	0.142331264647434;	0.152274728706211;	0.161185611398909;	0.171644637616439;	0.179635816672607;	0.190804441295050;	0.202704258008194;	0.213751067204976;	0.226260022724713;	0.238578928973227;	0.250753264603336;	0.263602540823878;	0.273643959942310;	0.290279905923422;	0.309255327635288;	0.336712582464193;	0.362409903801896;	0.575121832009916;	0.000000000000003
0.148095244209628;	0.162101881744385;	0.000005260610287;	0.000005615467363;	0.000002370986674;	0.000001751320776;	0.000000634622516;	0.709939250095839;	0.785541991494073;	0.632094380284647;	0.643319912929594;	0.003919948361747;	0.000001155349494;	0.000001029372056;	0.000001190466589;	0.000001961125489;	0.000004868792293;	0.000006390112233;	0.000007698041702;	0.000012999727689;	0.000014337750815;	0.000025565304735;	0.000048448461369;	0.000045009729013;	0.000058073599361;	0.000133757435098;	0.000225866436974;	0.000225730021212;	0.000308687138166;	0.000504236189454;	0.000704594611597;	0.001165952867274;	0.001295870991676;	0.001399504446160;	0.001976343243088;	0.002912050077439;	0.003931980546948;	0.005454591951260;	0.006970233900061;	0.008657490108961;	0.010578330754030;	0.012350405742941;	0.013350730291091;	0.015727959386013;	0.018870578271022;	0.022809377827224;	0.027526840963714;	0.031577629854905;	0.037140868991215;	0.041855700696073;	0.046751575306169;	0.052704385531336;	0.059737039678559;	0.067557842976144;	0.075650448480716;	0.084405885134097;	0.092911767269635;	0.101764616543726;	0.115120409577101;	0.123026490422203;	0.133021180089728;	0.143680557651350;	0.153741168234972;	0.162780616094611;	0.173381003979694;	0.181512614145035;	0.192855453457655;	0.204952075233213;	0.216215408131409;	0.228949873569830;	0.241485248063590;	0.253848839032705;	0.266853106063965;	0.277022251849862;	0.293715406087160;	0.312637452579638;	0.340002847020169;	0.365546605899555;	0.577289785544758;	0.000000000000039
0.161529272271784;	0.162247049902833;	0.000005264958217;	0.000005617710493;	0.004537959339808;	0.004602804669718;	0.000000934564789;	0.709939513208117;	0.785542226656319;	0.632094630540794;	0.643320333093568;	0.208715492056902;	0.207094534099958;	0.000002407154573;	0.000002676368400;	0.000004240721330;	0.000008909383514;	0.000010947229507;	0.000013102054812;	0.000020306355217;	0.000022425581299;	0.000037091338904;	0.000065962208329;	0.000061184538459;	0.000076181906970;	0.000166203107680;	0.000271396191988;	0.000269268669102;	0.000362697468984;	0.000581246306194;	0.000801692223666;	0.001302133380939;	0.001441253195347;	0.001548342052824;	0.002165290154470;	0.003160036492425;	0.004235791615254;	0.005833480952624;	0.007420048531316;	0.009176987848426;	0.011172574388616;	0.013011982178140;	0.014028957541847;	0.016474579222201;	0.019708456925414;	0.023753379319653;	0.028592615365191;	0.032755379995302;	0.038439580539085;	0.043251716095136;	0.048245001129466;	0.054309928785698;	0.061470887839090;	0.069425937324192;	0.077655738983516;	0.086554750618968;	0.095199786487153;	0.104192170676111;	0.117527334063694;	0.125534525827654;	0.135646090090561;	0.146409965032108;	0.156557674619244;	0.165662341205296;	0.176294479024057;	0.184395994461596;	0.195698828802239;	0.207723992317971;	0.218885798329997;	0.231494862825449;	0.243891162996728;	0.256133769208055;	0.269036791070962;	0.279130047506206;	0.295747644186595;	0.314585244085139;	0.341891056784099;	0.367370425836148;	0.578554086342609;	0.000000000000120
