0.114375940084834;	0.077423701435398;	0.046110030949244;	0.041085244505880;
0.118923705859769;	0.081448608946341;	0.048525919873151;	0.042913377962725;
0.121986895607714;	0.084012937601464;	0.050046799422111;	0.044093962311974;
0.124548922793166;	0.086200804655724;	0.051345827531184;	0.045091815871587;
0.126799536819582;	0.088066811534651;	0.052446519414896;	0.045949249945559;
0.128889741109935;	0.089757302541870;	0.053437816394084;	0.046730693566843;
0.130816242161491;	0.091261452752261;	0.054313603196220;	0.047433581846642;
0.135802441864862;	0.095850640406589;	0.058317477213086;	0.068990280935987;
0.137535939541485;	0.097205841369550;	0.059107174913653;	0.069660612638234;
0.139212459483645;	0.098504244519973;	0.059861959569162;	0.070301317169442;
0.140988067337948;	0.099843158800137;	0.060635773184493;	0.070958528032678;
0.142641744691879;	0.101086519806334;	0.061354830085674;	0.071597839837015;
0.144267469696052;	0.102285465189447;	0.062049760327856;	0.072289507665723;
0.145943073533335;	0.103499854982691;	0.062750409138871;	0.072966114993402;
0.147536899682462;	0.104661095388145;	0.063418508341109;	0.073584718948622;
0.149212645595348;	0.105887817443664;	0.064124738472954;	0.074238174843501;
0.156582629039205;	0.117130336665941;	0.084538337673154;	0.081090772854775;
0.158438258796296;	0.118637015786465;	0.085429811900053;	0.081944117346024;
0.160256698973757;	0.120101338916444;	0.086349005128530;	0.082730916330662;
0.162031709304161;	0.121471556310074;	0.087187533751639;	0.083500922584154;
0.163894146387358;	0.122869787232796;	0.088054073473944;	0.084416493620496;
0.165690869518042;	0.124188576758143;	0.088859936581527;	0.085219689115676;
0.167486746406177;	0.125576927275312;	0.089716310827607;	0.086028065234088;
0.169414340057985;	0.126974764557248;	0.090569370414964;	0.086977751661281;
0.171391191965413;	0.128510582570752;	0.091520880322469;	0.087947577518671;
0.173318964099561;	0.129894980919500;	0.092358461525679;	0.088840987087140;
0.175340352779231;	0.131492687347004;	0.093348253779833;	0.089941265031132;
0.177484553663856;	0.133075132851780;	0.094431497169460;	0.091014942491106;
0.179694483782405;	0.134827320425294;	0.095593793012105;	0.092170425125320;
0.181715352774453;	0.136361619684251;	0.096617218602139;	0.093319384970834;
0.184058280057968;	0.138159255551972;	0.097782354454788;	0.094521898437232;
0.186276655529732;	0.139851944037789;	0.098899157354179;	0.095794762494250;
0.188630855911413;	0.141731677816894;	0.100182536215812;	0.097122778735334;
0.191101998124088;	0.143627974670868;	0.101476281954981;	0.098560178244912;
0.193607730034107;	0.145643486526132;	0.102883366188082;	0.100038288226763;
0.196078769632390;	0.147602660681835;	0.104226019144993;	0.101553742890774;
0.198865574215421;	0.149828371340968;	0.105734192688494;	0.103216472704864;
0.201447962375516;	0.151949741419777;	0.107248484099708;	0.104862475077135;
0.204305837978065;	0.154270950562064;	0.108917286697369;	0.106693253127075;
0.207197349990841;	0.156628482749749;	0.110611624019678;	0.108528962588495;
0.210099346382766;	0.159063751514190;	0.112407874602692;	0.110531148184325;
0.213313889241158;	0.161724695387156;	0.114353601229478;	0.112601936556935;
0.216438566359702;	0.164318903989373;	0.116281326005266;	0.114767843262216;
0.219605580284369;	0.167036156152357;	0.118314363242670;	0.117006309586566;
0.223080024684321;	0.169926873366190;	0.120485294763106;	0.119397969249222;
0.226562712791288;	0.172885586660941;	0.122728907318104;	0.121896407900494;
0.230048113309221;	0.175955095860689;	0.125070062936149;	0.124538160349388;
0.233795000152246;	0.179129773194238;	0.127508460505085;	0.127251084094723;
0.237721451889446;	0.182493350587893;	0.130095582831392;	0.130181566302507;
0.241390136574545;	0.185833869220584;	0.132728690177212;	0.133150302858122;
0.245503494044282;	0.189395174751941;	0.135545312842348;	0.136326129782590;
0.249771578520605;	0.193157595352640;	0.138485551465620;	0.139708026938698;
0.253892577951255;	0.196942979325585;	0.141555187262368;	0.143142982361234;
0.258360543148340;	0.200882117889503;	0.144718799467832;	0.146809869842934;
0.263004289262173;	0.205068918170709;	0.148107585841543;	0.150656946287030;
0.267511404645072;	0.209257732539183;	0.151549142402900;	0.154621835400726;
0.272370155084201;	0.213686302945983;	0.155237878103878;	0.158947033123326;
0.277418231173693;	0.218326685903703;	0.159093597789241;	0.163387214876731;
0.282395625777629;	0.223038834197579;	0.163080334787253;	0.168049825663428;
0.287634986437579;	0.227895587466518;	0.167228164348521;	0.172875468677808;
0.293081230804908;	0.233031911212656;	0.171623694824385;	0.177912787400759;
0.298561208618488;	0.238372991891311;	0.176291185769413;	0.183194321566871;
0.304394094795428;	0.243887024732630;	0.181078928251042;	0.188699235560253;
0.310204551089476;	0.249460372001969;	0.186094735916768;	0.194427839578701;
0.316148399394678;	0.255317219732570;	0.191372991819635;	0.200326578716662;
0.322497663482114;	0.261503701898177;	0.196932258222725;	0.206624142294789;
0.329040020691824;	0.267852376569142;	0.202689690712211;	0.213073489921428;
0.335365531897112;	0.274166545378213;	0.208552113058140;	0.219696527627207;
0.342346531861247;	0.281057178069598;	0.214967108316772;	0.226793122831839;
0.349268123533145;	0.287961139252392;	0.221433391434316;	0.233967774356914;
0.356123136634060;	0.294988499349193;	0.228185428326859;	0.241357185485222;
0.363575451972500;	0.302397413961745;	0.235302450119509;	0.249200010249006;
0.371202217633968;	0.310126186890521;	0.242795741949457;	0.257122077282059;
0.378499673285168;	0.317855787845407;	0.250423759349520;	0.265242066514351;
0.386442559678999;	0.326005872102773;	0.258416081091174;	0.273827721180108;
0.394711262690417;	0.334421625483458;	0.266787884197085;	0.282614589601302;
0.402974937919573;	0.342852477632253;	0.275293109326486;	0.291460561774659;
0.411110018387456;	0.351484388954900;	0.284084445964257;	0.300551260263666;
0.419901578746076;	0.360595410364511;	0.293345882728238;	0.309953707018302;
0.428723424949593;	0.369860667960087;	0.302889477948550;	0.319570769954073;
0.437218458769146;	0.379044039915652;	0.312477101283474;	0.329274447492585;
0.446386174828760;	0.388637139125253;	0.322570618440526;	0.339261697742563;
0.456057349735599;	0.398830403035132;	0.333489188525337;	0.349703057427876;
0.465792279665008;	0.409126683928059;	0.344466193577326;	0.360341561722067;
0.475089772968057;	0.419246052411554;	0.355276549156364;	0.371004246673534;
0.485275718527851;	0.429867151420581;	0.366448979818585;	0.381893239950843;
0.495385491523422;	0.440561707756533;	0.377884422581012;	0.392978126086319;
0.505707433092314;	0.451418444946184;	0.389552974852115;	0.404279209260157;
0.515723457804205;	0.462280347143532;	0.401324803476634;	0.415650614065129;
0.526480941214624;	0.473699999391219;	0.413602925352869;	0.427403248586858;
0.537386255127343;	0.485195158655869;	0.425823035105083;	0.439323704172373;
0.548400590274279;	0.496926719453328;	0.438469896514587;	0.451328494368743;
0.558992587082901;	0.508445874552752;	0.450953428984672;	0.463314868608685;
0.569997685491278;	0.520273191263521;	0.463784465315864;	0.475630654643603;
0.581496812207291;	0.532385121832939;	0.476786665570100;	0.488226001744985;
0.593054592746100;	0.544632834317227;	0.489935380277109;	0.501033329391841;
0.604624549396342;	0.557028050138258;	0.503234820556698;	0.514020751941497;
0.615481078126644;	0.569107224296861;	0.516436121436642;	0.526914805828163;
0.627220759127075;	0.581684393997384;	0.529980616695654;	0.540183019977814;
0.638896613790963;	0.594318996886874;	0.543750985503277;	0.553575290811310;
0.650400595159524;	0.606901937507665;	0.557589636481684;	0.566872126459183;
