0.071471546843092;	0.043940986664372;	0.020746298011624;	0.018046440105329;
0.073092693941756;	0.045628251270230;	0.021648110400314;	0.018668966703230;
0.074160830494464;	0.046619539980643;	0.022185443046950;	0.019068014117034;
0.075053390161098;	0.047448103111116;	0.022636130821289;	0.019403931076209;
0.075834041067193;	0.048130567032692;	0.023011545002370;	0.019694594401808;
0.076563942218955;	0.048737282082598;	0.023348666005384;	0.019963864884993;
0.077245543456014;	0.049272576051527;	0.023649735332942;	0.020212944002135;
0.078892801493091;	0.050771485189669;	0.024935001033351;	0.031657777058521;
0.079515893939375;	0.051248100303467;	0.025207758863236;	0.031896206149058;
0.080124828371932;	0.051706961784337;	0.025472378198960;	0.032134547097751;
0.080777337800433;	0.052185223124060;	0.025748322476301;	0.032380926847961;
0.081393599012289;	0.052635763877257;	0.026011488092689;	0.032626219607451;
0.082009933751780;	0.053076989579647;	0.026271449805031;	0.032880837086750;
0.082644596926535;	0.053529682872212;	0.026537277767655;	0.033140751937212;
0.083265279746065;	0.053974359787435;	0.026799772413458;	0.033392624985409;
0.083928379382468;	0.054452949473005;	0.027081581423802;	0.033660079191107;
0.086040536422703;	0.058571934270608;	0.036772218511055;	0.035715302010163;
0.086734197934034;	0.059101514291103;	0.037079395201483;	0.036019586519808;
0.087431596989109;	0.059636857770996;	0.037421165237660;	0.036319141510623;
0.088141063091342;	0.060168582128927;	0.037752831921463;	0.036626449491609;
0.088897037750444;	0.060723459883601;	0.038104955436868;	0.036972685156523;
0.089640958191692;	0.061258988903462;	0.038441134365104;	0.037304649053453;
0.090381418823278;	0.061818066852389;	0.038795555839404;	0.037638049865680;
0.091190818632683;	0.062395388268035;	0.039154060914890;	0.038011589488923;
0.092015740266229;	0.063021007189775;	0.039548039066966;	0.038402268184509;
0.092839021503215;	0.063601360152542;	0.039907889582518;	0.038778185439345;
0.093687310566815;	0.064250003631752;	0.040314593203572;	0.039203145580703;
0.094606397069768;	0.064912909148125;	0.040777340131543;	0.039643274946932;
0.095552450187091;	0.065639713477239;	0.041265944323203;	0.040109617294835;
0.096426059692512;	0.066282377666621;	0.041697586489749;	0.040562978335524;
0.097451540171108;	0.067042501568021;	0.042194605707447;	0.041063543840408;
0.098428828444404;	0.067763086234194;	0.042670734460945;	0.041570907456331;
0.099463015623939;	0.068557330358653;	0.043217228538154;	0.042110750522101;
0.100561320356183;	0.069365361944732;	0.043765572874503;	0.042685086190562;
0.101676618349879;	0.070222409897250;	0.044361190049190;	0.043281028606521;
0.102787668597668;	0.071063542034429;	0.044932108770264;	0.043886924099657;
0.104050351866954;	0.072022305985858;	0.045575565055626;	0.044560806332428;
0.105223198032540;	0.072936964341057;	0.046223587945710;	0.045219606526496;
0.106529434842952;	0.073940745096031;	0.046933605899061;	0.045949792245673;
0.107864694724335;	0.074966336945740;	0.047652503713170;	0.046689629297293;
0.109199136349429;	0.076014788565869;	0.048400844918774;	0.047473759164526;
0.110704696270753;	0.077184334656726;	0.049236875358802;	0.048312145518266;
0.112177896292728;	0.078329496930368;	0.050063335945582;	0.049175270405361;
0.113671551137132;	0.079521546812393;	0.050922868595169;	0.050063816060455;
0.115340005716334;	0.080814350906045;	0.051858975504182;	0.051028340126276;
0.117019848088656;	0.082140585260516;	0.052830607642405;	0.052030171650494;
0.118704893383335;	0.083512012401395;	0.053833482127935;	0.053078785557590;
0.120549555581903;	0.084957594476990;	0.054894850240954;	0.054177510189412;
0.122498456486163;	0.086499903256096;	0.056031184070177;	0.055361343483515;
0.124317548270797;	0.088020611280521;	0.057171375458862;	0.056548156562957;
0.126394293901326;	0.089671409554646;	0.058407701890152;	0.057835509062087;
0.128566490596869;	0.091428507070995;	0.059711187350275;	0.059209522316871;
0.130672102027973;	0.093192231602193;	0.061056833612384;	0.060600959622516;
0.132997158375534;	0.095066456383051;	0.062473331403340;	0.062102839993347;
0.135433024803270;	0.097065539945362;	0.063986693935812;	0.063688558833444;
0.137816114476000;	0.099077456193573;	0.065532767848848;	0.065319809970001;
0.140412905196104;	0.101223416368910;	0.067189970597817;	0.067101514072036;
0.143148815938158;	0.103502039047830;	0.068945228112058;	0.068962759053341;
0.145864863145992;	0.105823200642332;	0.070757986542395;	0.070910243797539;
0.148770585164624;	0.108255076090886;	0.072665246660798;	0.072961270361375;
0.151824159047861;	0.110849783427621;	0.074699851211240;	0.075130470502901;
0.154915099537404;	0.113554329158438;	0.076855898738853;	0.077414812951413;
0.158273403051666;	0.116409559757553;	0.079111731262385;	0.079848309887215;
0.161654796877091;	0.119315101445459;	0.081468574691274;	0.082402472956423;
0.165151144630608;	0.122395807349481;	0.083969051773256;	0.085085573171090;
0.168939195932930;	0.125701732098197;	0.086641448376975;	0.088006527019746;
0.172903541498090;	0.129143729592685;	0.089436869643248;	0.091059161375172;
0.176786301173572;	0.132600133936342;	0.092298024564296;	0.094220204668359;
0.181124914881969;	0.136424902560260;	0.095459949758564;	0.097673976106600;
0.185496711114200;	0.140322375441366;	0.098698007781271;	0.101226901467614;
0.189882951321906;	0.144325691686700;	0.102091356311435;	0.104930053566307;
0.194734842550863;	0.148630026346407;	0.105730048749077;	0.108937803618060;
0.199761245881581;	0.153175534530409;	0.109600214592116;	0.113067427605891;
0.204630136335825;	0.157774990667382;	0.113585669368894;	0.117348277865160;
0.210022515396683;	0.162730271038603;	0.117850567603056;	0.121977999643889;
0.215740580066623;	0.167939880038330;	0.122378654410540;	0.126826845982561;
0.221559637187722;	0.173256067807997;	0.127054319795669;	0.131818466369295;
0.227375264961068;	0.178785040106401;	0.131971180714229;	0.137050248706345;
0.233750072567119;	0.184729569609770;	0.137248606345701;	0.142601212131160;
0.240238314721688;	0.190872822619700;	0.142777756029160;	0.148401124827258;
0.246598899872665;	0.197078301380080;	0.148446315065769;	0.154386078338585;
0.253600312637736;	0.203700434235189;	0.154534425138445;	0.160720913101775;
0.261057324362037;	0.210818009704977;	0.161196095654017;	0.167478830798130;
0.268705703457165;	0.218175402109363;	0.168084085362477;	0.174543746457432;
0.276183549655131;	0.225592038094523;	0.175077004784887;	0.181818144210302;
0.284490804779969;	0.233543867795236;	0.182497302932047;	0.189454441749716;
0.292849779973303;	0.241682513090801;	0.190238004527340;	0.197397143149512;
0.301543370152289;	0.250118486712927;	0.198329434540451;	0.205698268484306;
0.310163147343249;	0.258751128063655;	0.206713816577782;	0.214266445319378;
0.319515318729069;	0.267974353554341;	0.215651665205600;	0.223316029397010;
0.329153527729624;	0.277464126316842;	0.224807591061614;	0.232716432960708;
0.339034330967413;	0.287313587309026;	0.234471500233596;	0.242394067880277;
0.348762612000424;	0.297224475995272;	0.244288922252346;	0.252298347304741;
0.358996805336921;	0.307568219052054;	0.254592469476951;	0.262670022370243;
0.369834321233140;	0.318355224388905;	0.265288131255155;	0.273490533720166;
0.380898457887244;	0.329455159213701;	0.276349403297652;	0.284706605103819;
0.392157768421148;	0.340895525918370;	0.287794436010508;	0.296298324918987;
0.403036708312711;	0.352321121275302;	0.299446104809248;	0.308067381592496;
0.414843565282497;	0.364359823851274;	0.311617350147497;	0.320345700884337;
0.426799880166213;	0.376672373036943;	0.324241149729125;	0.332952599510119;
0.438810663745576;	0.389171995351386;	0.337194965469371;	0.345699382723504;
0.450842649306211;	0.401795643268720;	0.350309728086979;	0.358769592219604;
0.462376460219512;	0.414368581776792;	0.363540627101316;	0.372020963813396;
0.474799099944335;	0.427458805392311;	0.377251801909394;	0.385712097189730;
0.486513947942058;	0.440291801545476;	0.390958419202666;	0.399398435816659;
0.498526601243287;	0.453357790249147;	0.404993515665669;	0.413340499850063;
0.510381692804620;	0.466222011836011;	0.419015749619220;	0.427293269957892;
0.522180308850838;	0.479134688272043;	0.433135193122633;	0.441293926940917;
0.534015985403540;	0.492076372550057;	0.447306318155039;	0.455318439553519;
0.545998591017120;	0.505155177320758;	0.461656619210428;	0.469267439939775;
0.557909168810816;	0.518245555853564;	0.476128471357637;	0.483239346950455;
0.569627938134886;	0.531122491341387;	0.490281800120979;	0.497055476452545;
0.581137234903936;	0.543810701817273;	0.504249020509314;	0.510767945666239;
0.592427893549474;	0.556327820343322;	0.518122930816118;	0.524258895604027;
0.603451375119204;	0.568623368466991;	0.531768139234835;	0.537600162379771;
0.614561525111550;	0.580877254697738;	0.545355077807813;	0.550818786048586;
0.625370437764784;	0.592822872208238;	0.558607466351755;	0.563766908458616;
0.635984586622657;	0.604541748971137;	0.571671902084686;	0.576473513886033;
0.646277057847928;	0.615951148391663;	0.584449681724041;	0.588837257245407;
0.656286666395619;	0.627088521625240;	0.596872918686941;	0.600867638395204;
0.666003832498144;	0.637892344558593;	0.608917715527508;	0.612532838076916;
0.675423477345715;	0.648410858571676;	0.620691720201736;	0.623916041865554;
0.684465737105394;	0.658558734214302;	0.632093981213153;	0.634946420331356;
0.693433987920495;	0.668454543468785;	0.643071270810993;	0.645588118290115;
0.702064535629702;	0.677987748056495;	0.653666610533278;	0.655861142725252;
0.710385071179362;	0.687193142827381;	0.663923702044473;	0.665847850089303;
0.718345076232295;	0.695996098622463;	0.673738783082923;	0.675207901495584;
0.726013301764136;	0.704461367062755;	0.683154895223643;	0.684321030497101;
0.733468077360824;	0.712648418396426;	0.692220661611512;	0.693105824528453;
0.740663305454400;	0.720543609829305;	0.700898333354651;	0.701589714212214;
0.747620684175260;	0.728180129976375;	0.709283724127846;	0.709959599714226;
0.754428829980543;	0.735628550165064;	0.717457571559747;	0.718489763647432;
0.760948348119799;	0.742809722480388;	0.725339388564876;	0.726664339155610;
0.767521406443496;	0.749862794452394;	0.733000525209909;	0.734609074587705;
0.773991360379262;	0.756798785803105;	0.740471942877890;	0.742402055115462;
0.780054443493507;	0.763325655249352;	0.747475223952663;	0.747935855443127;
0.786185852609249;	0.769920399321182;	0.754511848611948;	0.755133899548226;
0.792392681143059;	0.776580939588160;	0.761636962702236;	0.763757996634563;
0.798266566365136;	0.782897566086970;	0.768419060622749;	0.770460409335058;
0.804030566564535;	0.789067940489516;	0.775032068860410;	0.776979227069369;
0.809648292822990;	0.795092771911147;	0.781445999055302;	0.782829264680361;
0.815285926169121;	0.801128103071691;	0.787843694485014;	0.789579267931870;
0.820796915846444;	0.807050155800995;	0.794159225301560;	0.795932605427099;
0.826183946027620;	0.812836921794858;	0.800349421893173;	0.802065665213064;
0.831501321536676;	0.818541522053971;	0.806430047406711;	0.807949740809821;
0.836749718114667;	0.824190156677800;	0.812449551479906;	0.813924804033647;
0.841946213835931;	0.829787699600060;	0.818416286157398;	0.819781429616229;
0.847049919454107;	0.835324925483799;	0.824301740192099;	0.825775102483386;
0.852313265763785;	0.840898253027235;	0.830185217211841;	0.831586668869530;
0.857531391681896;	0.846412131599095;	0.835998799087572;	0.837252164030137;
0.862737089001581;	0.851932735690194;	0.841812788170480;	0.843153065536264;
0.867895884364416;	0.857402137407501;	0.847566407426521;	0.848790593781187;
0.872978439072182;	0.862793009937383;	0.853251744021572;	0.854571325146123;
0.878020906700854;	0.868146162677821;	0.858893821314793;	0.860191388730274;
0.883028634592866;	0.873463398478313;	0.864522843302190;	0.865769130324003;
0.887989391616681;	0.878707559710997;	0.870001606076859;	0.871276082185771;
0.892920685122638;	0.883952749747805;	0.875529323756158;	0.876793718418875;
0.897818441650631;	0.889188159501121;	0.881104171276977;	0.882277538776568;
0.902653236221896;	0.894285657700025;	0.886426004586043;	0.887655163008443;
0.907473381854763;	0.899408078387889;	0.891810300378582;	0.893065803299306;
0.912272170362856;	0.904554981253059;	0.897368676885922;	0.898455721994692;
0.916944305271407;	0.909448934828770;	0.902519186943338;	0.903724291331635;
0.921728015064463;	0.914562188132840;	0.907831568403758;	0.909052995361597;
0.926546884103603;	0.919798309843580;	0.913535692310019;	0.914505419862473;
0.931137912258197;	0.924652500665868;	0.918568554920363;	0.919669004418812;
0.935814575085227;	0.929656469140935;	0.923831970957202;	0.924932293739454;
0.940464031506387;	0.934688646240619;	0.929199937206391;	0.930190136056302;
0.945083532609756;	0.939682041602073;	0.934517207690209;	0.935417097318278;
0.949719819788007;	0.944698004930638;	0.939831151060269;	0.940686637913927;
0.954458023132033;	0.949982216170659;	0.945728080003250;	0.946105926995498;
0.959010762433562;	0.955062723811678;	0.951388239207902;	0.951327483465945;
0.963378636952154;	0.959849984676183;	0.956595622646468;	0.956364020245133;
0.967521487745554;	0.964323076587435;	0.961294159982459;	0.961159455134848;
0.971623437000237;	0.968772880329674;	0.965971411617131;	0.965933022062697;
0.975712286578296;	0.973345289020009;	0.971036972599616;	0.970721032265969;
0.979487541435964;	0.977509649650890;	0.975512211604536;	0.975169026600469;
0.983048920113662;	0.981468139896142;	0.979804956595067;	0.979411415808649;
0.986313477418504;	0.985122290470782;	0.983781434414130;	0.983362400506835;
0.989241628206791;	0.988317010572110;	0.987263704281267;	0.986913451742835;
0.991860037909341;	0.991183024534845;	0.990376632017814;	0.990121571935511;
0.994247560562756;	0.993761938821741;	0.993182273380593;	0.992985061086039;
0.996222366826568;	0.995896869643893;	0.995503724284727;	0.995370272635927;
0.997747931140449;	0.997546498054150;	0.997295651628232;	0.997223768143176;
0.998847324147999;	0.998747300476802;	0.998623966368659;	0.998583295335238;
0.999502520166494;	0.999459226778393;	0.999405758617814;	0.999390368875062;
0.999832117804709;	0.999817836728351;	0.999799927786494;	0.999794964335182;
0.999957091877301;	0.999953298040496;	0.999948474859453;	0.999947737503139;
0.999991921005522;	0.999991111970914;	0.999990048019038;	0.999990046444398;
0.999999121101983;	0.999999024031668;	0.999998905297695;	0.999998950165455;
0.999999942294888;	0.999999934770174;	0.999999924385721;	0.999999930297651;
0.999999996819081;	0.999999996274317;	0.999999995479648;	0.999999995833053;
0.999999999789584;	0.999999999741132;	0.999999999663498;	0.999999999758216;
0.999999999977164;	0.999999999974459;	0.999999999970606;	0.999999999974030;
0.999999999987192;	0.999999999986481;	0.999999999985547;	0.999999999985631;
0.999999999990645;	0.999999999990163;	0.999999999989521;	0.999999999989582;
0.999999999993435;	0.999999999993115;	0.999999999992690;	0.999999999992675;
0.999999999995769;	0.999999999995562;	0.999999999995286;	0.999999999995254;
0.999999999997746;	0.999999999997632;	0.999999999997484;	0.999999999997496;
0.999999999999227;	0.999999999999193;	0.999999999999145;	0.999999999999152;
1.000000000000000;	1.000000000000000;	1.000000000000000;	1.000000000000000;
