0.119173260124501;	0.079930198150770;	0.045474711139612;	0.039874031057429;
0.122737946814471;	0.083393034272476;	0.047478515683017;	0.041284924003710;
0.125056043605864;	0.085490462553147;	0.048674317623807;	0.042154564763051;
0.126983789892935;	0.087264597771548;	0.049685745487751;	0.042883970332463;
0.128650034938322;	0.088736664958724;	0.050518009604918;	0.043496125630089;
0.130173371761663;	0.090038345606281;	0.051249139623733;	0.044043101633396;
0.131560175568406;	0.091170069630807;	0.051879934497799;	0.044526709503258;
0.135843477902675;	0.095213118238713;	0.055463867539919;	0.067506178411386;
0.137072432263280;	0.096213428840897;	0.056021386917256;	0.067963879175739;
0.138256342720902;	0.097164344803335;	0.056550412729307;	0.068403662065897;
0.139504684599016;	0.098133193213999;	0.057086557757619;	0.068848977030094;
0.140662105459472;	0.099023737830812;	0.057580332942500;	0.069288725154744;
0.141793270791771;	0.099872929991270;	0.058053535529558;	0.069780069343145;
0.142966938452960;	0.100735379116395;	0.058531861159856;	0.070256586223281;
0.144078054817758;	0.101557344444090;	0.058987210037368;	0.070682771873683;
0.145243423973887;	0.102427829235707;	0.059470916485141;	0.071135140324173;
0.151569129766892;	0.113152180025025;	0.080565814807405;	0.077331464036348;
0.152887307376093;	0.114287659158718;	0.081209486971583;	0.077956712858186;
0.154174243680331;	0.115377876728401;	0.081884948283153;	0.078516733394408;
0.155414733456913;	0.116369210897463;	0.082482403147980;	0.079065223828930;
0.156709092002385;	0.117366327586451;	0.083097694865214;	0.079745746597536;
0.157953734066761;	0.118297773823884;	0.083661799006833;	0.080324798502992;
0.159204770068194;	0.119285565356588;	0.084266416237528;	0.080901031047284;
0.160543323470676;	0.120276092805044;	0.084864470348534;	0.081607670561543;
0.161917916088204;	0.121369887581938;	0.085537548298855;	0.082322958690200;
0.163258169012832;	0.122348941067163;	0.086122582088403;	0.082972936003722;
0.164663878301690;	0.123483643806505;	0.086816993024095;	0.083798777760512;
0.166159936059372;	0.124619340921511;	0.087617960657070;	0.084598842393729;
0.167698539905799;	0.125870428487014;	0.088459856743809;	0.085452975778442;
0.169108242030899;	0.126960143670176;	0.089196133125878;	0.086326548455821;
