0.006277020998328;	0.003460133176509;	0.001966853365005;	0.000993127495957;
0.007013883548077;	0.003979645772252;	0.002273150901984;	0.001125726049091;
0.007578257257641;	0.004384106504786;	0.002512112668007;	0.001228212047751;
0.008067861233711;	0.004739876801776;	0.002722672766252;	0.001317811679493;
0.008527940263728;	0.005073796779461;	0.002920271426390;	0.001401952412796;
0.008962033368126;	0.005390493636140;	0.003107707900212;	0.001480881642814;
0.009385532348894;	0.005698846573837;	0.003291205132961;	0.001566196539117;
0.009799676553659;	0.005999617950517;	0.003470341483022;	0.001651300802161;
0.010209312916259;	0.006298270562935;	0.003647640987839;	0.001730259852568;
0.010615386880957;	0.006593133933867;	0.003822584964148;	0.001808196279831;
0.011020351502203;	0.006887604800631;	0.003997257398255;	0.001885417135096;
0.011424692780634;	0.007181184098933;	0.004172147792048;	0.001968813550135;
0.011835157473227;	0.007478864927566;	0.004350035210252;	0.002058138272701;
0.012239481602290;	0.007771629619674;	0.004524084184964;	0.002138987804995;
0.012654129905289;	0.008071230224428;	0.004702114893073;	0.002221518712298;
0.013075778531316;	0.008376212793531;	0.004884025808573;	0.002310786000454;
0.013499890913422;	0.008683565734076;	0.005067785812400;	0.002405301658132;
0.013927512262278;	0.008994638044273;	0.005254947754986;	0.002496187207062;
0.014368035507943;	0.009317368347968;	0.005453425179245;	0.002588630529132;
0.014822381837859;	0.009647841986580;	0.005654520660844;	0.002693292253026;
0.015278314845293;	0.009985131800884;	0.005863306972551;	0.002797130712700;
0.015745107796371;	0.010327925451086;	0.006073321725182;	0.002900220929087;
0.016224201213717;	0.010680989592437;	0.006292265103095;	0.003010542955362;
0.016719347245831;	0.011048859880137;	0.006519999802893;	0.003128766100473;
0.017212765130183;	0.011415173062284;	0.006747449135080;	0.003243115055661;
0.017734789243047;	0.011802065822980;	0.006987326885209;	0.003368173529302;
0.018262731248128;	0.012199829733777;	0.007240409594068;	0.003497727623454;
0.018801214641732;	0.012607764118903;	0.007506546713582;	0.003630008066834;
0.019373624103108;	0.013039998277940;	0.007788034370629;	0.003773644778951;
0.019932791645370;	0.013464609158797;	0.008066010147118;	0.003915544637132;
0.020527847011417;	0.013921829528158;	0.008365029475176;	0.004068070449135;
0.021136031387700;	0.014382074612884;	0.008668164532106;	0.004225887904044;
0.021764656324121;	0.014869803541925;	0.008994978017939;	0.004391448626981;
0.022402770628525;	0.015362406902936;	0.009327902090025;	0.004562322296173;
0.023076226138300;	0.015884421303851;	0.009681138778174;	0.004744031320651;
0.023753816957617;	0.016413579493211;	0.010041132448110;	0.004930352566068;
0.024463494479676;	0.016967669293799;	0.010420417589033;	0.005127026445351;
0.025193513772374;	0.017543032891905;	0.010819245669703;	0.005333116748415;
0.025947247627077;	0.018136946217426;	0.011234270263979;	0.005547417619698;
0.026734497723183;	0.018760032587792;	0.011668045567505;	0.005773191181304;
0.027524694360667;	0.019391627738128;	0.012114479050941;	0.006006962866620;
0.028374527646406;	0.020068048360256;	0.012594884746116;	0.006256237685196;
0.029228115095390;	0.020755126580502;	0.013086622444504;	0.006513253098739;
0.030112828297288;	0.021470780655420;	0.013601349383403;	0.006783896860878;
0.031053328951677;	0.022227869106500;	0.014149462646221;	0.007070979665404;
0.031988605677734;	0.022996004476018;	0.014711948221409;	0.007365888928352;
0.032993557032337;	0.023811166899356;	0.015309190024074;	0.007680612919417;
0.034019093549573;	0.024655167547987;	0.015934399199385;	0.008009585803293;
0.035061958104410;	0.025520355213106;	0.016580695171000;	0.008350841935060;
0.036194031362339;	0.026448375815285;	0.017273132061828;	0.008716705120480;
0.037318054156955;	0.027389856208423;	0.017986113731972;	0.009093281048289;
0.038492794860780;	0.028374669429381;	0.018736586020386;	0.009490789441742;
0.039744837247196;	0.029419148211787;	0.019533397519017;	0.009913126790401;
0.040995880772113;	0.030481254142161;	0.020356107021535;	0.010348775509553;
0.042327602516325;	0.031608120400548;	0.021229332075489;	0.010812324999193;
0.043701530902726;	0.032778439153659;	0.022144348069546;	0.011298356121682;
0.045110939713066;	0.033988529562692;	0.023099326909084;	0.011806766818425;
0.046604323013573;	0.035265785207848;	0.024109774380469;	0.012344586416453;
0.048126670360197;	0.036587919597758;	0.025168241366960;	0.012907819337725;
0.049718118511426;	0.037968637422861;	0.026278763618858;	0.013499273292740;
0.051384725206252;	0.039416568776889;	0.027449642590095;	0.014123662945297;
0.053081554964497;	0.040912656177744;	0.028673059340069;	0.014774140665505;
0.054867757315856;	0.042483531932934;	0.029962600391777;	0.015461699002704;
0.056730143636969;	0.044127159100644;	0.031319921886048;	0.016185019110477;
0.058635188344065;	0.045829697382598;	0.032741371584997;	0.016940186264564;
0.060640978762398;	0.047617358384236;	0.034240924190838;	0.017738296037229;
0.062710506001428;	0.049476386571391;	0.035812762866173;	0.018574536379539;
