0.006277020998328;	0.003460133176509;	0.001966853365005;	0.000993127495957;
0.006955210438262;	0.003937951824244;	0.002248544011579;	0.001115121448799;
0.007482210870875;	0.004314627022521;	0.002471015041373;	0.001210679078046;
0.007936175740380;	0.004644578010691;	0.002666299634769;	0.001293767788362;
0.008363762842422;	0.004953989246657;	0.002849326981222;	0.001371835305075;
0.008765807461084;	0.005247725376909;	0.003023289398228;	0.001445636167690;
0.009153726349350;	0.005529870244748;	0.003190294012268;	0.001516664455356;
0.009536426186141;	0.005808734900020;	0.003356852230632;	0.001598717989449;
0.009909871420679;	0.006079638393890;	0.003517860310860;	0.001672795624008;
0.010281823300632;	0.006351119617147;	0.003679002062503;	0.001744133673391;
0.010650377169310;	0.006618539971480;	0.003837656256872;	0.001814894010321;
0.011018329723265;	0.006886135631243;	0.003996384152386;	0.001885017225451;
0.011385302340714;	0.007152597985829;	0.004155078612383;	0.001960362382520;
0.011759144611262;	0.007423772127553;	0.004317215289911;	0.002042434113819;
0.012125331364760;	0.007689029551487;	0.004474967321432;	0.002116053236667;
0.012499610065509;	0.007959703031545;	0.004635899687627;	0.002191161326793;
0.012880292499230;	0.008234526034940;	0.004799206166001;	0.002267004257098;
0.013265524228301;	0.008513864898826;	0.004966538484350;	0.002354178274594;
0.013651152655126;	0.008793284671289;	0.005133458133861;	0.002437759046693;
0.014042218730013;	0.009078441418049;	0.005305950791101;	0.002520345149608;
0.014445544691815;	0.009374051864159;	0.005488269178955;	0.002605516259382;
0.014859496932733;	0.009675023365386;	0.005671161108964;	0.002701884496146;
0.015273704195316;	0.009981732355973;	0.005861213694626;	0.002796098888994;
0.015697328198318;	0.010292801235082;	0.006051649823445;	0.002889490091981;
0.016130031498147;	0.010611326046235;	0.006249160627594;	0.002988270117465;
0.016579180252965;	0.010944495043809;	0.006455218329694;	0.003095886627385;
0.017027853711812;	0.011278581236864;	0.006662772328533;	0.003200417177121;
0.017480993049120;	0.011613252121904;	0.006870295663988;	0.003305787298729;
0.017976739279631;	0.011983243386690;	0.007100836904811;	0.003428287897232;
0.018444219604472;	0.012337609974206;	0.007330109584391;	0.003541892460453;
0.018947071799222;	0.012718037989679;	0.007578575935075;	0.003666326965286;
0.019469373852130;	0.013112456852422;	0.007835285434305;	0.003797861524438;
0.019976567423849;	0.013498051874305;	0.008087908577377;	0.003926711486849;
0.020518821312506;	0.013914954430511;	0.008360519973835;	0.004065743137488;
0.021070103496219;	0.014331446606024;	0.008634549784496;	0.004208680240111;
0.021641112380656;	0.014774415134764;	0.008930712514841;	0.004358598188051;
0.022211896549213;	0.015214518002232;	0.009228169922977;	0.004511276428712;
0.022821301214874;	0.015687291201097;	0.009547163928913;	0.004674681097628;
0.023432092803819;	0.016160397556679;	0.009869155999911;	0.004841612421406;
0.024057389103063;	0.016652612718971;	0.010203974799794;	0.005014444301500;
0.024715943126296;	0.017164263357182;	0.010556194577847;	0.005197557034549;
0.025381702200376;	0.017692284727413;	0.010923260977179;	0.005386715716013;
0.026072977413192;	0.018236024020645;	0.011303478450922;	0.005583299649982;
0.026790941889898;	0.018804944567189;	0.011699515790658;	0.005789628623846;
0.027508299920642;	0.019378554285199;	0.012105215882051;	0.006002135154068;
0.028279802589940;	0.019992287201627;	0.012540890273161;	0.006228134570077;
0.029054606350778;	0.020614612841077;	0.012985757582484;	0.006460322623393;
0.029841381767130;	0.021253073857234;	0.013444952136312;	0.006701793946904;
0.030695183620495;	0.021937098331348;	0.013937312301318;	0.006960032077782;
0.031540437302306;	0.022626214817574;	0.014441491140486;	0.007223759361139;
0.032406000597244;	0.023339208099175;	0.014963202881998;	0.007498182759914;
0.033349299444476;	0.024098556854397;	0.015520842884963;	0.007792175995183;
0.034274607602738;	0.024868109042758;	0.016093175371652;	0.008093176730277;
0.035233216568995;	0.025661592957428;	0.016686245113114;	0.008406641742639;
0.036269396721782;	0.026510724549894;	0.017319963779110;	0.008741443173534;
0.037289421887992;	0.027365841537565;	0.017967862061035;	0.009083627629817;
0.038350884619459;	0.028256325603882;	0.018646551657825;	0.009443075704266;
0.039488013592309;	0.029202633221082;	0.019366738324402;	0.009824851861289;
0.040612758507157;	0.030156162910921;	0.020104412912898;	0.010215477328107;
