0.070158772668740;	0.046442958275053;	0.024540220137304;	0.021134380848861;
0.072131714728509;	0.048422949143520;	0.025624397235630;	0.021874757743204;
0.073417939478938;	0.049619568293670;	0.026272361468625;	0.022343072209078;
0.074497700008032;	0.050615283181074;	0.026812436422798;	0.022737588520376;
0.075427315716293;	0.051430175537640;	0.027257011165400;	0.023074133902185;
0.076311399454739;	0.052161818087516;	0.027657357716906;	0.023387151756666;
0.077101146625823;	0.052799043474041;	0.028009059491176;	0.023669097579466;
0.079149067316735;	0.054673762857722;	0.029614078679523;	0.036446653928786;
0.079888354257268;	0.055246774457307;	0.029930881201981;	0.036718597976320;
0.080620660296209;	0.055799206381391;	0.030236661834849;	0.036988546412691;
0.081373910953843;	0.056361307504894;	0.030551388099642;	0.037264657103423;
0.082095515308125;	0.056889803540523;	0.030848825391654;	0.037542744883865;
0.082824092028219;	0.057403853006118;	0.031139427392433;	0.037835102137600;
0.083538310168964;	0.057916133501672;	0.031432142226663;	0.038125235485914;
0.084255895397495;	0.058424512796520;	0.031721452014156;	0.038404221344685;
0.085023044467907;	0.058970897116294;	0.032033402001919;	0.038704495529158;
0.087743505955381;	0.064124491608814;	0.043507317214565;	0.041347718737868;
0.088562044480037;	0.064748279104463;	0.043857398926852;	0.041700446939315;
0.089358937889179;	0.065366579821828;	0.044240080299458;	0.042037618062547;
0.090186947254571;	0.065973834153117;	0.044608111869489;	0.042386160456352;
0.091057226457153;	0.066608520242746;	0.045000672273250;	0.042787593230115;
0.091917537415858;	0.067217945650003;	0.045372343603679;	0.043163177316802;
0.092755945261390;	0.067848276486891;	0.045762587675977;	0.043536738632064;
0.093677105172735;	0.068496995822164;	0.046156729608511;	0.043964092289070;
0.094638847467959;	0.069211310876128;	0.046596365379578;	0.044411974337521;
0.095543925173101;	0.069850722625873;	0.046985533159021;	0.044828787955128;
0.096525139084835;	0.070582944379513;	0.047434279113371;	0.045317346491859;
0.097554744049119;	0.071323411444595;	0.047944587353973;	0.045812581853997;
0.098622520046522;	0.072138632396207;	0.048485740313315;	0.046339093605632;
0.099612900110808;	0.072862922924366;	0.048961746395102;	0.046853032543651;
0.100757904219997;	0.073713986057369;	0.049510538051231;	0.047412413594029;
0.101871367626732;	0.074526345953038;	0.050037261758678;	0.047985883837027;
0.103011355202996;	0.075411837604553;	0.050639610516329;	0.048586431421821;
0.104236539865272;	0.076314482698938;	0.051245949681316;	0.049229728285403;
0.105495390815443;	0.077280030797810;	0.051908173100006;	0.049897142141900;
0.106716830145387;	0.078211146541946;	0.052535122324404;	0.050570891364133;
0.108115188271250;	0.079280985748535;	0.053247225705039;	0.051322390110705;
0.109434504404134;	0.080303691789085;	0.053962559020285;	0.052059511444592;
0.110853302147660;	0.081413675603693;	0.054746765801176;	0.052873515737739;
0.112348517731292;	0.082558179823388;	0.055544203638162;	0.053701118600925;
0.113798635236827;	0.083717610017486;	0.056374003621642;	0.054579076074696;
0.115434800691100;	0.085007607520347;	0.057296573918436;	0.055511916677122;
0.117078194055485;	0.086283158344180;	0.058212213806927;	0.056483532351904;
0.118678428212291;	0.087589830972284;	0.059158849135421;	0.057474029723299;
0.120484942056649;	0.089009019624037;	0.060190233830561;	0.058551322201794;
0.122337960502980;	0.090478239720649;	0.061263555332977;	0.059679397084028;
0.124133199558845;	0.091973496071892;	0.062362431996042;	0.060851871997601;
0.126128256024597;	0.093557905769478;	0.063528925899261;	0.062082274792040;
0.128216246452825;	0.095240779852243;	0.064775283506998;	0.063409484760980;
0.130185548784191;	0.096904490703571;	0.066024309207855;	0.064740103851675;
0.132412198596077;	0.098700628703839;	0.067380714734609;	0.066182397294857;
0.134742592076430;	0.100613869757929;	0.068808623808771;	0.067723925223325;
0.136976079519406;	0.102523626047660;	0.070278833478424;	0.069276659090016;
0.139454792470995;	0.104551554409619;	0.071825563975228;	0.070957160026626;
0.142039526921003;	0.106710958758296;	0.073478238495445;	0.072727437064217;
0.144542679465510;	0.108870555602833;	0.075157950364346;	0.074542800277637;
0.147310670795345;	0.111188014512949;	0.076968681077403;	0.076537465637915;
0.150192326416050;	0.113634421326170;	0.078878385867652;	0.078607959003298;
0.153020026360739;	0.116112669009750;	0.080844776326308;	0.080769584390298;
0.156089087123177;	0.118714923820321;	0.082914860227564;	0.083044047324918;
0.159287903465697;	0.121486399682823;	0.085121618134549;	0.085439648602073;
0.162488833394011;	0.124358908413340;	0.087455561678085;	0.087949574369050;
0.166000248437243;	0.127393724484684;	0.089893227266545;	0.090614323614791;
0.169513886200380;	0.130470205617518;	0.092437664147781;	0.093392311156414;
0.173100704434896;	0.133719346944661;	0.095130857178471;	0.096282013337155;
0.177034108950654;	0.137213592768208;	0.098008647484761;	0.099415715692478;
0.181122696762999;	0.140839309008060;	0.101013397540316;	0.102672972520728;
0.185073640172232;	0.144454826041991;	0.104075009259104;	0.106035749775304;
0.189544651136777;	0.148470534760018;	0.107466581832533;	0.109724795088895;
0.194047547561310;	0.152556547048889;	0.110929684945833;	0.113520331962966;
0.198464369394296;	0.156714211338952;	0.114543409497024;	0.117456867205351;
0.203417649164687;	0.161197953345190;	0.118419159865895;	0.121723453476512;
0.208549995867695;	0.165926061177014;	0.122536368270679;	0.126112225657540;
0.213460503308626;	0.170684142624742;	0.126757603569865;	0.130647489391719;
0.218979146072055;	0.175829736901512;	0.131275319257516;	0.135559761833757;
0.224738709607394;	0.181195807642849;	0.136053320003726;	0.140676623992144;
0.230584204040941;	0.186653062316218;	0.140971097102888;	0.145921202122974;
0.236377025968709;	0.192303283613403;	0.146120744805728;	0.151389810655176;
0.242796216860635;	0.198397192169771;	0.151651152049034;	0.157185410447253;
0.249342948424085;	0.204691482430671;	0.157434886243165;	0.163221695951726;
0.255712877363468;	0.211009501863757;	0.163330788623326;	0.169417630535317;
0.262664997693573;	0.217724047374782;	0.169648123840179;	0.175948738968934;
0.270088914363986;	0.224953368375103;	0.176568644762433;	0.182908543587862;
0.277696143908471;	0.232410514462645;	0.183695743402163;	0.190163490329682;
0.285056244012775;	0.239876972474211;	0.190882658797044;	0.197593405182792;
0.293283209702189;	0.247886530481324;	0.198498318309710;	0.205385180147007;
0.301587996128042;	0.256081052519863;	0.206427279515791;	0.213471146749200;
0.310146134067946;	0.264534212029308;	0.214683715838618;	0.221891333033016;
0.318582190328647;	0.273148408042485;	0.223202917626948;	0.230548803536341;
0.327775244145985;	0.282369082819769;	0.232287030237277;	0.239691722489865;
0.337246913468693;	0.291838565299652;	0.241565174824576;	0.249159397533217;
0.346938833626089;	0.301639730931255;	0.251337957902765;	0.258874653519372;
0.356429074192705;	0.311454789321260;	0.261219461482718;	0.268777068227751;
0.366436331560411;	0.321699548058474;	0.271581754405959;	0.279133775679903;
0.376999539816615;	0.332363841324394;	0.282313862209199;	0.289917208939254;
0.387795617104356;	0.343329439126730;	0.293390698020506;	0.301066337983534;
0.398764912276337;	0.354611503930286;	0.304821813257025;	0.312561607290522;
0.409291787654523;	0.365817264583224;	0.316406011527109;	0.324187199819740;
0.420758324408423;	0.377642400995381;	0.328502154328268;	0.336320116833590;
0.432353538766999;	0.389715439137880;	0.341019078821577;	0.348758777122236;
0.443971867256360;	0.401939961145525;	0.353825521208873;	0.361308019102565;
0.455600069206469;	0.414265669746204;	0.366758333569239;	0.374159294370449;
0.466694496987607;	0.426498699514817;	0.379760811023295;	0.387155946710183;
0.478684294789502;	0.439262253918076;	0.393247858733618;	0.400601813609264;
0.489931927019179;	0.451720827833680;	0.406682925385939;	0.413996986993241;
0.501470195056962;	0.464392394748435;	0.420426156822447;	0.427629917362193;
0.512836492891990;	0.476833939946905;	0.434122784296839;	0.441243101908017;
0.524153999352651;	0.489310985525808;	0.447897510898078;	0.454886526840002;
0.535507102265990;	0.501808984476849;	0.461707554834693;	0.468529127058463;
0.546993576725609;	0.514435401307206;	0.475683407855149;	0.482073682823929;
0.558416597016406;	0.527062510741025;	0.489755815985702;	0.495609224257370;
0.569652370053980;	0.539461277903749;	0.503480510132152;	0.508963455655124;
0.580701785879463;	0.551673487421278;	0.517001933620655;	0.522206795091503;
0.591563699327962;	0.563722540349459;	0.530415954142195;	0.535219043657592;
0.602194965148902;	0.575565331078752;	0.543594769252380;	0.548077969319137;
0.612907418280113;	0.587387490590630;	0.556726317463121;	0.560830460233318;
0.623337567181966;	0.598916334986005;	0.569532576692760;	0.573330970432729;
0.633619305642224;	0.610242286857697;	0.582165518886378;	0.585620147154637;
0.643607224442958;	0.621283482713676;	0.594530850428104;	0.597591425432042;
0.653352338242516;	0.632092051690745;	0.606574317843552;	0.609262704682296;
0.662840779055415;	0.642591544012178;	0.618264315225933;	0.620592640084644;
0.672084018654398;	0.652841999050519;	0.629713578014104;	0.631683272555127;
0.681011467458198;	0.662763169694216;	0.640821446596980;	0.642441216671447;
0.689860571696086;	0.672467305639222;	0.651546533166674;	0.652843803407216;
0.698400170778620;	0.681836244056450;	0.661917796059354;	0.662909726752362;
0.706662000295669;	0.690905852374421;	0.671980933344650;	0.672720070890263;
0.714583894897790;	0.699594835836212;	0.681626676629706;	0.681932220387664;
0.722225584445230;	0.707964353768787;	0.690895879270296;	0.690915547127410;
0.729684513209563;	0.716072498613317;	0.699835470953021;	0.699593818424819;
0.736894553325108;	0.723907424119119;	0.708405910674260;	0.707987493230597;
0.743881428843551;	0.731495876016704;	0.716696528728501;	0.716274644077587;
0.750749046720705;	0.738916658840603;	0.724795840217592;	0.724745115871713;
0.757393052688131;	0.746099207516491;	0.732617495479486;	0.732891119132360;
0.764048404172203;	0.753163690525932;	0.740235369638313;	0.740799372299939;
0.770611376050601;	0.760116642144671;	0.747681408035120;	0.748586846067656;
0.776758225888426;	0.766644049559266;	0.754644002139815;	0.754146994440681;
0.782972282828953;	0.773248207878937;	0.761649753189726;	0.761336849994676;
0.789292317288539;	0.779932426678555;	0.768762587700630;	0.769959246683134;
0.795255934457443;	0.786255181715704;	0.775511585645653;	0.776647741515214;
0.801101340794707;	0.792420781858793;	0.782078047589396;	0.783134555828748;
0.806801080909559;	0.798433857806309;	0.788435243962777;	0.788955452276936;
0.812533246393802;	0.804460261675008;	0.794773833348572;	0.795649535788090;
0.818146475649060;	0.810374788882911;	0.801025822434972;	0.801953429556386;
0.823634323356053;	0.816153731274576;	0.807149785090550;	0.808037927712212;
0.829051751684643;	0.821837960226560;	0.813158264321825;	0.813873320112873;
0.834407220122641;	0.827474770724561;	0.819104392314016;	0.819791988529142;
0.839725732512837;	0.833065088773278;	0.825001932169819;	0.825605601837596;
0.845025922760946;	0.838623960754587;	0.830825508217322;	0.831559944671828;
0.850429736443394;	0.844220587244389;	0.836660554600947;	0.837350638914442;
0.855789893299308;	0.849750074853918;	0.842430950816685;	0.843002097346041;
0.861156568415840;	0.855305426834947;	0.848206747595763;	0.848880760516144;
0.866476647362982;	0.860811752971789;	0.853928970263658;	0.854512598959412;
0.871727974847915;	0.866242901975175;	0.859583446332667;	0.860280159883056;
0.876943738755013;	0.871636896872309;	0.865192423844400;	0.865888048378403;
0.882124660923433;	0.876982226138687;	0.870781728760648;	0.871448516650669;
0.887263360238262;	0.882264814121002;	0.876220165137131;	0.876933540742290;
0.892386720822488;	0.887555957009494;	0.881711251232053;	0.882431381689016;
0.897485932898568;	0.892840032576330;	0.887249522241060;	0.887893822607577;
0.902506797392262;	0.897971995771063;	0.892531674765704;	0.893248058437671;
0.907530962676725;	0.903145111865766;	0.897875666928778;	0.898638764925413;
0.912542482807958;	0.908342048032300;	0.903389827574748;	0.904007776392219;
0.917427115841527;	0.913299642845321;	0.908490412162283;	0.909251231511975;
0.922450137946560;	0.918466345871759;	0.913772346707160;	0.914577827784869;
0.927507098572274;	0.923775849330467;	0.919448714017538;	0.920025375985475;
0.932315957420475;	0.928684165177121;	0.924445612919656;	0.925163809568968;
0.937207563123319;	0.933724806610239;	0.929662403774490;	0.930399847100082;
0.942089190609431;	0.938806107975801;	0.934982470600985;	0.935630257840674;
0.946941552116585;	0.943845074203390;	0.940243082726796;	0.940817495614341;
0.951808930765519;	0.948894527312107;	0.945497423100362;	0.946042116438561;
0.956780989858444;	0.954214396382018;	0.951314857741486;	0.951399030947413;
0.961511411935066;	0.959263728148032;	0.956812073945348;	0.956486707006142;
0.965972200678369;	0.963930757212220;	0.961771839216861;	0.961310310424348;
0.970206571420116;	0.968283360378551;	0.966220425242525;	0.965874072067061;
0.974414727871524;	0.972610096427543;	0.970650195237623;	0.970422507886359;
0.978621650864786;	0.977061966120248;	0.975429225558713;	0.974979271456788;
0.982461133838531;	0.981085676979580;	0.979621494047874;	0.979175573102241;
0.986016193200866;	0.984849447283422;	0.983597626631240;	0.983137273107456;
0.989180956093497;	0.988261625511521;	0.987226493144757;	0.986771333856603;
0.991848117875606;	0.991121705312067;	0.990303813816698;	0.989944244292719;
0.994088644219172;	0.993588779388859;	0.992990500122152;	0.992737857711893;
0.996055920482492;	0.995720277965760;	0.995318167700762;	0.995130488854074;
0.997578791277306;	0.997372607213533;	0.997123166957625;	0.997000081324454;
0.998644564946761;	0.998528211982809;	0.998383333455197;	0.998317095642205;
0.999341360218889;	0.999288454906347;	0.999223401311954;	0.999188563803841;
0.999726772737587;	0.999705519270898;	0.999679365531421;	0.999666055978529;
0.999910461655380;	0.999903855837275;	0.999895605759970;	0.999891398261362;
0.999977475051020;	0.999975792881447;	0.999973660517179;	0.999972840685593;
0.999995758338360;	0.999995408027930;	0.999994948185555;	0.999994852062504;
0.999999536693932;	0.999999494652025;	0.999999443332342;	0.999999452993825;
0.999999968334735;	0.999999964954933;	0.999999960275814;	0.999999962101764;
0.999999998089637;	0.999999997825386;	0.999999997441562;	0.999999997549455;
0.999999999858683;	0.999999999833407;	0.999999999793342;	0.999999999835910;
0.999999999983360;	0.999999999981610;	0.999999999979166;	0.999999999980222;
0.999999999990721;	0.999999999990122;	0.999999999989339;	0.999999999988941;
0.999999999993367;	0.999999999992954;	0.999999999992405;	0.999999999992136;
0.999999999995504;	0.999999999995235;	0.999999999994878;	0.999999999994651;
0.999999999997245;	0.999999999997081;	0.999999999996862;	0.999999999996708;
0.999999999998641;	0.999999999998560;	0.999999999998455;	0.999999999998401;
0.999999999999576;	0.999999999999555;	0.999999999999527;	0.999999999999517;
1.000000000000000;	1.000000000000000;	1.000000000000000;	1.000000000000000;
