0.002380952380952;	0.002380952380952;	0.002380952380952;	0.001190476190476
0.001247585226915;	0.000940805935287;	0.000557613479092;	0.000463682721712
0.158257407649102;	0.138354197319026;	0.083398073124536;	0.064225274261888
0.110480562501779;	0.094560757698066;	0.056855839961843;	0.044233614927920
0.088034246899259;	0.073801783916952;	0.044254480791749;	0.034788183904827
0.071918752469000;	0.058649634825424;	0.035041286948066;	0.027929748317573
0.084325104722935;	0.070409869671829;	0.046098398480121;	0.046610022558063
0.072410717509748;	0.058478923008293;	0.037716238454737;	0.039013065615553
0.048563250617631;	0.036958326991524;	0.021926120269160;	0.018991551543463
0.044408403740187;	0.033022730361370;	0.019566587237522;	0.017788071946424
0.061533093506877;	0.052045653148425;	0.034387272374368;	0.029208666692567
0.062017902702750;	0.055471712557721;	0.038501340863900;	0.031639014737609
0.039271841525340;	0.030071307068693;	0.018614435852123;	0.017534105880021
0.036058312776542;	0.026842989972379;	0.016750860466880;	0.016320340867815
0.036309669433360;	0.027497979745854;	0.017251814345306;	0.017044976862667
0.035362357963550;	0.027042411404128;	0.017367615771486;	0.017550508356660
0.033239438128631;	0.025033974671380;	0.016625820693032;	0.017188750794575
0.034006448640719;	0.026284343858075;	0.017580080321440;	0.018146637907227
0.033636860120601;	0.026428274993958;	0.018007925756877;	0.018846785854728
0.033146469665585;	0.026267669789159;	0.018185010806393;	0.019283511961894
0.032837385504136;	0.026498783089975;	0.018632131669703;	0.020005050315405
0.032565701284666;	0.026651472291205;	0.019349659088667;	0.020599938918912
0.032654887568125;	0.027144613845652;	0.020097338677996;	0.021365777966366
0.032263162967682;	0.027052534735517;	0.020246471533661;	0.021828495853998
0.032372856641963;	0.027393914863208;	0.020834229650187;	0.022432740436052
0.031810262283795;	0.027610335265465;	0.021254391212956;	0.023006978035637
0.031792124020364;	0.028097351382581;	0.021786230706069;	0.023724339812610
0.031500920431379;	0.027750384801169;	0.021853875834576;	0.024288939826178
0.030874511701661;	0.027943178207892;	0.022303686295603;	0.024900659342466
0.030801850133539;	0.028131155543572;	0.022833572616431;	0.025657754617311
0.030754339432808;	0.028095312477532;	0.023165081970435;	0.026264811314597
0.030206721660367;	0.028316618012819;	0.023624182905221;	0.026870279766845
0.030158427655336;	0.028471619828843;	0.024121297116696;	0.027551560344301
0.030195833205096;	0.028536854823952;	0.024524080227160;	0.028338455943722
0.029710383955045;	0.028905563588140;	0.025220762870324;	0.028975664732618
0.029511520613745;	0.029105152293384;	0.025808860019364;	0.029418248983537
0.029264569575390;	0.028769961984795;	0.025955161284630;	0.029820342009636
0.028684630980843;	0.028658948177871;	0.026310192865905;	0.030047938242823
0.028295290569277;	0.028904064730652;	0.026882444486612;	0.030313603869890
0.028251408945356;	0.029012623081527;	0.027294955538967;	0.030730510334129
0.027976902112069;	0.028749002132724;	0.027530254356405;	0.030998949315771
0.027364543545156;	0.028456230572529;	0.027810047166129;	0.031163767539054
0.026786707424567;	0.028360103107676;	0.027971037955969;	0.030911419166447
0.026216439916163;	0.028255174050283;	0.028239522407147;	0.030646386656763
0.025949105306738;	0.028157262238710;	0.028720674896361;	0.030794357385470
0.025592155283059;	0.027832472688125;	0.028877886683955;	0.030732343331036
0.024963922666179;	0.027309515348232;	0.028908422993929;	0.030470717781191
0.024316964590323;	0.026743204463251;	0.028542044849415;	0.030091852952400
0.023706874651686;	0.026411190580203;	0.028317951899407;	0.029387290509685
0.023047912247258;	0.026041725967765;	0.028316289902129;	0.028751068520792
0.022245286217591;	0.025404819606196;	0.028032619034436;	0.028347750390685
0.021771520476914;	0.024887782504856;	0.027740938372624;	0.027892063391046
0.021324523631205;	0.024324735505856;	0.027339934142222;	0.027313200381877
0.020566196823045;	0.023571911602833;	0.026781736470657;	0.026620431185637
0.019788815007816;	0.022759455203318;	0.026153101991190;	0.025907558846721
0.019253609471561;	0.022218585738450;	0.025682819154167;	0.025286395120831
0.018794559146739;	0.021778180031642;	0.025187569148147;	0.024558582894767
0.018088767351205;	0.021058127831027;	0.024494709168873;	0.023365202155800
0.017291116576333;	0.020243800841999;	0.023748610444018;	0.022325536000779
0.016628022201243;	0.019450778259749;	0.022936550894907;	0.021599391038150
0.016072910438458;	0.018740661237853;	0.022145783268285;	0.020897924679064
0.015473912401425;	0.018059863919852;	0.021380700028936;	0.020213842905424
0.014828737693627;	0.017367544813727;	0.020627600123904;	0.019476116586222
0.014261388771944;	0.016734089636059;	0.019893032035426;	0.018740614702589
0.013788230318153;	0.016119613444928;	0.019148821575145;	0.017996436554139
0.013272884797260;	0.015464263229606;	0.018377082746352;	0.017243109128048
0.012668812968976;	0.014718202409561;	0.017450551553425;	0.016472695891039
0.012059852267391;	0.013964479472334;	0.016552938405212;	0.015668324243103
0.011609154358165;	0.013440305165321;	0.015934067586519;	0.015034814381526
0.011191255830631;	0.012980679069732;	0.015342027610132;	0.014479724618978
0.010700029443092;	0.012434032470747;	0.014678060071661;	0.013854104287051
0.010234830220878;	0.011900709348796;	0.014033971938109;	0.013238931823832
0.009793232087892;	0.011378345109633;	0.013388330056389;	0.012598402646181
0.009383007465281;	0.010876214452923;	0.012756190769655;	0.011894272096519
0.009038579464445;	0.010440845316195;	0.012205762639273;	0.011393432140450
0.008721965725026;	0.010058420494165;	0.011731228079615;	0.011071406101718
0.008368296585060;	0.009671878361999;	0.011271618905116;	0.010678976443844
0.008002115223140;	0.009279143606506;	0.010820178626079;	0.010288570580603
0.007640439993928;	0.008881912728655;	0.010370046341168;	0.009901226928062
0.007272520029359;	0.008475351732384;	0.009915403965755;	0.009477762466276
