0.107316930462521;	0.069828662874771;	0.041692631361636;	0.038163222248820;
0.115905219434652;	0.075850816821385;	0.045233198698636;	0.041215999149600;
0.122131937097241;	0.080101346298118;	0.047713106430621;	0.043385452079014;
0.127428737003146;	0.083802103458404;	0.049877687417762;	0.045253107511245;
0.132189301987001;	0.087105111714312;	0.051804412502663;	0.046921786232989;
0.136782842897745;	0.090273845612114;	0.053647174698244;	0.048521734243629;
0.141151440896813;	0.093244139873735;	0.055369114031345;	0.050029743268003;
0.148080378872447;	0.098878744294075;	0.059824700012461;	0.068807688054250;
0.152059980682059;	0.101627783588928;	0.061420926593347;	0.070236466555182;
0.155968406562855;	0.104363788482452;	0.063011527219385;	0.071638780864229;
0.160155384577928;	0.107275127959066;	0.064700143265512;	0.073124202047631;
0.164053031018352;	0.110031649440544;	0.066302183164764;	0.074542017045162;
0.168126971175639;	0.112894462396150;	0.067996556215198;	0.076494841204531;
0.172049639182010;	0.115713094764426;	0.069677628121328;	0.078520261122213;
0.175907800099267;	0.118468077080602;	0.071283454592985;	0.080009186387290;
0.180030684545648;	0.121435618735983;	0.073012974769667;	0.081586684538409;
0.190134790520261;	0.134653384976013;	0.094773964013443;	0.089848064440630;
0.194629063445127;	0.138168657385699;	0.096932839663650;	0.092816852457150;
0.198807377291502;	0.141452729638410;	0.098939651048390;	0.094742364652945;
0.202988755412012;	0.144644804794678;	0.100858514681724;	0.096528974535859;
0.207681581544605;	0.148239110947131;	0.103109305097038;	0.099889177140727;
0.212127172081800;	0.151645901772819;	0.105210981500792;	0.102629865464797;
0.216345483639561;	0.155082388474744;	0.107321222850940;	0.104911084633180;
0.221009859080306;	0.158634209394634;	0.109510449224718;	0.107830772878158;
0.225919797308223;	0.162667723629690;	0.112047837231763;	0.111464512148101;
0.230438488828867;	0.166184873058801;	0.114218067628286;	0.114360651652347;
0.235306502575571;	0.170309554776265;	0.116834120349297;	0.118320938743007;
0.240360702817871;	0.174278478521960;	0.119434129720055;	0.122072182559919;
0.245591398100743;	0.178758681128198;	0.122334081530747;	0.126033088443929;
0.250313039639172;	0.182745383145111;	0.124988040577202;	0.130340592094763;
0.255767959900457;	0.187328579708653;	0.127939994408932;	0.134383684482528;
0.260883011093030;	0.191647458612047;	0.130779661563216;	0.138823133538248;
0.266119093093147;	0.196307388033343;	0.133892787694924;	0.143267181544407;
0.271807084154158;	0.201172545189470;	0.137232961842515;	0.148303166406047;
0.277405758837570;	0.206212890307398;	0.140753026187006;	0.153142883792100;
0.282734929769598;	0.210989112863224;	0.144074326041592;	0.158085322759444;
0.288923476885061;	0.216575249460204;	0.148004699351152;	0.163632627339243;
0.294443389117297;	0.221696044760101;	0.151647552359248;	0.168546535494000;
