0.000000000000000;	0.013151936682660;	0.006261777403456;	0.002711611572336;
0.002595278424998;	0.002076448094152;	0.001112273589563;	0.000851201892822;
0.002190567668983;	0.001774378663209;	0.000950461196117;	0.000723355892706;
0.001937290194652;	0.001503038362227;	0.000800319745353;	0.000625000383153;
0.001810643755345;	0.001371168581295;	0.000728549776766;	0.000578453001372;
0.001725898945648;	0.001242249774638;	0.000656255240366;	0.000537264824212;
0.004316948616995;	0.003870005120241;	0.003337416438948;	0.024873678466334;
0.001533737505948;	0.001106121296329;	0.000587812621915;	0.000503933545026;
0.001504955521546;	0.001099410688927;	0.000585440339696;	0.000502713173239;
0.001615218387912;	0.001155696649459;	0.000615297138495;	0.000526784881609;
0.001492703205338;	0.001077322658433;	0.000577463059689;	0.000516080351248;
0.001581735926237;	0.001123624903216;	0.000626058518385;	0.001081508008472;
0.001544896253981;	0.001129789221894;	0.000642213762454;	0.001272554524145;
0.001506118679416;	0.001077116107607;	0.000582709511248;	0.000563168643451;
0.001600471128284;	0.001166926606296;	0.000633337394162;	0.000596967651978;
0.006206250453714;	0.010998371059986;	0.023212507548308;	0.006110930951223;
0.001834306500453;	0.001554936808281;	0.000893858858102;	0.001809813259021;
0.001684913115650;	0.001408616762145;	0.000827917603573;	0.000808594205739;
0.001651416393423;	0.001302304808932;	0.000750698448790;	0.000715235907931;
0.001859153237751;	0.001454176899740;	0.000895032219468;	0.001873227578178;
0.001753163599860;	0.001357877113853;	0.000811666334672;	0.001332045856756;
0.001682937207169;	0.001382807107559;	0.000821674459542;	0.000958920248779;
0.001860014771293;	0.001431045363570;	0.000852049909998;	0.001401184633276;
0.001946092082837;	0.001618344766478;	0.000986233004579;	0.001727574553951;
0.001817220789686;	0.001414695619105;	0.000837471759902;	0.001225504858317;
0.001946062285764;	0.001653647748995;	0.001010179394026;	0.001837745985356;
0.002038705321706;	0.001617855573870;	0.001073352471213;	0.001592480162760;
0.002099508536244;	0.001810934430433;	0.001161786964331;	0.001658489602402;
0.001919600957765;	0.001610788790153;	0.001070236268409;	0.001865507204226;
0.002196655742837;	0.001828752557290;	0.001153611173815;	0.001595833446498;
0.002079888522077;	0.001740785659304;	0.001123999877284;	0.001856929948421;
0.002149751851417;	0.001891106630671;	0.001266076290907;	0.001757637123904;
0.002323350836269;	0.001967815598698;	0.001367388824173;	0.002016364782122;
0.002307455491062;	0.002061155339925;	0.001477043357818;	0.001919668293644;
0.002218413003764;	0.001946122349426;	0.001354793600388;	0.001955126421612;
0.002561936837203;	0.002271270876543;	0.001609433714187;	0.002165132323157;
0.002317788794473;	0.002111538320737;	0.001534190172019;	0.001939957233871;
0.002610506755713;	0.002389024085838;	0.001874573599313;	0.002517137332957;
0.002542405642963;	0.002284393527108;	0.001716745212110;	0.001967743930985;
0.002585346490286;	0.002444207933430;	0.001959505104496;	0.002664309138162;
0.002808830184280;	0.002586165291270;	0.002037583894401;	0.002201879025526;
0.002784538265546;	0.002597318794605;	0.002182207955092;	0.002593005339820;
0.002718908651458;	0.002635055465936;	0.002191188232094;	0.002421347130956;
0.003034531102381;	0.002847583660345;	0.002462701247522;	0.002641144345355;
0.003008288417020;	0.002867056973607;	0.002483218614459;	0.002674263943235;
0.002971108819901;	0.002952634938796;	0.002580109499537;	0.002901019720738;
0.003190083505137;	0.003027180237005;	0.002707563950487;	0.002733873984984;
0.003303545885014;	0.003163347381888;	0.002871116053028;	0.003065535847485;
0.003074071802582;	0.003154493485046;	0.002926965476184;	0.002983798291641;
0.003491023724494;	0.003430138487669;	0.003320817518865;	0.003191388929346;
0.003585663635072;	0.003521697632168;	0.003237650698873;	0.003366445566714;
0.003413032624544;	0.003559506850346;	0.003532412299584;	0.003267690456092;
0.003660257758843;	0.003584356159641;	0.003461335316441;	0.003515190673551;
0.003797565326410;	0.003808961710344;	0.003680478841934;	0.003524559297701;
0.003622280648809;	0.003737366544769;	0.003690866970524;	0.003645074231010;
0.004007351771246;	0.004050241057733;	0.004066285013308;	0.004191153990364;
0.004058075139080;	0.004091825321493;	0.004061534118938;	0.003899157779826;
0.003979751088368;	0.004130799105830;	0.004168343132575;	0.004270665413944;
0.004155980753226;	0.004189549864941;	0.004258623609953;	0.004242531296487;
0.004294080443522;	0.004377407105072;	0.004407208938372;	0.004235023688609;
0.004335473118207;	0.004599324162475;	0.004806463959436;	0.004476525092638;
0.004524531512809;	0.004543085054731;	0.004552027056116;	0.004423474468144;
0.004525113838142;	0.004659137520756;	0.004988702292746;	0.004678894820192;
0.004575796719332;	0.004793764375152;	0.005013157764821;	0.004649879482019;
0.004899579694754;	0.005018795839115;	0.005148383142928;	0.004938396411785;
0.004997177037322;	0.005044236692365;	0.005132394138083;	0.004912096053889;
0.004778190630660;	0.004949287517588;	0.005111420193582;	0.004996117029258;
0.005348388133854;	0.005439681208106;	0.005644807735819;	0.005385289244629;
0.005159323806515;	0.005228508494238;	0.005343568434128;	0.005231050881842;
0.005121508760379;	0.005347524282078;	0.005606366003493;	0.005393600787725;
0.005622943397473;	0.005642593778408;	0.005823911858189;	0.005760513979065;
0.005719454760892;	0.005816787912259;	0.006001672356273;	0.005591398840977;
0.005404543423738;	0.005711998155589;	0.005922198791839;	0.005730504535110;
0.005945179532638;	0.006016800820045;	0.006100268599588;	0.006078793675063;
0.006161391924536;	0.006177814657676;	0.006332135722827;	0.006142989182956;
0.006131116702927;	0.006104935143517;	0.006252004171817;	0.006057341588340;
0.006026691230499;	0.006226328589934;	0.006385761207964;	0.006232046759675;
0.006564374857986;	0.006578080131077;	0.006655916569817;	0.006422399743535;
0.006613916845499;	0.006686374207420;	0.006804099427910;	0.006571231638952;
0.006314479215224;	0.006543258605939;	0.006672662634495;	0.006595634918012;
0.006891075626912;	0.006900372204384;	0.007075491173490;	0.006819535453370;
0.007344002027391;	0.007423043486503;	0.007772158356589;	0.007211533054348;
0.007418723658193;	0.007476344330134;	0.007679513709077;	0.007386457107093;
0.007063118202758;	0.007289924988549;	0.007404893181476;	0.007421595677081;
0.007823162836172;	0.007707840371835;	0.007647132851195;	0.007588585904903;
0.007824635835896;	0.007804693847677;	0.007835120358087;	0.007794473702902;
0.008011781549487;	0.007968308311232;	0.008020429212782;	0.008021441502333;
0.007827676690382;	0.008010192113164;	0.008107487565292;	0.008141225865978;
0.008502033283038;	0.008524712903948;	0.008545937154967;	0.008506630658143;
0.008684040026795;	0.008641801612321;	0.008523423086016;	0.008707165375993;
0.008838952453644;	0.008898834530112;	0.008922553598086;	0.008843275649225;
0.008578563573443;	0.008815333254568;	0.008877653185291;	0.008942516397116;
0.009015330417693;	0.009169055249747;	0.009255585375993;	0.009302994350891;
0.009445086944085;	0.009471604406438;	0.009481911183632;	0.009615559885462;
0.009647033125605;	0.009714460418511;	0.009731773030270;	0.009909564958482;
0.009726658123697;	0.009929586454475;	0.009969717972326;	0.010160414575641;
0.009238820954570;	0.009770237251915;	0.010018446463380;	0.010213074468177;
0.010067189178806;	0.010307144135249;	0.010439866628746;	0.010616171185103;
0.010126598613485;	0.010474375806205;	0.010762344346027;	0.010844365229085;
0.010091446866322;	0.010558990696435;	0.010970772564646;	0.010896517465083;
0.010045350885726;	0.010597726769537;	0.011033673674754;	0.011101008439555;
0.009487943893305;	0.010434303454651;	0.011027664825256;	0.011160366706769;
0.010279601317703;	0.010886552562092;	0.011426724502062;	0.011504870406694;
0.009541388233505;	0.010542017123072;	0.011323067941758;	0.011407262352328;
0.009723255669070;	0.010667281278742;	0.011533051187067;	0.011538273771325;
0.009521295258742;	0.010416531192544;	0.011443633027889;	0.011466848872883;
0.009435211714440;	0.010400218651612;	0.011468249760484;	0.011437477918634;
0.009429267394304;	0.010377048210546;	0.011455557779668;	0.011381539052749;
0.009511908712329;	0.010439432137690;	0.011536378068888;	0.011246087057295;
0.009421902486211;	0.010384580623751;	0.011527999344926;	0.011146605425840;
0.009245554052912;	0.010175920426029;	0.011230767056866;	0.010949370101790;
0.009076399485654;	0.010008579772664;	0.011048374019043;	0.010818570932111;
0.008907490375547;	0.009860961892704;	0.010930977396368;	0.010606521913884;
0.008699031614812;	0.009673703256448;	0.010724020637448;	0.010455391828362;
0.008793547781603;	0.009655190797468;	0.010662393138469;	0.010362830589725;
0.008588498177899;	0.009439246896315;	0.010423148125712;	0.010176890121072;
0.008467030506838;	0.009286968348862;	0.010277515202644;	0.010015481335924;
0.008249145550104;	0.009078804502793;	0.010074553155638;	0.009769117872399;
0.008087903883145;	0.008925652246082;	0.009866226886564;	0.009577432440728;
0.007914753319511;	0.008724029008096;	0.009636437328672;	0.009345094735010;
0.007737387104046;	0.008561472980614;	0.009475346824890;	0.009175546628108;
0.007484541231741;	0.008324326507568;	0.009237160037088;	0.008916193216141;
0.007496198904749;	0.008207154879911;	0.009005553467466;	0.008714733979853;
0.007278699367520;	0.007985561029806;	0.008784810420448;	0.008508082343331;
0.007076517880978;	0.007779421200445;	0.008582347868539;	0.008322504281098;
0.006845090173140;	0.007529675091862;	0.008320699805505;	0.007996412193246;
0.006640071802674;	0.007302851041540;	0.008071298232006;	0.007815328097727;
0.006503114829639;	0.007120650857369;	0.007848363924895;	0.007597249408010;
0.006325585359030;	0.006922695278508;	0.007595140940030;	0.007385989163729;
0.006162098659780;	0.006736859799346;	0.007379654893272;	0.007249394794549;
0.006067189668888;	0.006604271569212;	0.007217113168529;	0.007212449475391;
0.005884156139798;	0.006437943179031;	0.007026619786049;	0.007022582199652;
0.005989235997946;	0.006409476369711;	0.006914322115980;	0.006906879587444;
0.005971560723062;	0.006407594635377;	0.006857538009520;	0.007072495801473;
0.005700151029371;	0.006152914652312;	0.006610919301847;	0.005997105122135;
0.005711457966260;	0.006163240846370;	0.006617501868921;	0.006747050550842;
0.005698186690266;	0.006145207603686;	0.006600428109722;	0.007137587842583;
