0.137192450712024;	0.090094608855194;	0.087010539902302;	0.052899136783994;
0.091982115812454;	0.078683670995804;	0.041778922886880;	0.032084189887733;
0.075947209647634;	0.066448627496319;	0.035218975417836;	0.026788935873234;
0.062974176367690;	0.054555126496313;	0.028827782448860;	0.022005722552985;
0.055043926563155;	0.046070418148050;	0.024254951920833;	0.018767375011594;
0.049206460516862;	0.039600299265156;	0.020778896478135;	0.016339503084973;
0.066030275038270;	0.054279026091242;	0.031540388417588;	0.029510577932825;
0.058339638212607;	0.047781960703113;	0.027445790218794;	0.026858271855082;
0.037673843515745;	0.029529517721231;	0.015468086201924;	0.013140695819036;
0.036889428544121;	0.028253475777620;	0.014772160926715;	0.012546890093303;
0.035387604470854;	0.026560749505767;	0.013880075533979;	0.012138528712318;
0.032739648911442;	0.024191682403694;	0.012693252116907;	0.012220795240887;
0.031910960769077;	0.023022377831882;	0.012103587010341;	0.012240829090493;
0.030541718244024;	0.021867367203916;	0.011457185813830;	0.011062829824203;
0.029489759097202;	0.021261840953509;	0.011118240017702;	0.010472259877466;
0.047791638464664;	0.038483804690618;	0.021745210872864;	0.019300843225268;
0.049369852199989;	0.045166514515997;	0.026302731671142;	0.024011229239300;
0.029847176949199;	0.024570996438027;	0.013611002010472;	0.012467489573027;
0.028210035721661;	0.022379227803959;	0.012742288022307;	0.011383687892246;
0.027598868741607;	0.020915031954425;	0.011899848789503;	0.011999741794038;
0.026848182148024;	0.019661011790983;	0.011229703616354;	0.011898119339054;
0.025472935181214;	0.018998091704521;	0.010792339704771;	0.010721795176176;
0.025509895681400;	0.018889373771532;	0.010730291480975;	0.011351026713827;
0.025863837175082;	0.019190622680592;	0.010924833001275;	0.012167046475417;
0.025012138838765;	0.018422340739586;	0.010433519631795;	0.011319795570287;
0.024435126165003;	0.018185603495920;	0.010278167768606;	0.011705432408124;
0.024895563433431;	0.018814371222743;	0.011521901986601;	0.012531043171084;
0.025171487566237;	0.018995174138584;	0.012207602645038;	0.012350644533290;
0.023555482003031;	0.018076814151348;	0.011373167871930;	0.012469324840738;
0.023453859197387;	0.017661871346190;	0.010977454113610;	0.012287648301520;
0.023764653080947;	0.017968991274690;	0.011070426670605;	0.012494897241003;
0.023024056762612;	0.017799838186491;	0.011296763805530;	0.012772455865975;
0.023487172672690;	0.018212562317302;	0.011828176507692;	0.013114503099180;
0.023411373903348;	0.018217016347821;	0.011990717275118;	0.013416562113147;
0.022605693115420;	0.017943777688766;	0.011802527389126;	0.013343906922942;
0.023019131386358;	0.018206218079573;	0.011750864519315;	0.013683789868627;
0.022716561553866;	0.018358646942175;	0.012141645708525;	0.013800394443005;
0.022247101916890;	0.018116776697424;	0.012431773787712;	0.014036573646846;
0.022777757901024;	0.018453161283122;	0.012734230791744;	0.014333925856545;
0.022164094448553;	0.018303501192524;	0.012813186575119;	0.014525535346054;
0.022565769565307;	0.018800024507072;	0.013295372875857;	0.014920524090717;
0.022646172038471;	0.018727575572271;	0.013309516790806;	0.014995653742356;
0.021712804628901;	0.018332279022971;	0.013179382021842;	0.015130246564780;
0.022123045511942;	0.018705198121122;	0.013543595048094;	0.015351775811913;
0.022439305496257;	0.018834558297530;	0.013760785383830;	0.015683282567469;
0.021680461301048;	0.018827425676264;	0.013820708931180;	0.015976505375300;
0.021741444421556;	0.018841931583854;	0.013954177336144;	0.016096029839363;
0.022335169216396;	0.019008146884991;	0.014182363365948;	0.016366600682950;
0.021280099094981;	0.018924984750795;	0.014265899975520;	0.016599422466032;
0.021053301725055;	0.018819110249570;	0.014429619670930;	0.016710590801271;
0.022003766639458;	0.019260567916566;	0.014721840663337;	0.017225070095285;
0.021234117877216;	0.019257273225003;	0.014879009313690;	0.017337817718759;
0.021008761096468;	0.019022966977680;	0.014955285393249;	0.017458743768096;
0.021584358101213;	0.019304869456935;	0.015172593067089;	0.017850367942733;
0.020909966164167;	0.019299360734525;	0.015325795618388;	0.017955950979033;
0.020670482563549;	0.019170229961923;	0.015480707814214;	0.018425340497575;
0.021168204452629;	0.019477010648185;	0.015853488855153;	0.018842837673606;
0.020681991924199;	0.019457177577541;	0.015941322051022;	0.018910193244068;
0.020369822941800;	0.019225972930957;	0.016010635441478;	0.019066730681116;
0.020611025064717;	0.019384677717408;	0.016261061684822;	0.019127316436482;
0.020339224336234;	0.019696683016963;	0.016694261069114;	0.019329875695018;
0.020352870639825;	0.019718162907566;	0.016857266007865;	0.019527496679294;
0.020291097639568;	0.019421140901068;	0.016923077638788;	0.019659326166755;
0.019778160101959;	0.019364777663983;	0.017216619093654;	0.019665207808532;
0.019977475607232;	0.019746199484896;	0.017509539509275;	0.019906112899550;
0.020299178229825;	0.019855192002208;	0.017682264802529;	0.020110189293409;
0.019575045064165;	0.019388671763263;	0.017584449391409;	0.019940104800878;
0.019541386605104;	0.019517088380766;	0.017958698744286;	0.020208470315292;
0.019792828558358;	0.019734178790645;	0.018249167341149;	0.020315366723896;
0.018942137452486;	0.019281374987842;	0.018124277906383;	0.020042600195142;
0.019024110982266;	0.019287749095691;	0.018407943616876;	0.020251496454579;
0.019451787794273;	0.019548527004579;	0.018759439773738;	0.020247366650516;
0.018547965616104;	0.019352600553979;	0.018795994436590;	0.019910947593349;
0.018308268522249;	0.019221575404596;	0.018768946546502;	0.020048469951020;
0.018935024501445;	0.019361442501814;	0.019025553238942;	0.020155999570256;
0.018719597685127;	0.019021040400560;	0.019011511181486;	0.019776181295457;
0.017930535541769;	0.018657949560667;	0.018853451060666;	0.019458880482955;
0.017891968889850;	0.018781151055617;	0.019028770141388;	0.019395580464039;
0.018070130584123;	0.018817482948779;	0.019189745039377;	0.019289258246172;
0.017145831008407;	0.018293333762245;	0.018899617679390;	0.018973167171244;
0.016943407220547;	0.017998838896409;	0.018820540413070;	0.018713322568764;
0.017564170376957;	0.018313001846389;	0.019457277820335;	0.018770234110422;
0.017530399683073;	0.018375862870377;	0.019652633852997;	0.018757960509666;
0.016607352980967;	0.017765732433824;	0.018912212059626;	0.018382492681842;
0.016482643413120;	0.017492687308764;	0.018464754481508;	0.018023030212553;
0.016708423669670;	0.017405887166183;	0.018394347229055;	0.017802893142973;
0.016295282387639;	0.017037023585776;	0.018219157222048;	0.017588018108102;
0.015691049806586;	0.016649460968529;	0.017913013830369;	0.017281397854629;
0.015521263021088;	0.016564796562735;	0.017804289854407;	0.017092145414111;
0.015741363894650;	0.016528007864927;	0.017572324554292;	0.016978892551294;
