0.000000000000000;	0.016076857748138;	0.008074346834542;	0.003495468151074;
0.041247728265216;	0.039413042711737;	0.021348759142311;	0.015067973573719;
0.033973987147708;	0.032655770947068;	0.017691457460306;	0.012476202090890;
0.027860067871648;	0.026024465476611;	0.014097136596786;	0.010125009130734;
0.024035695818721;	0.021325196461615;	0.011558550809125;	0.008564202637008;
0.021355174687228;	0.017944918623178;	0.009744355113273;	0.007466670668088;
0.029719621114336;	0.025124592058159;	0.014984624401525;	0.013636613563507;
0.026118200398467;	0.021611693616940;	0.012809985882029;	0.012228858306286;
0.016317778429493;	0.012925999011622;	0.007092907226816;	0.006037782906737;
0.016033286307673;	0.012376132364082;	0.006806267278125;	0.005869697323470;
0.015455972886372;	0.011668315275590;	0.006450447463845;	0.005735434472499;
0.014388324100023;	0.010667991379290;	0.005949562383244;	0.005754541757071;
0.014085182198619;	0.010249519737257;	0.005735521633259;	0.005787661283712;
0.013620479087785;	0.009879002480356;	0.005535985720994;	0.005412407879160;
0.013345233858073;	0.009752196536010;	0.005481029230670;	0.005227699206407;
0.021830401003731;	0.018165848904296;	0.010878869317422;	0.009678589179094;
0.022047704567397;	0.020270125049642;	0.012026576366740;	0.011116981704068;
0.013328861583993;	0.010846839341081;	0.006349313232544;	0.005842105432379;
0.012857600843397;	0.010186444177141;	0.006251229107462;	0.005536549505316;
0.012771051706385;	0.009756276868934;	0.005998323303671;	0.005857626413631;
0.012544508650445;	0.009317076861855;	0.005756183875853;	0.005897693459448;
0.011989813946800;	0.009021198800707;	0.005559255336788;	0.005445140991683;
0.012071752592710;	0.009043625990454;	0.005545931651331;	0.005676202323015;
0.012301267251410;	0.009241948648961;	0.005661892291380;	0.006065159382695;
0.011967533836736;	0.008919083762894;	0.005447263807710;	0.005775148474036;
0.011713158941354;	0.008766123272979;	0.005331756526290;	0.005879309920082;
0.011974496811365;	0.009130796022281;	0.005995965521345;	0.006258967595681;
0.012208232363891;	0.009337038617218;	0.006444541948114;	0.006269472446929;
0.011463831355841;	0.008817260389710;	0.005931680991387;	0.006222841722043;
0.011475645352116;	0.008654697502841;	0.005729966645622;	0.006191752971661;
0.011712245472054;	0.008852619676637;	0.005800981317929;	0.006311442267030;
0.011396730487590;	0.008779951133035;	0.005930353745695;	0.006400932898130;
0.011670316311330;	0.008998344165259;	0.006201612082278;	0.006582266422438;
0.011687830821568;	0.009022207513282;	0.006264525824944;	0.006706918123326;
0.011356781548435;	0.008890134319483;	0.006162861018388;	0.006660624443789;
0.011637438000895;	0.009046464873985;	0.006141461314307;	0.006831992220719;
0.011548134327776;	0.009139285636509;	0.006372043878430;	0.006886893148707;
0.011361263206522;	0.009056264255499;	0.006525653441951;	0.006959637708884;
0.011702126787740;	0.009259747114745;	0.006659282006987;	0.007116261262881;
0.011426505743645;	0.009156245155309;	0.006650180991786;	0.007147975419808;
0.011713979446747;	0.009447760432110;	0.006937566395509;	0.007350188609282;
0.011868503555109;	0.009510063222552;	0.007004152736723;	0.007422383253637;
0.011427006588320;	0.009284019675135;	0.006883376318458;	0.007411432718972;
0.011728813616167;	0.009523336137499;	0.007092105354299;	0.007541752099994;
0.012005435621272;	0.009686364376659;	0.007266298786856;	0.007725452353269;
0.011662709277327;	0.009645724990759;	0.007266508943003;	0.007800989157292;
0.011786787799458;	0.009714276244837;	0.007345758195666;	0.007868162905487;
0.012233750910636;	0.009926910295800;	0.007536779265945;	0.008047229521568;
0.011722845600463;	0.009835913303140;	0.007541139218759;	0.008088013068664;
0.011678631109989;	0.009825384074817;	0.007616337677115;	0.008129884864829;
0.012339633168687;	0.010186663250682;	0.007847052438242;	0.008428298073850;
0.011992756652183;	0.010166391612326;	0.007904899825269;	0.008447723797673;
0.011970858065377;	0.010126139963369;	0.007961119805573;	0.008508809642997;
0.012433684937934;	0.010389815358440;	0.008128311397429;	0.008744540503534;
0.012149213787639;	0.010392784581423;	0.008203342450273;	0.008779445864947;
0.012108946656496;	0.010390095621215;	0.008291410193954;	0.008977242235973;
0.012530987119289;	0.010665546567116;	0.008524501663916;	0.009228854381376;
0.012369870746600;	0.010701341816661;	0.008594500343490;	0.009280566039463;
0.012302594967665;	0.010662609280745;	0.008645009605968;	0.009374929245163;
0.012594472473419;	0.010869320657972;	0.008829830551562;	0.009497437377583;
0.012547127689867;	0.011071815740744;	0.009067079412635;	0.009636645499427;
0.012699059061321;	0.011200990147393;	0.009204307775499;	0.009804611424749;
0.012822706327861;	0.011189709149224;	0.009278179587507;	0.009947676314417;
0.012631149334734;	0.011217248314708;	0.009433557531401;	0.010014619078284;
0.012912830547503;	0.011546602665809;	0.009676576868268;	0.010259388965410;
0.013294238822178;	0.011779743995527;	0.009860924359523;	0.010513454964415;
0.012988213857765;	0.011617707649517;	0.009839324899146;	0.010539773482120;
0.013117374693229;	0.011813039415008;	0.010089906273492;	0.010829322700394;
0.013469481547486;	0.012116899322834;	0.010353667136770;	0.011096073130744;
0.013066317304257;	0.011954313491570;	0.010333646040168;	0.011078773979935;
0.013289252184508;	0.012121945866514;	0.010560905126182;	0.011348949458860;
0.013770549407553;	0.012476790374623;	0.010874912842314;	0.011577306807511;
0.013305407824614;	0.012444768417564;	0.010968967348372;	0.011552126005185;
0.013305772827934;	0.012533094551133;	0.011085341616897;	0.011806952356436;
0.013961235936815;	0.012886190551410;	0.011391983294883;	0.012133612939231;
