0.119007866549210;	0.075492848675503;	0.037969639590625;	0.032953388708008;
0.005006288412576;	0.004103270596242;	0.000000000000000;	0.000000000000000;
0.004161548252817;	0.003600233323837;	0.000000000000000;	0.000000000000000;
0.003798556107454;	0.002935122858378;	0.000000000000000;	0.000000000000000;
0.003590992945862;	0.002617635970482;	0.000000000000000;	0.000000000000000;
0.003543052786411;	0.002218704658746;	0.000000000000000;	0.000000000000000;
0.003216011498655;	0.002010840532012;	0.000000000000000;	0.001524715741363;
0.003094630280394;	0.001982267823461;	0.000000000000000;	0.003049431482726;
0.002995945768461;	0.002016254323015;	0.000000000000000;	0.001516879469930;
0.003251210391383;	0.002036697156108;	0.000000000000000;	0.001288839147584;
0.002961594766276;	0.001906191705348;	0.000000000000000;	0.001524292741174;
0.003091775833441;	0.001789248137187;	0.000000000000000;	0.004463557352264;
0.002896758134481;	0.001818283231820;	0.000000000000000;	0.037513919248030;
0.002970330555778;	0.001823612558226;	0.000000000000000;	0.007805518221183;
0.003097498725115;	0.002023962915117;	0.000000000000000;	0.004168283529896;
0.003064440013872;	0.001890853384845;	0.000000020447377;	0.006316863023239;
0.002983849374384;	0.003107517262836;	0.000000040894754;	0.022856646066567;
0.002881867340491;	0.002851526479572;	0.000000040439081;	0.017496967424629;
0.002953484069077;	0.002434753963578;	0.002224636503559;	0.008138164254115;
0.003173478016929;	0.002359315539073;	0.001976731390357;	0.011916271904189;
0.003063700329807;	0.002276121808150;	0.001924495546389;	0.040075031702800;
0.002825489102232;	0.002602195850800;	0.001866457217146;	0.020333972910533;
0.003240730059891;	0.002351553007328;	0.001704153862178;	0.019976642205863;
0.003125743955295;	0.002923954499143;	0.001673000466265;	0.034573172285685;
0.003124302683909;	0.002384079458708;	0.001531198232029;	0.028745263269566;
0.003012071603928;	0.003041955101799;	0.001406363805798;	0.028673298576664;
0.003420580436696;	0.002525796527259;	0.002497350545635;	0.034648368706444;
0.003235416298228;	0.003320317467304;	0.004994107447607;	0.029743844517228;
0.002971486063305;	0.002684195732769;	0.004516300428668;	0.032801731794070;
0.003487574818926;	0.003212574497787;	0.004060751750127;	0.029682476332102;
0.003220952659596;	0.002954953176877;	0.003631579827549;	0.027932927213289;
0.003180661058703;	0.003387906421783;	0.004400889527656;	0.029515679231879;
0.003556087230322;	0.003192949165344;	0.006329597316683;	0.029033592341053;
0.003350612714310;	0.003549714393049;	0.008054760510763;	0.029022554058615;
0.003234050995134;	0.003300354421018;	0.007697169558021;	0.027461015086273;
0.003704173605588;	0.003862161684451;	0.007534249067936;	0.028261677873387;
0.003244379788020;	0.003646163778477;	0.008693490539373;	0.026022677857182;
0.003592473210998;	0.003800836476880;	0.010574868026254;	0.027641636685992;
0.003623580590612;	0.003752489002941;	0.011965743101446;	0.025413280272574;
0.003368352366113;	0.003943414367389;	0.012076629742434;	0.025421579811899;
0.003874170480449;	0.004180676949564;	0.013742523932601;	0.025752580493963;
0.003722632679164;	0.003916601638697;	0.015047311343242;	0.023808897929451;
0.003459665640634;	0.004266405328203;	0.016070884943170;	0.025201797173615;
0.004041094814054;	0.004202967735952;	0.017112155906995;	0.023678695932963;
0.003896986558623;	0.004292944843251;	0.018509140776331;	0.023916282520347;
0.003577491751301;	0.004590846147463;	0.018224962734061;	0.024887338058995;
0.004155886553259;	0.004320936954844;	0.019066787003480;	0.023657060906269;
0.004194593982165;	0.004423514121477;	0.020306122032157;	0.023051736151854;
0.003513884664712;	0.004735560276688;	0.020843561676589;	0.023947977983881;
0.004301087905786;	0.004572265726974;	0.022885992774260;	0.022998027970156;
0.004335108281166;	0.004966299549989;	0.023071617189913;	0.023466340375190;
0.003798112873275;	0.004956176546205;	0.023236731401355;	0.022821644099981;
0.004417576331098;	0.004644126290541;	0.024280157637186;	0.022565513150685;
0.004425726183131;	0.005128859757052;	0.023385040693561;	0.022571816804259;
0.003988669036694;	0.005029607497993;	0.023599561277157;	0.022190135552398;
0.004518482630459;	0.005078570680088;	0.024416444516196;	0.024369072594682;
0.004612485430881;	0.005231394708868;	0.024837033427957;	0.023829728454925;
0.004231005180785;	0.005285480785110;	0.024238845648056;	0.023221663922627;
0.004643914337144;	0.005044131593852;	0.024215729162844;	0.023939674385984;
0.004704045535335;	0.005447963238243;	0.024044686251538;	0.022184383476554;
0.004423272654861;	0.005702511437798;	0.025033432861553;	0.021598686300947;
0.005007482252687;	0.005474991911118;	0.024334240341047;	0.021236332639003;
0.004809096210599;	0.005170848059757;	0.024226316035833;	0.020996816220468;
0.004680671132142;	0.005695674772414;	0.025249747242857;	0.020659917745423;
0.005161426196041;	0.005888085801323;	0.023910567383164;	0.020313369172418;
0.005362273287465;	0.005816368640864;	0.022803458858876;	0.020055814357739;
0.004841091167076;	0.005731129159180;	0.021871196675038;	0.019618797734484;
0.005598782302083;	0.006034668618490;	0.022303610560967;	0.019827900466829;
0.005368678848995;	0.005856665304785;	0.021749185389018;	0.019296257524559;
0.005027847682901;	0.005975612196065;	0.020935263199057;	0.018647193821564;
0.005879331597489;	0.005999466423026;	0.021137775728748;	0.018816446255914;
0.005863783338724;	0.006351666523256;	0.020844974753992;	0.017896847005131;
0.005075739615370;	0.006494156036534;	0.020181251441107;	0.017187700502689;
0.006005463899409;	0.006555564227413;	0.019185075581955;	0.017695496642166;
0.006317875194169;	0.006454741182998;	0.018943092859422;	0.017360245950036;
0.006323480144537;	0.006253037107834;	0.018586764669407;	0.016360756750318;
0.005761878407558;	0.006726304995115;	0.017859362217687;	0.015891388608606;
0.006634609884301;	0.006881087942292;	0.017509949888454;	0.015561578799104;
0.006546331397093;	0.006972312521961;	0.017278976724570;	0.015102034135800;
0.005893573387318;	0.006999624900624;	0.016594718242877;	0.014924383849911;
