0.098038045123971;	0.063369409554754;	0.032688345258371;	0.028222887231475;
0.101321267413708;	0.066263137225344;	0.034235046586903;	0.029341957054794;
0.103562154056234;	0.068055438777451;	0.035182532865641;	0.030068154134947;
0.105456357517039;	0.069583912671039;	0.035990569717099;	0.030685488219631;
0.107134814508987;	0.070875890333249;	0.036670814256228;	0.031220558290029;
0.108711319838294;	0.072055316125178;	0.037291423015289;	0.031718527192471;
0.110216220787616;	0.073124011655594;	0.037851659888439;	0.032182593589121;
0.113829231982164;	0.076328426456925;	0.040592640830774;	0.054072973440328;
0.115178633510066;	0.077284409106107;	0.041097828595843;	0.054510936342768;
0.116504985336038;	0.078234459640049;	0.041601025489923;	0.054949613358119;
0.117932813719269;	0.079237628331796;	0.042132678369051;	0.055410804700331;
0.119258081320657;	0.080176864270166;	0.042634414260597;	0.055863424131082;
0.120654231488151;	0.081150091325326;	0.043171091897741;	0.056748758152679;
0.122021393692026;	0.082130374962556;	0.043721183256020;	0.057783023129128;
0.123366098869244;	0.083077727018011;	0.044232584687042;	0.058279229693686;
0.124799420065178;	0.084106937836351;	0.044789523171001;	0.058805397252170;
0.129895211882695;	0.093366493275761;	0.064974899927848;	0.063795877680355;
0.131503235234167;	0.094693967459073;	0.065724284317219;	0.065261398684419;
0.133004858061128;	0.095918945469881;	0.066439233128477;	0.065957522261706;
0.134491117781117;	0.097068169834808;	0.067098368111756;	0.066585383065454;
0.136154023137127;	0.098344224999131;	0.067873659405719;	0.068128916906515;
0.137734547696101;	0.099546522394876;	0.068585652425491;	0.069248484640101;
0.139258289608815;	0.100776808110912;	0.069312290008087;	0.070081676572793;
0.140942972824295;	0.102050375555435;	0.070063488964234;	0.071272578254485;
0.142699138612754;	0.103485434710271;	0.070928855968930;	0.072722796818842;
0.144356162193027;	0.104754249068125;	0.071674952058596;	0.073784709181014;
0.146118858900542;	0.106226167546192;	0.072565654356525;	0.075347407777945;
0.147977678928943;	0.107675214430279;	0.073516442056592;	0.076716913445458;
0.149890401098579;	0.109296100665088;	0.074546590177672;	0.078154077831658;
0.151642087080866;	0.110740156059333;	0.075494417744191;	0.079754926368633;
0.153658666485921;	0.112390993892962;	0.076526757703039;	0.081157090814944;
0.155567015284587;	0.113961609762897;	0.077530367297904;	0.082773559786158;
0.157542900609917;	0.115670525291765;	0.078662833435737;	0.084316572555903;
0.159682255470430;	0.117451323163968;	0.079883655155444;	0.086089154028380;
0.161806863898180;	0.119315251446219;	0.081200219525718;	0.087783185987814;
0.163857537972734;	0.121083691005269;	0.082414858755363;	0.089514894139646;
0.166228010949031;	0.123149197711055;	0.083857725029922;	0.091440340973516;
0.168375399888785;	0.125072120552612;	0.085235073116230;	0.093170712117714;
0.170793790841245;	0.127245139307500;	0.086910445991426;	0.095415315972675;
0.173159367535835;	0.129332793703925;	0.088452062429410;	0.097183105266503;
0.175559316451177;	0.131559334230769;	0.090201451552746;	0.099569098907588;
0.178178000651871;	0.133926086640167;	0.092030918751270;	0.101555282652030;
0.180774405028826;	0.136302442593772;	0.093986881211117;	0.103891696330765;
0.183312395349333;	0.138715855450163;	0.095952030011119;	0.106080369843161;
0.186149480588807;	0.141325013224398;	0.098156270245624;	0.108470062604698;
0.188967514243525;	0.143959891790319;	0.100390183097174;	0.110896252190708;
0.191752860720461;	0.146676502686703;	0.102713841559661;	0.113532103835832;
0.194749498841577;	0.149462981182717;	0.105146531812648;	0.116019139522310;
0.197859065750399;	0.152383192689540;	0.107736906399927;	0.118814002751747;
0.200752327345882;	0.155295872822351;	0.110379265941940;	0.121537578231828;
0.204041579252555;	0.158460779108822;	0.113367272642233;	0.124450818062649;
0.207432216528362;	0.161729505957545;	0.116306656304574;	0.127536706422868;
0.210656954810429;	0.165026071987821;	0.119500713415585;	0.130530959389059;
0.214129132630238;	0.168360821105817;	0.122645292076272;	0.133760437159172;
0.217737037813890;	0.171912157781326;	0.126000246426973;	0.137007137899907;
0.221181923400636;	0.175399867582473;	0.129365719670923;	0.140366227092512;
0.224998983797018;	0.179186739525208;	0.133082847603755;	0.144234207625932;
0.228874650719244;	0.183023241457302;	0.136805501601240;	0.147845905407384;
0.232681720408455;	0.186904723997805;	0.140637416766635;	0.151805542091901;
0.236666840480999;	0.190850345276073;	0.144559536542491;	0.155748469641190;
0.240792889240815;	0.194983987305970;	0.148632293361698;	0.159696866086696;
0.244961332531788;	0.199329219972479;	0.153076082738833;	0.163875050493086;
0.249329574588889;	0.203642841829741;	0.157309015697563;	0.168020605803593;
0.253701415990351;	0.208066593002187;	0.161944525825942;	0.172409226508899;
0.258133462012187;	0.212633689113787;	0.166624319024435;	0.176785178048824;
0.262888011132257;	0.217427620198066;	0.171445288752731;	0.181445728714846;
0.267750641539829;	0.222261339831637;	0.176268781969664;	0.186097798126585;
0.272411000239337;	0.227015351785195;	0.181084774644893;	0.190847708734767;
0.277633707995957;	0.232249854287030;	0.186415433312384;	0.195990820297201;
0.282685479920263;	0.237297361857785;	0.191478671095602;	0.201004828710155;
0.287708673778491;	0.242468403978872;	0.196801255539910;	0.206177335823784;
0.293232999557713;	0.247938005330017;	0.202346441359645;	0.211705352995817;
0.298862096552641;	0.253589149998102;	0.208076772360179;	0.217084594909223;
0.304192783872542;	0.259152486976609;	0.213748206034398;	0.222610234526778;
0.310066395950454;	0.265027582646142;	0.219608135582474;	0.228490438688308;
0.316166826237012;	0.271074375254444;	0.225705672235294;	0.234455095457358;
0.322251273645914;	0.277066224425979;	0.231744251871294;	0.240359907184949;
0.328243813835939;	0.283191239108234;	0.237929517353391;	0.246456408279178;
0.334777016962750;	0.289674039324456;	0.244392483432276;	0.252758587435419;
0.341368996067733;	0.296275848701072;	0.251014297425000;	0.259223067179728;
0.347678161476844;	0.302755092881936;	0.257531029792798;	0.265729213953974;
0.354572582110921;	0.309599594116946;	0.264454272696868;	0.272470236362725;
