0.143283052542999;	0.093208047394482;	0.087544434997599;	0.053204077385148;
0.002478283867507;	0.002073738693288;	0.001122650460241;	0.000877030013636;
0.002050648542832;	0.011841664375692;	0.028296764244179;	0.022077261940794;
0.001825323624906;	0.017718311939027;	0.022730655951712;	0.017979026168747;
0.001637767438747;	0.021337190156250;	0.018704558278622;	0.015103323679238;
0.001630801066563;	0.024362074038821;	0.016201346877222;	0.013392483255469;
0.003844889932605;	0.042228555034147;	0.025060220652917;	0.024844426479400;
0.001426999831256;	0.035796173191115;	0.021027285197535;	0.021870696723502;
0.001376304731620;	0.021955506195605;	0.011840733032019;	0.010723707186083;
0.001489319041053;	0.021267623802121;	0.011476549804684;	0.010381768438038;
0.001396007111374;	0.020554077050390;	0.011101514698360;	0.010226621529818;
0.001439145656127;	0.019552707968739;	0.010597535275432;	0.010483541654385;
0.001427595922067;	0.019080813243549;	0.010350036844119;	0.010580711732162;
0.001450839289786;	0.018586397788405;	0.010045837205003;	0.009826277492995;
0.001527515924665;	0.018571358951927;	0.010020927433139;	0.009587438505384;
0.005396412881149;	0.033017707542797;	0.019485300258870;	0.017320117985124;
0.001559869020800;	0.033514177563602;	0.020105129526784;	0.019195002630921;
0.001565275489015;	0.018683290008231;	0.010615419159946;	0.010267270742081;
0.001594350710225;	0.018333735735231;	0.010652302986633;	0.009803665580730;
0.001702362052803;	0.018176464842714;	0.010487018359113;	0.010512122986987;
0.001651848762643;	0.017512650222037;	0.010113163900303;	0.010508117869781;
0.001629563433661;	0.016820263113805;	0.009681214330193;	0.009562117840654;
0.001809331312825;	0.017004256912277;	0.009754391750690;	0.010042008263829;
0.001803743908690;	0.017361926356567;	0.009974544002712;	0.010623943258357;
0.001835519753254;	0.016868491471498;	0.009631085233284;	0.010002928932399;
0.001847839380704;	0.016722874634646;	0.009516906342634;	0.010263073737216;
0.002039744990009;	0.017200895117984;	0.010415508301230;	0.010838940490792;
0.002065686840742;	0.017657165779925;	0.011102053639446;	0.010851799647943;
0.001917734068171;	0.016816746661086;	0.010364809897250;	0.010816484894447;
0.002204491321224;	0.016468854087386;	0.010029238720758;	0.010681813086040;
0.002133583386164;	0.016828622320594;	0.010185116689994;	0.010929921054506;
0.002208619637712;	0.016664090188430;	0.010317733157562;	0.011073660847920;
0.002384320304404;	0.017037942181144;	0.010706335952118;	0.011373649642699;
0.002370488722415;	0.017135980200792;	0.010850575385857;	0.011649685461171;
0.002373000780504;	0.016863886644601;	0.010681763540205;	0.011565013103230;
0.002661717747933;	0.017161602558819;	0.010727273603690;	0.011902486848073;
0.002484681773736;	0.017270348367685;	0.011023529941637;	0.012005000410172;
0.002753627867650;	0.017221910115806;	0.011269746618646;	0.012203448572767;
0.002793154833698;	0.017543208969241;	0.011434875944666;	0.012482174887670;
0.002782699726733;	0.017344265520034;	0.011299272702294;	0.012577606697979;
0.003111363396592;	0.017777633229702;	0.011753395788570;	0.012959102333535;
0.003061193718893;	0.017978552367690;	0.012039334889927;	0.013153500632448;
0.003056638065908;	0.017651034697249;	0.011840691583916;	0.013220725838961;
0.003414934421673;	0.018010755680589;	0.012108334465216;	0.013465277010457;
0.003417304112373;	0.018342946717074;	0.012509288268160;	0.013869960285718;
0.003382166142456;	0.018202816963639;	0.012501072439910;	0.014062358460386;
0.003716951338714;	0.018316426925039;	0.012595331720816;	0.014233755711914;
0.003881665230746;	0.018729139791473;	0.013009304514213;	0.014623945574680;
0.003570029828083;	0.018499525064430;	0.012995110679044;	0.014756894194682;
0.004104365499924;	0.018509856751256;	0.013123576340042;	0.014916949782785;
0.004264166137942;	0.019201556644264;	0.013646814225314;	0.015564283372221;
0.004052441258050;	0.019082518967871;	0.013695232750616;	0.015645919856928;
0.004476600118047;	0.018976783267338;	0.013801226101401;	0.015819881593060;
0.004639997495700;	0.019426326793472;	0.014148370144024;	0.016324929800390;
0.004479417082043;	0.019355552017833;	0.014244525498461;	0.016449389160875;
0.004897023216061;	0.019382170468648;	0.014480638874970;	0.016960168098329;
0.005093403735154;	0.019828635149226;	0.014906986377796;	0.017498579301523;
0.004984537081645;	0.019778957030214;	0.015018379079588;	0.017634929945293;
0.005304436122784;	0.019658596198444;	0.015147348352564;	0.017884685483111;
0.005519578048925;	0.019962534884737;	0.015485519079552;	0.018118429011071;
0.005498088926607;	0.020222330909076;	0.015895300636167;	0.018400582804665;
0.005962366414912;	0.020346718328986;	0.016145826422861;	0.018730521673867;
0.005915060872249;	0.020238509982672;	0.016328389057288;	0.019024474773138;
0.006015116981347;	0.020160501454501;	0.016610413109665;	0.019123140157149;
0.006484597592755;	0.020594627357340;	0.017000760097865;	0.019513469623280;
0.006709323157831;	0.020863449509124;	0.017313828828032;	0.019908171920341;
0.006451190131545;	0.020481313814719;	0.017306495487564;	0.019874180612850;
0.007195979754215;	0.020676365977899;	0.017751886229269;	0.020294692420957;
0.007099693229529;	0.020957158376265;	0.018147948462611;	0.020582627388772;
0.006999677853525;	0.020515187280682;	0.018099382064519;	0.020430230499803;
