0.000000000000000;	0.069688726796731;	0.037380310078429;	0.032457582288534;
0.064662373798262;	0.059149396047030;	0.033356443674603;	0.023997658455545;
0.053226684186915;	0.049399426416136;	0.027849539201291;	0.019897411399286;
0.043631387229541;	0.039806563472276;	0.022336607169780;	0.016097723753677;
0.037492725824229;	0.032895316879609;	0.018330829106002;	0.013476557818413;
0.033023724047356;	0.027753882456644;	0.015362397961451;	0.011559613831476;
0.046585770513310;	0.039547991371532;	0.023796470417795;	0.020887472345674;
0.040500281607609;	0.034102652643370;	0.020284041294185;	0.018697715695976;
0.024757242628427;	0.020084670325510;	0.011072979725737;	0.009134476793289;
0.024141450513908;	0.019107698475260;	0.010503542100730;	0.008728840288704;
0.023063341389346;	0.017838721265818;	0.009798192523056;	0.008451459535777;
0.021255834302649;	0.016149101452014;	0.008908072393659;	0.008606867240582;
0.020716203751384;	0.015381203447969;	0.008489799089261;	0.008691010474207;
0.019866617361820;	0.014646432590655;	0.008066221620297;	0.007820461918181;
0.019182404497411;	0.014261914034890;	0.007867197352685;	0.007391291972181;
0.032397446196290;	0.026607665961281;	0.015539746816772;	0.013889841021670;
0.034108701863862;	0.032218377786053;	0.019304760928086;	0.017689869886081;
0.019808417781744;	0.016978514298177;	0.009984103744461;	0.008956532449263;
0.018619665024373;	0.015336272880862;	0.009331319256193;	0.008151734845872;
0.018092289338929;	0.014212769248059;	0.008652380399739;	0.008687547061314;
0.017538221995605;	0.013316065599554;	0.008130921504133;	0.008664517074224;
0.016695647767065;	0.012835075287894;	0.007807406780677;	0.007741328563815;
0.016750406166177;	0.012811466389361;	0.007776844210233;	0.008236297717790;
0.016990628638270;	0.013036502073614;	0.007930342541481;	0.008929782564187;
0.016449340689722;	0.012520571315658;	0.007573160391098;	0.008276068960540;
0.016087869415789;	0.012327216741587;	0.007432177643749;	0.008556924645574;
0.016439739879869;	0.012875665542694;	0.008447077894589;	0.009238124283387;
0.016652945385777;	0.013083979522129;	0.009045510644189;	0.009092706444197;
0.015609383067189;	0.012347855902517;	0.008336229082988;	0.009184731876936;
0.015515069990388;	0.012036195810153;	0.007995538669142;	0.009040409645907;
0.015724582394901;	0.012236038587347;	0.008050868308429;	0.009167886518029;
0.015315086583771;	0.012164410116787;	0.008270140990983;	0.009405155329271;
0.015636161834574;	0.012459542589958;	0.008672360367682;	0.009647606348188;
0.015589993359081;	0.012466542252980;	0.008775897821625;	0.009867927409936;
0.015114930027944;	0.012263922431780;	0.008623227571701;	0.009803614941680;
0.015397619021983;	0.012414736436789;	0.008546164409325;	0.010031347110648;
0.015240214206191;	0.012539654234616;	0.008874744037588;	0.010109071983696;
0.014977517861613;	0.012432845812784;	0.009129443732317;	0.010279730942764;
0.015340619836315;	0.012675277117014;	0.009348763399138;	0.010478543856104;
0.014973179338226;	0.012572053557903;	0.009428136338851;	0.010591793932546;
0.015295268320913;	0.012935104656753;	0.009799211274809;	0.010868504351943;
0.015361723354422;	0.012902051600092;	0.009779851841747;	0.010905753557420;
0.014787994171273;	0.012621025316928;	0.009675394888135;	0.010966070794200;
0.015107488717964;	0.012907684043670;	0.009972501354500;	0.011113581731649;
0.015339031351558;	0.013024436917240;	0.010119578044628;	0.011332373843853;
0.014898157308386;	0.012982388405317;	0.010137476150912;	0.011495110376369;
0.014980695875479;	0.013028968923205;	0.010258176090318;	0.011559282305759;
0.015408762090092;	0.013194657887001;	0.010427437607807;	0.011738797743338;
0.014764090832655;	0.013086579024480;	0.010450071532521;	0.011842670092167;
0.014654088612481;	0.013048773134947;	0.010581453288593;	0.011889298099720;
0.015342049200603;	0.013405217380845;	0.010798111705254;	0.012236142393535;
0.014887961820632;	0.013372215327543;	0.010889106471935;	0.012260520287134;
0.014782222603758;	0.013256369588635;	0.010944089377943;	0.012310384866628;
0.015226811463840;	0.013492767225056;	0.011096007048546;	0.012560751036664;
0.014840747693202;	0.013474216715646;	0.011196846089174;	0.012583571220045;
0.014728151368044;	0.013418695092611;	0.011296470022329;	0.012853049966619;
0.015134276387080;	0.013684216281964;	0.011565671956691;	0.013117476436544;
0.014876481980852;	0.013670172222857;	0.011614301275240;	0.013120278929485;
0.014717469677000;	0.013551814905261;	0.011649875078083;	0.013185300891435;
0.014958592068227;	0.013716025491907;	0.011836007517140;	0.013221630184405;
0.014854405849919;	0.013929175626123;	0.012129985218160;	0.013329523161315;
0.014943839339885;	0.013999907609121;	0.012247467494820;	0.013450589065201;
0.014976039591169;	0.013880892817604;	0.012289160788539;	0.013527676294682;
0.014693269572115;	0.013863174103138;	0.012474056029712;	0.013512982789537;
0.014935964769051;	0.014172516935844;	0.012699947162215;	0.013691793982967;
0.015271906051130;	0.014342680532494;	0.012844994370948;	0.013859502007077;
0.014838095661513;	0.014062295260711;	0.012758621579742;	0.013738032870149;
0.014911027788711;	0.014217425067259;	0.013025066012723;	0.013940120824891;
0.015215366579473;	0.014466344580206;	0.013262547526985;	0.014074787813387;
0.014681670675162;	0.014185118767742;	0.013163281271543;	0.013904954190483;
0.014855804222524;	0.014295580772990;	0.013378999338630;	0.014104616638636;
0.015311504870110;	0.014608212358596;	0.013672958626380;	0.014222604189299;
0.014726790376809;	0.014485887892338;	0.013700295727369;	0.014053664724639;
0.014653358266449;	0.014480414984199;	0.013722005120725;	0.014218624234394;
0.015289531690152;	0.014766908615804;	0.013976887043131;	0.014435243378155;
0.015260619881698;	0.014655940890044;	0.014002359556674;	0.014291491611711;
0.014761538292591;	0.014457593984399;	0.013927258409938;	0.014163503670001;
0.014864149361368;	0.014664429156145;	0.014132317226956;	0.014270853525252;
0.015147515554192;	0.014848944185424;	0.014333814885980;	0.014372522667810;
0.014515434653452;	0.014533664842046;	0.014178111265137;	0.014264447938979;
0.014482104297580;	0.014461034666642;	0.014203583095387;	0.014249916096504;
0.015146517197577;	0.014905988604518;	0.014766028202038;	0.014518667589315;
0.015266145664025;	0.015111403417674;	0.015035183603403;	0.014709044877093;
0.014642188398505;	0.014755680522171;	0.014647030500764;	0.014596370933913;
0.014680200155263;	0.014717170115533;	0.014497870243889;	0.014541710738651;
0.015011320909242;	0.014846158939845;	0.014611451718639;	0.014601815123045;
0.014778953278351;	0.014696640552802;	0.014611568710286;	0.014624100199447;
0.014396668800336;	0.014523700722583;	0.014542006781507;	0.014578527775615;
0.014380413180517;	0.014613023286433;	0.014651840270457;	0.014640620943682;
0.014706637533857;	0.014777119173888;	0.014703424839510;	0.014776399046796;
0.014559508633501;	0.014694884081188;	0.014673620993255;	0.014701703695851;
0.014028217667085;	0.014419812044977;	0.014576327121075;	0.014499084106351;
0.013721406199424;	0.014205031097852;	0.014451025762827;	0.014438712826029;
0.013985906452545;	0.014292080032713;	0.014525210187544;	0.014550241682066;
0.014018553907126;	0.014264997254975;	0.014484049061779;	0.014574253504871;
0.013741049669979;	0.014139604133570;	0.014416320319613;	0.014518827302138;
0.013014905405885;	0.013755093504566;	0.014207524628598;	0.014282332194773;
0.012814020601646;	0.013569332056679;	0.014094438644753;	0.014142565405716;
0.012983527298701;	0.013582499882351;	0.014139398328280;	0.014108782546706;
0.012558920921075;	0.013288884131436;	0.014021664282673;	0.013815581122281;
0.012078597967594;	0.012913456079786;	0.013727996329056;	0.013518797661872;
0.011282358429644;	0.012399597832594;	0.013306311253448;	0.013227289057146;
0.011029894587071;	0.012143666525782;	0.013086651080616;	0.013022791532345;
0.010663129212482;	0.011775391163176;	0.012796617433302;	0.012715289687328;
0.009997978141100;	0.011248502627045;	0.012405020837613;	0.012291282052268;
0.009616706220907;	0.010766848593847;	0.012020727278804;	0.011891468522703;
0.009115369782796;	0.010231565597660;	0.011543019750045;	0.011410076954293;
0.008737035116236;	0.009835674523957;	0.011124261906269;	0.010960797798636;
0.008461403795335;	0.009499488549719;	0.010757876758034;	0.010472711289853;
0.008156937770803;	0.009165640053923;	0.010418466527585;	0.009990718938978;
0.007738012001065;	0.008706295357113;	0.009885490333812;	0.009491136679189;
0.007298498784133;	0.008207524614549;	0.009278523357900;	0.008984877481607;
0.006883718980076;	0.007761232295412;	0.008789253617288;	0.008497873701791;
0.006473925819779;	0.007331009509047;	0.008314061006655;	0.008032078183573;
0.006196018049136;	0.006980789790225;	0.007893832499012;	0.007640020794378;
0.005925269225148;	0.006629191782569;	0.007472831073488;	0.007245606286718;
0.005585110699941;	0.006244034098839;	0.007043541281102;	0.006842632771064;
0.005258778395568;	0.005882703430905;	0.006656102720228;	0.006447635125799;
0.004936212106229;	0.005537805091621;	0.006257012736728;	0.006056338330133;
0.004639448425200;	0.005208720142483;	0.005864033363562;	0.005683238500780;
0.004352625216876;	0.004894251657285;	0.005514420299525;	0.005343059357002;
0.004056691094770;	0.004584049716343;	0.005182189562261;	0.005019599549044;
0.003835900738767;	0.004305815176200;	0.004841366099808;	0.004696634153682;
0.003630333214002;	0.004041340436937;	0.004518237631467;	0.004390067902135;
0.003380046314545;	0.003769093083788;	0.004224435816071;	0.004116311361192;
0.003135488143478;	0.003499914670145;	0.003931090393707;	0.003798703292122;
0.002906844002950;	0.003242079147072;	0.003640388147862;	0.003509051328993;
0.002715985510700;	0.003019161622541;	0.003379926554675;	0.003282606111019;
0.002538631516507;	0.002813536443986;	0.003131540930283;	0.003057201977217;
0.002369440439851;	0.002623602333320;	0.002907126124686;	0.002881356150777;
0.002231085145344;	0.002464720579219;	0.002726378469125;	0.002792664982280;
0.002086307965957;	0.002309655633688;	0.002552759475753;	0.002668572687292;
0.001984665338098;	0.002175238172675;	0.002390573725868;	0.002491173934028;
0.001919511441694;	0.002075595915657;	0.002258993918449;	0.002359156273295;
0.001774770402477;	0.001926262178212;	0.002086185630117;	0.001885732916620;
0.001664028108887;	0.001812767760801;	0.001957857854509;	0.001770964571473;
0.001629515966636;	0.001774223712732;	0.001916712181198;	0.002144153775909;
0.001527645190193;	0.001665734573774;	0.001810295487723;	0.001970968445876;
0.001404376946264;	0.001531213920308;	0.001668784205562;	0.001648910608311;
0.001313595867154;	0.001430778020010;	0.001552895628208;	0.001472250779831;
0.001246585396960;	0.001357429572161;	0.001464650638886;	0.001438879868273;
0.001185246405099;	0.001291796758608;	0.001394861010274;	0.001438749423820;
0.001110937568502;	0.001212934106011;	0.001315740927003;	0.001316111705386;
0.001047219719102;	0.001142237221020;	0.001238396541605;	0.001215567475054;
0.000994020241077;	0.001084361277238;	0.001172473727433;	0.001153808662007;
0.000948128359695;	0.001035161346730;	0.001117565006072;	0.001108750362705;
0.000902988800654;	0.000989811524471;	0.001065753416069;	0.001072253917586;
0.000882017304288;	0.000958414007467;	0.001026101499701;	0.001036259937555;
0.000864393567324;	0.000927461500388;	0.000989965715455;	0.000978760822827;
0.000828194833820;	0.000890496707434;	0.000951381370218;	0.000952075898957;
0.000791655171862;	0.000853196055870;	0.000911686313784;	0.000913494914079;
0.000751519289283;	0.000810387158892;	0.000867012859655;	0.000869860227324;
0.000714022622208;	0.000770641112198;	0.000825375098801;	0.000834229564160;
0.000680735678498;	0.000735385590080;	0.000789225879500;	0.000788196143832;
0.000648275877186;	0.000699245028810;	0.000747460260939;	0.000750247561161;
0.000617737925902;	0.000667380465995;	0.000712506505425;	0.000717681790275;
0.000589456212371;	0.000640704620577;	0.000690716555022;	0.000688252053191;
0.000558823526929;	0.000605367661155;	0.000650216838351;	0.000651784079779;
0.000530552993980;	0.000573747980822;	0.000613433470862;	0.000620759162657;
0.000507144292896;	0.000552623759696;	0.000600412701919;	0.000595502624326;
0.000477342886918;	0.000515669195256;	0.000560198477526;	0.000562586387435;
0.000459497190789;	0.000496689420166;	0.000529903247245;	0.000540485555067;
0.000450774824904;	0.000497333845565;	0.000539518543094;	0.000530408839703;
0.000419141791055;	0.000459783098147;	0.000498742493817;	0.000496030525239;
0.000394032305622;	0.000429593772359;	0.000459139228013;	0.000466122085597;
0.000380741882011;	0.000420217395918;	0.000455139466424;	0.000451962117578;
0.000362002413504;	0.000401754778535;	0.000437928563557;	0.000431474526915;
0.000345694135503;	0.000384473101719;	0.000418425335169;	0.000414336355352;
0.000334853044375;	0.000378922025352;	0.000422203357139;	0.000403660652458;
0.000312549467700;	0.000358513649647;	0.000408929893270;	0.000377318915052;
