0.021355128648748;	0.011937711824918;	0.006862935976395;	0.006921648076379;
0.024408516237389;	0.014066422509268;	0.008142318139678;	0.008032694435190;
0.026683369723095;	0.015685912494136;	0.009117349264464;	0.008868921704073;
0.028706426428052;	0.017135898885275;	0.009990675122245;	0.009615978134798;
0.030578505084407;	0.018487307246539;	0.010805729364369;	0.010306729038733;
0.032383390302544;	0.019792798308985;	0.011597127136197;	0.011044877827653;
0.034156139552031;	0.021064219937390;	0.012365431497905;	0.011795541688367;
0.035906702090984;	0.022326945860622;	0.013126771358984;	0.012470747944149;
0.037636003957918;	0.023578559396740;	0.013880918031713;	0.013137526132314;
0.039389001954647;	0.024833746263813;	0.014638836552140;	0.013859923230709;
0.041125028031765;	0.026089615845159;	0.015399758980012;	0.014597822154382;
0.042903716039392;	0.027357141075270;	0.016162218631478;	0.015305505193567;
0.044696401923939;	0.028650509139075;	0.016943751795494;	0.016047851713813;
0.046533162875895;	0.029970778527507;	0.017784006964842;	0.016857145668533;
0.048372346260184;	0.031308240812347;	0.018602738867623;	0.017638386291569;
0.050309012613073;	0.032706022668297;	0.019468844545656;	0.018476818631306;
0.052271348037008;	0.034142907158415;	0.020360508717010;	0.019374250887536;
0.054285422385995;	0.035604264900917;	0.021267600356681;	0.020259921777246;
0.056368499566042;	0.037139252318309;	0.022224516763035;	0.021226132840782;
0.058511596546665;	0.038704033045208;	0.023207422482025;	0.022218606084525;
0.060706518269862;	0.040321750296506;	0.024214573513106;	0.023241219375102;
0.062989067541817;	0.042014681573976;	0.025302163992071;	0.024350809888761;
0.065361838057880;	0.043796870253270;	0.026464245435732;	0.025502600438607;
0.067824327539534;	0.045631126776115;	0.027668483180901;	0.026726963399303;
0.070327442362247;	0.047541574333600;	0.028920486877204;	0.027990900251020;
0.072970006712253;	0.049513579122036;	0.030223190176463;	0.029333838107241;
0.075684250014421;	0.051603119662752;	0.031624316943817;	0.030746889068156;
0.078527244568550;	0.053777976950397;	0.033098003298174;	0.032249426446358;
0.081453466114824;	0.056038568559430;	0.034627106979636;	0.033818720288935;
0.084516228596233;	0.058407214820035;	0.036243397348119;	0.035482937213872;
0.087681642659960;	0.060886599863835;	0.037961729071584;	0.037246419957641;
0.091032374170641;	0.063491511654582;	0.039770460084128;	0.039108041810179;
0.094451469038747;	0.066186719059643;	0.041658606457128;	0.041072821494648;
0.098084271086347;	0.069075904604279;	0.043695936027398;	0.043177392696463;
0.101818862876803;	0.072045135388037;	0.045808774129892;	0.045377644568686;
0.105789089139067;	0.075210866110051;	0.048073829142329;	0.047747105150160;
0.109831855521630;	0.078497560873399;	0.050454516442666;	0.050228604120664;
0.114142565743155;	0.081970447580480;	0.052979053765007;	0.052879480891412;
0.118620387603300;	0.085621551024651;	0.055662504028228;	0.055699416550039;
0.123256862188051;	0.089442290112020;	0.058486530071080;	0.058675531447751;
0.128210178642974;	0.093496475032084;	0.061506958900810;	0.061867830023706;
0.133266793295128;	0.097706857893605;	0.064682921916349;	0.065225863226162;
0.138675708586170;	0.102222813206961;	0.068095446741847;	0.068847425036385;
0.144234295177289;	0.106895565367060;	0.071678464841452;	0.072653560611651;
0.150166915717416;	0.111891716602555;	0.075521690338737;	0.076748026991953;
0.156255947278740;	0.117100545817116;	0.079572577480903;	0.081067934232045;
