0.017201413248101;	0.000000007000225;	0.000000000278796;	0.000000000012085;	0.000000000000330;	0.000000000000005;	0.000003327542841;	0.000000530089857;	0.000001774794595;	0.002009587639652;	0.000600041177560;	0.000508259747902;	0.000600810155407;	0.000002052618118;	0.000001459199048;	0.000000549452017;	0.000001188192628;	0.000002171596690;	0.000003513296757;	0.000001433647472;	0.000000374867113;	0.000001063275584;	0.000000408678590;	0.000000244451000;	0.000000156175750;	0.000000165850030;	0.000000041762141;	0.000000068988602;	0.000000002736123;	0.000000007951577;	0.000000005904934;	0.000000000001737;	0.000000000002208;	0.000000000002130;	0.000000000003985;	0.000000000000189;	0.000000000000102;	0.000000000000192;	0.000000000000267;	0.000000000000118;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000001;	0.000000000000002;	0.000000000000008;	0.000000000000025;	0.000000000000072;	0.000000000000209;	0.000000000000608;	0.000000000001718;	0.000000021887567
0.017483333263885;	0.000000258878174;	0.000000019065477;	0.000000001519798;	0.000000000087884;	0.000000000004351;	0.000004069946461;	0.000000595166346;	0.000001952974737;	0.002010004125623;	0.000601006055696;	0.000508752133038;	0.000601014218974;	0.000002879296759;	0.000003009247058;	0.000002006132145;	0.000002928355101;	0.000003628722381;	0.000005791740349;	0.000003846674060;	0.000002100101636;	0.000001623668101;	0.000000749283694;	0.000000597145638;	0.000000381084067;	0.000000380980741;	0.000000146673043;	0.000000235204397;	0.000000015630925;	0.000000047200894;	0.000000031987847;	0.000000002716433;	0.000000003575902;	0.000000003845588;	0.000000007303517;	0.000000000001942;	0.000000000002721;	0.000000000010286;	0.000000000023475;	0.000000000016301;	0.000000000000141;	0.000000000000175;	0.000000000000159;	0.000000000000189;	0.000000000000252;	0.000000000000350;	0.000000000000544;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000001;	0.000000000000004;	0.000000000000025;	0.000000000000118;	0.000000000000394;	0.000000000001227;	0.000000000003290;	0.000000000008237;	0.000000000018861;	0.000000000040473;	0.000000000083534;	0.000000000163446;	0.000000000307803;	0.000000000597482;	0.000000001231087;	0.000000002583563;	0.000000128740996
0.017764800562650;	0.000002195554323;	0.000000254547889;	0.000000028413311;	0.000000002183332;	0.000000000152850;	0.000004785497715;	0.000000671234404;	0.000002136638788;	0.002010161283177;	0.000601382576668;	0.000509272187203;	0.000601280618544;	0.000003431711428;	0.000004043917800;	0.000003429180115;	0.000004691463861;	0.000004963820530;	0.000007486877403;	0.000005425965124;	0.000003758590185;	0.000003353082560;	0.000001892772431;	0.000001796440445;	0.000001244558281;	0.000001147615102;	0.000000698012659;	0.000001065840703;	0.000000137470615;	0.000000394676359;	0.000000262179874;	0.000000046879189;	0.000000059382396;	0.000000057550886;	0.000000109436053;	0.000000009713795;	0.000000006390380;	0.000000012706116;	0.000000017819133;	0.000000008469810;	0.000000000227923;	0.000000000335082;	0.000000000350795;	0.000000000467737;	0.000000000700661;	0.000000001059992;	0.000000001872525;	0.000000000000104;	0.000000000000729;	0.000000000000774;	0.000000000000748;	0.000000000000868;	0.000000000001138;	0.000000000001214;	0.000000000001592;	0.000000000002087;	0.000000000003272;	0.000000000003674;	0.000000000003314;	0.000000000003825;	0.000000000004558;	0.000000000005460;	0.000000000006640;	0.000000000007531;	0.000000000009190;	0.000000000010947;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000000;	0.000000000000001;	0.000000000000018;	0.000000000000047;	0.000000000001644;	0.000000000006348;	0.000000000017402;	0.000000000049626;	0.000000000109767;	0.000000000245092;	0.000000000503633;	0.000000000987222;	0.000000001825038;	0.000000003228382;	0.000000005543994;	0.000000009143167;	0.000000014642150;	0.000000024218828;	0.000000042728676;	0.000000077255865;	0.000000877415900
0.017954704916355;	0.000009501371540;	0.000001939039558;	0.000000355762729;	0.000000037590361;	0.000000003593763;	0.000005754543506;	0.000000766582057;	0.000002631908922;	0.002010406051938;	0.000601711156889;	0.000510049627174;	0.000601760468382;	0.000027665404586;	0.000005295799487;	0.000005449426818;	0.000007493781575;	0.000007391372845;	0.000010279035282;	0.000007965420577;	0.000006767192208;	0.000006102361790;	0.000003878597006;	0.000003674965765;	0.000002775193012;	0.000002574994562;	0.000001874514505;	0.000002804972390;	0.000000605200663;	0.000001493407604;	0.000001033153617;	0.000000321732435;	0.000000384487835;	0.000000355963812;	0.000000672283127;	0.000000131632366;	0.000000077777048;	0.000000152225052;	0.000000197002375;	0.000000082191529;	0.000000028005229;	0.000000034847616;	0.000000031245757;	0.000000037047597;	0.000000047618086;	0.000000063299261;	0.000000100649073;	0.000000000753536;	0.000000005431181;	0.000000005697623;	0.000000005898983;	0.000000007384860;	0.000000010343464;	0.000000011812540;	0.000000016507331;	0.000000023072852;	0.000000036997815;	0.000000045652099;	0.000000043875984;	0.000000054740173;	0.000000067183648;	0.000000084097977;	0.000000107247356;	0.000000127059799;	0.000000161735768;	0.000000200112902;	0.000000000013764;	0.000000000019727;	0.000000000023309;	0.000000000023789;	0.000000000024549;	0.000000000028961;	0.000000000034255;	0.000000000040983;	0.000000000049205;	0.000000000058709;	0.000000000071011;	0.000000000081318;	0.000000000292050;	0.000000000948810;	0.000000002288237;	0.000000003772915;	0.000000001537464;	0.000000015286099;	0.000000024781766;	0.000000032922967;	0.000000052890779;	0.000000071199441;	0.000000103447761;	0.000000146427229;	0.000000204504962;	0.000000278747142;	0.000000373418578;	0.000000494947662;	0.000000642191444;	0.000000821974669;	0.000001097907023;	0.000001579485543;	0.000002348982467;	0.000003456235666
0.018161293149688;	0.000023420012341;	0.000007249129422;	0.000002432932971;	0.000000391179434;	0.000000052444193;	0.000006972636081;	0.000000859397170;	0.000003255644765;	0.002010907096269;	0.000602305825859;	0.000510746462819;	0.000602506072838;	0.000028702890280;	0.000006939562451;	0.000007678937727;	0.000010856060357;	0.000010694987793;	0.000013923481390;	0.000011495910843;	0.000010540250217;	0.000010138343413;	0.000007093643006;	0.000006349020089;	0.000005117735883;	0.000005119854787;	0.000003719683685;	0.000005500088180;	0.000001853687210;	0.000003653911533;	0.000002713137109;	0.000001194027719;	0.000001335061789;	0.000001308815745;	0.000002070477856;	0.000000749370290;	0.000000433662205;	0.000000800364650;	0.000001008898390;	0.000000426799379;	0.000000279528663;	0.000000323700664;	0.000000264260382;	0.000000302839301;	0.000000359494194;	0.000000453956669;	0.000000697827561;	0.000000011242025;	0.000000113402422;	0.000000150434386;	0.000000138788523;	0.000000154879672;	0.000000198832394;	0.000000212164974;	0.000000272702002;	0.000000346711060;	0.000000517768903;	0.000000579595351;	0.000000489153008;	0.000000547918424;	0.000000608151878;	0.000000713843843;	0.000000831939961;	0.000000905052646;	0.000001046293027;	0.000001186695309;	0.000000290848917;	0.000000418982214;	0.000000499099989;	0.000000514620372;	0.000000536109722;	0.000000632678433;	0.000000743704952;	0.000000880543668;	0.000001040442004;	0.000001180379940;	0.000001351977390;	0.000001581164332;	0.000002137114974;	0.000002400572719;	0.000002745333459;	0.000002560914459;	0.000000607840331;	0.000004005975001;	0.000004351980290;	0.000003982653128;	0.000004599028841;	0.000004534551302;	0.000004959661121;	0.000005423184139;	0.000005931917199;	0.000006453971417;	0.000007003511135;	0.000007617723828;	0.000008224063535;	0.000008865379146;	0.000010081393740;	0.000012426235919;	0.000015854990749;	0.000009365129235
0.018378243300560;	0.000049194671450;	0.000016664450439;	0.000008519907773;	0.000002288503385;	0.000000457433210;	0.000008573349967;	0.000001070738277;	0.000003758545865;	0.002011496503288;	0.000603366528369;	0.000511329749483;	0.000603587210590;	0.000030229641484;	0.000042304528312;	0.000010478274903;	0.000015106897651;	0.000015317696544;	0.000019068444868;	0.000016514504129;	0.000015245071632;	0.000015484646831;	0.000011829436243;	0.000010333175158;	0.000008716738791;	0.000009173921213;	0.000006447701820;	0.000009376780402;	0.000004344933832;	0.000007021858169;	0.000005449305361;	0.000003090469609;	0.000003296476689;	0.000003582710116;	0.000004302918302;	0.000002429360146;	0.000001455492903;	0.000002396027162;	0.000003006187140;	0.000001442452472;	0.000001259232359;	0.000001465750102;	0.000001174719681;	0.000001198968070;	0.000001470051492;	0.000001789137551;	0.000002509325572;	0.000000120758134;	0.000000863265083;	0.000000895817300;	0.000000771310486;	0.000000818832584;	0.000001048453166;	0.000001008701709;	0.000001225633796;	0.000001501307603;	0.000002160576486;	0.000002319500682;	0.000001894757689;	0.000002062198932;	0.000002212352373;	0.000002414069719;	0.000002765375921;	0.000002842213584;	0.000003178441177;	0.000003479992209;	0.000001250635327;	0.000001741876980;	0.000001962464392;	0.000001882507714;	0.000001799864562;	0.000001995631223;	0.000002222475991;	0.000002512333378;	0.000002829261315;	0.000003499597108;	0.000003784001702;	0.000004200290983;	0.000005491995525;	0.000005811950503;	0.000006338756765;	0.000005568286038;	0.000001186178515;	0.000008214041460;	0.000008575245697;	0.000007554886111;	0.000008516876435;	0.000008164299870;	0.000008763502386;	0.000009458551507;	0.000010178013074;	0.000010948836582;	0.000011766597955;	0.000012687505464;	0.000013617965181;	0.000014612888875;	0.000016582520183;	0.000020320018395;	0.000025458778195;	0.000018847851250
0.018714362385814;	0.000156449557072;	0.000038654565758;	0.000018445649465;	0.000007360795651;	0.000002284111866;	0.005781335513222;	0.000002247045286;	0.000004643241787;	0.002012120998066;	0.000604754082409;	0.000512213477934;	0.000604776369752;	0.000034057412036;	0.000045336378425;	0.000054139729667;	0.000020784397118;	0.000021954366448;	0.000026498164391;	0.000023521407710;	0.000021727071922;	0.000022484051356;	0.000018585740396;	0.000016430219333;	0.000014406253167;	0.000015106719338;	0.000010594056193;	0.000015079021045;	0.000008460108266;	0.000012227952961;	0.000009610008539;	0.000006349029094;	0.000006576616604;	0.000007613052605;	0.000007418952084;	0.000005735464263;	0.000003804241282;	0.000005299686122;	0.000006697860882;	0.000003906068663;	0.000003406767917;	0.000003830804940;	0.000003366783490;	0.000003101475731;	0.000003960942129;	0.000004616759570;	0.000005803232203;	0.000000819484643;	0.000003325645691;	0.000002881049290;	0.000002549507974;	0.000002757642601;	0.000003175798686;	0.000003017773533;	0.000003567738005;	0.000004191097305;	0.000005477350930;	0.000005760785263;	0.000005003464744;	0.000005473017651;	0.000005839105929;	0.000006079481740;	0.000006414795605;	0.000006622783182;	0.000007514225925;	0.000008036518053;	0.000005449060418;	0.000006975309223;	0.000007531777499;	0.000007186451446;	0.000007149993043;	0.000007874446510;	0.000008587159144;	0.000009360785475;	0.000010294616011;	0.000008096300743;	0.000008547463247;	0.000009337635452;	0.000011751957443;	0.000012198797503;	0.000013146951366;	0.000012514998293;	0.000004652650880;	0.000016411527213;	0.000017380746239;	0.000016353134794;	0.000017878430737;	0.000018103385074;	0.000019460076461;	0.000020559179552;	0.000021280419431;	0.000022497320656;	0.000024236570714;	0.000025842992955;	0.000027630365190;	0.000029501220785;	0.000033230748708;	0.000040283885237;	0.000048901470958;	0.000035593901790
0.019035851410642;	0.000932631668432;	0.000170937592318;	0.000041342896630;	0.000016205444370;	0.000008137711704;	0.005785021292652;	0.000291444013747;	0.000008693041617;	0.002013360104532;	0.000606768729756;	0.000513673700729;	0.000605925056671;	0.000036599572394;	0.000051549864351;	0.000058593637124;	0.000084445575622;	0.000030085709660;	0.000035974827038;	0.000032376608834;	0.000030559064095;	0.000031587321511;	0.000027594106867;	0.000025104163674;	0.000022887594790;	0.000023440721670;	0.000016910978931;	0.000023438269169;	0.000014423892188;	0.000019943985900;	0.000015639350762;	0.000011679671640;	0.000011888583813;	0.000014057664255;	0.000012385368976;	0.000010889527972;	0.000008083005960;	0.000009665891298;	0.000012206648964;	0.000008254315805;	0.000007124775478;	0.000007617198246;	0.000007660356813;	0.000006706015929;	0.000008444818446;	0.000009504031831;	0.000010994961163;	0.000002990606980;	0.000007844892548;	0.000006483201854;	0.000006189923536;	0.000006905441106;	0.000006753314013;	0.000006964736618;	0.000008017875106;	0.000009084862757;	0.000010925292978;	0.000011385703813;	0.000010512115627;	0.000011521607144;	0.000012254792035;	0.000012505286869;	0.000012589299730;	0.000013109172047;	0.000014263218039;	0.000015707007960;	0.000011454347044;	0.000013779443815;	0.000014417439654;	0.000013594256948;	0.000013636495428;	0.000014753824118;	0.000015569523983;	0.000016212443737;	0.000017258034371;	0.000016197605208;	0.000017049168628;	0.000018238892170;	0.000022157782198;	0.000023269674718;	0.000025026795774;	0.000021511759907;	0.000013081723924;	0.000029436343190;	0.000031600116503;	0.000030704974363;	0.000033605203049;	0.000034019746375;	0.000034325645536;	0.000036910593806;	0.000037559831170;	0.000039041055261;	0.000041777833300;	0.000044272536750;	0.000047048001917;	0.000049987726084;	0.000055993807167;	0.000067481056902;	0.000080936769947;	0.000064569586652
0.019578424135846;	0.003263205179771;	0.001120008869837;	0.000202987300215;	0.000041401954684;	0.000039077025067;	0.005795638240508;	0.000305306453144;	0.000952519163037;	0.002019348330312;	0.000614450469100;	0.000516522756037;	0.000607533634626;	0.000041045133654;	0.000057278748716;	0.000066920643785;	0.000094809666182;	0.000122594681509;	0.000160901826066;	0.000045758372339;	0.000042895335550;	0.000044224918940;	0.000039520895818;	0.000036888513810;	0.000034797850088;	0.000035223737507;	0.000026095711128;	0.000035129881561;	0.000023062697545;	0.000031139261486;	0.000024684864281;	0.000019584331882;	0.000019577950290;	0.000023364395415;	0.000019634292894;	0.000018756918269;	0.000015288628183;	0.000016695315458;	0.000020531025043;	0.000015584295251;	0.000012739322159;	0.000013110166176;	0.000014451375285;	0.000012653528216;	0.000015201924723;	0.000016700504598;	0.000018588958243;	0.000007599135781;	0.000014415493570;	0.000012450106223;	0.000012541505814;	0.000013935003003;	0.000012280022701;	0.000013852375139;	0.000015120308215;	0.000017024893751;	0.000019735876358;	0.000020383739275;	0.000019172745334;	0.000020763737587;	0.000022002758331;	0.000022668460834;	0.000022505296122;	0.000023642864906;	0.000024216862240;	0.000028074475385;	0.000022356764922;	0.000025888520284;	0.000026861537382;	0.000025732770958;	0.000026421467934;	0.000028608263782;	0.000030142179741;	0.000031302863289;	0.000033451980590;	0.000028799274870;	0.000029992223140;	0.000031600816097;	0.000037560763324;	0.000039283002800;	0.000042078000764;	0.000037417732777;	0.000024137925051;	0.000049399455439;	0.000053229423083;	0.000052162822672;	0.000056814438352;	0.000057863819604;	0.000059531494355;	0.000063680707935;	0.000065436451204;	0.000068363826252;	0.000072811528322;	0.000077092300556;	0.000081498789217;	0.000086251380161;	0.000096114128763;	0.000115120490943;	0.000136705423204;	0.000106746230366
0.021065860686785;	0.004694200781613;	0.003745147865638;	0.001353465497832;	0.000234176849549;	0.000326310847164;	0.005846817361995;	0.000330481389120;	0.000988945661717;	0.003329485246795;	0.002763786355894;	0.000526331481038;	0.000611748616463;	0.000068673463557;	0.000073733532111;	0.000080351196561;	0.000113557811364;	0.000145223781289;	0.000189698711258;	0.000224097544569;	0.000064186901428;	0.000065440627215;	0.000058389995612;	0.000055380247492;	0.000053219150799;	0.000053715705438;	0.000041175852746;	0.000054061697815;	0.000035772291622;	0.000047981359416;	0.000038457780220;	0.000031991742810;	0.000031571675814;	0.000037780349802;	0.000032114159570;	0.000030319211886;	0.000025895684686;	0.000027569821067;	0.000032478270741;	0.000026358755106;	0.000022018181481;	0.000021950074383;	0.000025265617307;	0.000022979626272;	0.000025884219634;	0.000028343768541;	0.000031389610417;	0.000015424629487;	0.000024187325975;	0.000021999226754;	0.000022669864521;	0.000024775313329;	0.000020758119276;	0.000025161297457;	0.000026323425592;	0.000029777791428;	0.000034240484657;	0.000035227102112;	0.000033191689583;	0.000035577298501;	0.000037570777111;	0.000039218405628;	0.000038894674744;	0.000041050265551;	0.000040476999331;	0.000048155083608;	0.000038519923447;	0.000043610272478;	0.000044639738002;	0.000042569820550;	0.000043375349068;	0.000046488098443;	0.000048657504517;	0.000050369486307;	0.000053578224898;	0.000051674237660;	0.000053623464784;	0.000056235635411;	0.000066227611640;	0.000069480800958;	0.000074301346823;	0.000062851588643;	0.000044301679072;	0.000085329141469;	0.000091478115979;	0.000089449316695;	0.000097333262862;	0.000098043279217;	0.000098644745410;	0.000105749009486;	0.000108598576260;	0.000112447037323;	0.000118841986474;	0.000125247635060;	0.000131586623688;	0.000138538792363;	0.000153416393287;	0.000182236834321;	0.000213975194799;	0.000169182551050
0.022381280614676;	0.005518368789088;	0.005390560808194;	0.004136988280934;	0.001501934084367;	0.001931794052251;	0.010998342570482;	0.000413471470837;	0.001045833728917;	0.003377216855188;	0.002817014891171;	0.003312679372250;	0.000622041375653;	0.000084893140744;	0.000114125819527;	0.000130530365275;	0.000142721799403;	0.000171972140131;	0.000222222562967;	0.000264195976634;	0.000269275195683;	0.000316437873493;	0.000085202225433;	0.000080172814742;	0.000078059573348;	0.000080367654639;	0.000062135102739;	0.000079636435114;	0.000056269260412;	0.000072978187743;	0.000059863598487;	0.000050430207375;	0.000049172059120;	0.000059080415518;	0.000050030050180;	0.000049129219455;	0.000042634140278;	0.000045943109124;	0.000052049256990;	0.000043943390102;	0.000037071352903;	0.000036149149796;	0.000041646709069;	0.000039049014861;	0.000042396090400;	0.000046661158045;	0.000051468024228;	0.000027585878918;	0.000040320625680;	0.000037908324613;	0.000039131822792;	0.000042506576022;	0.000035256191043;	0.000043286994065;	0.000044751211740;	0.000050357652862;	0.000057195719103;	0.000058608081485;	0.000055655071048;	0.000059379112446;	0.000062327119038;	0.000064689498027;	0.000063476630373;	0.000066879930023;	0.000066184692385;	0.000077940272813;	0.000067536837435;	0.000075842148214;	0.000077552341771;	0.000074397024576;	0.000075844094475;	0.000081002972730;	0.000084961148185;	0.000088334794368;	0.000094267406544;	0.000084186863134;	0.000086762380628;	0.000090468979133;	0.000104868729490;	0.000109018368908;	0.000115694434654;	0.000100068708900;	0.000073456365331;	0.000129624411371;	0.000139274881616;	0.000137214484897;	0.000147815520931;	0.000149904489680;	0.000151294579072;	0.000160892318083;	0.000164049924875;	0.000169298362627;	0.000178595147774;	0.000187484227199;	0.000196494873393;	0.000206308043502;	0.000227273058178;	0.000268054335534;	0.000311107845950;	0.000260404166720
