0.112740262405798;	0.076304025188022;	0.045550434695466;	0.040640386575091;
0.117332366117041;	0.080336830600285;	0.047976259246477;	0.042486619121815;
0.120435158317232;	0.082916927929968;	0.049510265744037;	0.043683852925187;
0.123031852552999;	0.085119686508238;	0.050821455066356;	0.044696442521483;
0.125316333709734;	0.087002703729507;	0.051935223477768;	0.045568416290748;
0.127441454788812;	0.088712367857740;	0.052940647862198;	0.046364764432878;
0.129402871505210;	0.090236871350052;	0.053830967925904;	0.047082439458598;
0.134383391489155;	0.094806302580299;	0.057808798476134;	0.068234923010600;
0.136151199942831;	0.096182146626592;	0.058612981405608;	0.068919796628637;
0.137861791463446;	0.097501383353821;	0.059382231255848;	0.069574516059229;
0.139674826923613;	0.098863695991374;	0.060172052232217;	0.070247137005602;
0.141364378664459;	0.100130168674845;	0.060906776266246;	0.070900790060295;
0.143026909659530;	0.101353041652614;	0.061617681514258;	0.071606185363534;
0.144739457220527;	0.102591622271704;	0.062334480705879;	0.072297002980045;
0.146370138624736;	0.103777064862723;	0.063018602301889;	0.072930306257096;
0.148085661328350;	0.105029644643630;	0.063741825039629;	0.073599222733502;
0.155433823488086;	0.116146475044653;	0.083812756800767;	0.080393899479473;
0.157327259026851;	0.117673781658929;	0.084718542610851;	0.081260530911835;
0.159184487902075;	0.119160689295183;	0.085652272425141;	0.082062341701578;
0.161001088993807;	0.120557167014087;	0.086507683421319;	0.082848080067266;
0.162908980937069;	0.121984846433818;	0.087392658854908;	0.083778784852413;
0.164751026669943;	0.123333400957327;	0.088217316116631;	0.084598646417475;
0.166591219976667;	0.124751973491650;	0.089092844674280;	0.085424342361223;
0.168567729830933;	0.126181509310088;	0.089965876541508;	0.086390365521097;
0.170594338403333;	0.127751174632545;	0.090938781474509;	0.087378125116784;
0.172571699212711;	0.129167765437683;	0.091796675904349;	0.088289618114898;
0.174644054773681;	0.130800895154884;	0.092809129103489;	0.089407497215265;
0.176842919900773;	0.132418015664178;	0.093912803740021;	0.090500179537059;
0.179109533273262;	0.134209138097122;	0.095099016553101;	0.091676599454305;
0.181182193459789;	0.135778371554818;	0.096143971604213;	0.092842900603981;
0.183587461071756;	0.137618846519922;	0.097335891440766;	0.094068744385224;
0.185864299172895;	0.139351171629076;	0.098477442247287;	0.095361868072984;
0.188279579540965;	0.141273696543405;	0.099787036149918;	0.096712633787741;
0.190816672240206;	0.143214777983440;	0.101108361126139;	0.098173366486678;
0.193388609685504;	0.145276765460031;	0.102544031240111;	0.099676028661023;
0.195925188074117;	0.147282150822700;	0.103915775997152;	0.101215695424007;
0.198787497959038;	0.149561450153513;	0.105457766905096;	0.102907061846710;
0.201438435270404;	0.151731978144381;	0.107002492489151;	0.104579282590487;
0.204372708702030;	0.154107497789309;	0.108705016059003;	0.106439567170370;
0.207342551574374;	0.156520751042372;	0.110433465938255;	0.108305760061392;
0.210321383663712;	0.159011899986035;	0.112263632292113;	0.110338771150857;
0.213623282663945;	0.161735930195174;	0.114248249917571;	0.112444861259743;
0.216833233558571;	0.164392070700003;	0.116214853563183;	0.114646025131508;
0.220084922713903;	0.167172748221504;	0.118287262060801;	0.116920852537316;
0.223654855811291;	0.170132842944214;	0.120501148923970;	0.119353098315525;
0.227233414369994;	0.173163072543791;	0.122790226152054;	0.121894018246946;
0.230812888352010;	0.176305474138615;	0.125177836791794;	0.124579734282616;
0.234663469730211;	0.179557308399503;	0.127664741187219;	0.127340122941924;
0.238699187652163;	0.183003892964069;	0.130305452442643;	0.130322605985219;
0.242467385365644;	0.186424670730466;	0.132991001154331;	0.133342753270493;
0.246694950170259;	0.190073377811205;	0.135864076968786;	0.136575975505430;
0.251082425760139;	0.193929896191216;	0.138866509014964;	0.140020566611687;
0.255315861751629;	0.197807454668841;	0.141997447952954;	0.143518657419748;
0.259909051160960;	0.201845829815782;	0.145227745019623;	0.147255520781935;
0.264682480190919;	0.206137929767948;	0.148687695254768;	0.151177711111246;
0.269313624807069;	0.210431488334802;	0.152201377249260;	0.155220151147679;
0.274307851991992;	0.214972049390786;	0.155967807092508;	0.159631790563762;
0.279496958154680;	0.219730925648865;	0.159906413157953;	0.164163831135558;
0.284611348901880;	0.224562725995390;	0.163978792245557;	0.168923547813010;
0.289996791517764;	0.229544279653494;	0.168216584181463;	0.173852910879668;
0.295594519962076;	0.234813479424205;	0.172708867826385;	0.179001598838452;
0.301225023545215;	0.240292054771019;	0.177478966139030;	0.184401840022695;
0.307219823945956;	0.245950174367289;	0.182374460899195;	0.190034023849796;
0.313189980205989;	0.251668341864651;	0.187501925741904;	0.195896977329472;
0.319295759073029;	0.257677884633281;	0.192899609684718;	0.201937501729645;
0.325818886801214;	0.264027179496521;	0.198587114507421;	0.208390112272500;
0.332538765092572;	0.270542949802883;	0.204478346687097;	0.215001400637903;
0.339033134107486;	0.277022686683039;	0.210477608386701;	0.221793267869465;
0.346200832663873;	0.284094830724889;	0.217043918109773;	0.229074696468770;
0.353306015727070;	0.291181380757495;	0.223665119467953;	0.236439663368293;
0.360339454042662;	0.298393473183733;	0.230579304350537;	0.244027924936284;
0.367983924078293;	0.305996737428394;	0.237868907052544;	0.252084729780803;
0.375804852951005;	0.313927664756703;	0.245545360885807;	0.260225728048803;
0.383286090986420;	0.321859859573163;	0.253362482306134;	0.268573513455894;
0.391425832465607;	0.330222196337144;	0.261554424415165;	0.277401907949650;
0.399893712913895;	0.338854320841822;	0.270135582951908;	0.286438037503986;
0.408351339690546;	0.347499619898571;	0.278854467406396;	0.295535769983405;
0.416674365816779;	0.356350248784165;	0.287868774215405;	0.304887078395769;
0.425662580753653;	0.365687975862778;	0.297364972876904;	0.314557627292141;
0.434677140934572;	0.375181282990863;	0.307151562564918;	0.324448739029682;
