0.005714285714286;	0.005714285714286;	0.005714285714286;	0.002857142857143
0.006796403338219;	0.005723581375646;	0.003125048430494;	0.002468735955294
0.101786248655908;	0.080819793331560;	0.048630796676389;	0.059869011048866
0.075168193454930;	0.055294359707593;	0.032774561103517;	0.041638017614648
0.065974783595358;	0.053918186324875;	0.037766026050630;	0.029178605117238
0.057613391546564;	0.046259815667993;	0.033446831955278;	0.028081736574719
0.045528636345730;	0.033706931435092;	0.020172382594055;	0.020972741875797
0.042872621141542;	0.032743795611884;	0.020604909008582;	0.021912126221309
0.041170916797198;	0.032313600538334;	0.021143976910067;	0.023039105715979
0.040156921563505;	0.032555508194726;	0.022368271057097;	0.024700431525450
0.039979194722676;	0.033005871641531;	0.023570756584366;	0.026566806159908
0.039167999992345;	0.033527623925798;	0.024906667415356;	0.028462982539577
0.039212491938738;	0.034442319654948;	0.026442553660227;	0.030442111269760
0.039185347743427;	0.036965614861321;	0.029021212911898;	0.032840045877188
0.036842755689654;	0.036046252075580;	0.029793076706639;	0.034363557534102
0.035388601687045;	0.035020624286924;	0.030700865091599;	0.035084715321548
0.034873931281318;	0.035599303210577;	0.032475775287487;	0.036646590531390
0.033449557067358;	0.036099299824301;	0.034208728064107;	0.038114167660073
0.031153477879845;	0.034731846476634;	0.034703637922433;	0.038025964057397
0.029225692240333;	0.033036151995598;	0.034804026476008;	0.037078044202034
0.027310213035841;	0.030995365571942;	0.034361502577883;	0.035178646264859
0.025610481845175;	0.029730035121744;	0.033747288315975;	0.034101428606563
0.023575647457897;	0.028484445436643;	0.033072687470725;	0.032314426165916
0.020827393051358;	0.025906170543438;	0.031134184565453;	0.029673188732618
0.018108942322437;	0.022966550687581;	0.028400077549294;	0.027505582796292
0.015563140544910;	0.020134119380004;	0.025855740676857;	0.024647131168286
0.013197916325311;	0.017405638537494;	0.023128696703443;	0.021316183695274
0.010919919977355;	0.014653520842252;	0.019959378655799;	0.018008863226915
0.008928559417766;	0.012099380250919;	0.016880874397893;	0.015017981553696
0.007171566235931;	0.009783265666052;	0.013976262925785;	0.012526003171179
0.005596074660424;	0.007783731189772;	0.011299725110647;	0.009776676347535
0.004280461682229;	0.006052237667900;	0.008975325865388;	0.007512628190892
0.003171313916581;	0.004508829930148;	0.006807786835770;	0.005818129064333
0.002327115265983;	0.003325799624559;	0.005106902688295;	0.004245653078168
0.001663844398818;	0.002388482686742;	0.003710288763671;	0.002984434805033
0.001165564430310;	0.001684477644502;	0.002632225237435;	0.002078861689604
0.000803034321700;	0.001166156850061;	0.001825915826400;	0.001470198859494
0.000547873057178;	0.000797158466989;	0.001257651574626;	0.001023849429634
0.000366963780581;	0.000536883945966;	0.000860287170873;	0.000685289637903
0.000239598092036;	0.000354169978917;	0.000571099632166;	0.000437265736903
0.000154564299115;	0.000229826298916;	0.000371011689443;	0.000282421254124
0.000096643322635;	0.000145128287468;	0.000236825294496;	0.000181190799854
0.000058970453047;	0.000089746113812;	0.000148510020965;	0.000107195434766
0.000034844402046;	0.000053500260186;	0.000090035560029;	0.000065631870142
0.000019247864866;	0.000030148316281;	0.000051981625411;	0.000036420157779
0.000010409688007;	0.000016537022725;	0.000029174232922;	0.000020925432165
0.000005505377409;	0.000008788917553;	0.000015946571308;	0.000012999652638
0.000002225071180;	0.000003711687039;	0.000007409962705;	0.000004414626469
0.000000096167077;	0.000000161271155;	0.000000347397761;	0.000000192087845
0.000000000269601;	0.000000161271155;	0.000000008742466;	0.000000011713536
