0.019465313517383;	0.011070623242217;	0.005884949414270;	0.005541649469206;
0.001032414321667;	0.000780768989147;	0.000487346530773;	0.000425823340077;
0.026714566205172;	0.020206289691098;	0.012614939485607;	0.010997308052619;
0.022961313434958;	0.017297115817871;	0.010875940561479;	0.009497732866214;
0.021067362348451;	0.015600950128338;	0.009837790701239;	0.008658080022683;
0.019594488137521;	0.014301526835937;	0.009063572486950;	0.008045579640867;
0.021314058731616;	0.016196679111080;	0.011103922249664;	0.013984023545963;
0.019901364812702;	0.015079101915829;	0.010339150670719;	0.012964101428518;
0.016169260581555;	0.011761276835484;	0.007565149871926;	0.006901404422173;
0.015997762520492;	0.011540615172524;	0.007419015444440;	0.006774820262596;
0.015571442001884;	0.011198568119007;	0.007215972163633;	0.006624396167815;
0.014831165962950;	0.010651830136001;	0.006900564853446;	0.006446531365823;
0.014363003958444;	0.010275877930143;	0.006678810739373;	0.006303286423224;
0.013782005137321;	0.009910351803051;	0.006462280791744;	0.006071311195564;
0.013783094749529;	0.009897158736744;	0.006433108148665;	0.006023393997034;
0.017309978038506;	0.014861307667979;	0.011489526513252;	0.008823322354754;
0.016915766801436;	0.014666665559953;	0.011309037534565;	0.008819642904689;
0.013142320867381;	0.009664184264566;	0.006345643647433;	0.005938602860851;
0.012885489720612;	0.009498282783013;	0.006302186896535;	0.005842974648810;
0.013182033619896;	0.009580962719113;	0.006306103339443;	0.005972198542986;
0.013088650714233;	0.009447070836308;	0.006212889528226;	0.005948257280477;
0.012368801981823;	0.009175905850829;	0.006085093831751;	0.005751084587177;
0.012407470569294;	0.009147605268027;	0.006054570928073;	0.005804021070012;
0.012804292263491;	0.009328344521830;	0.006120914887912;	0.005933383547998;
0.012318180750052;	0.009005068323181;	0.005941023768854;	0.005777717434153;
0.012027313492748;	0.008891094366150;	0.005888569052116;	0.005782695970505;
0.012313948436934;	0.009074168097267;	0.006102702406851;	0.005920416499870;
0.012504007709038;	0.009183226921960;	0.006243667032750;	0.005986764533019;
0.011736471301425;	0.008845846081591;	0.006033457352664;	0.005857771978479;
0.011810960000668;	0.008813332668562;	0.005988065028208;	0.005869715876090;
0.012163396466966;	0.009031577082609;	0.006102830731820;	0.006009695624969;
0.011665370686838;	0.008835361969434;	0.006056860260951;	0.005957274514194;
0.011910361969556;	0.009013125317702;	0.006202385303227;	0.006088974020033;
0.012037310771047;	0.009074098464545;	0.006257229472551;	0.006167150860797;
0.011591641710035;	0.008922378481278;	0.006205439011765;	0.006121736339811;
0.011888010896357;	0.009110752036904;	0.006296370222656;	0.006272925598464;
0.011860425389892;	0.009188026957967;	0.006399179372385;	0.006340727408888;
0.011562200329129;	0.009020640945374;	0.006372698389416;	0.006336804165425;
0.011939301935272;	0.009234160788962;	0.006508239685540;	0.006496948627753;
0.011619168008309;	0.009125049774126;	0.006469927501395;	0.006507242010992;
0.011819973057277;	0.009333838299980;	0.006647394405444;	0.006667616294206;
0.012135789417163;	0.009478844477525;	0.006764814731878;	0.006797672517162;
0.011579238973268;	0.009245907162296;	0.006670140533077;	0.006760076745889;
